path,region,suffix,rejected,rejected.NewOrder,rejected.Payment,rejected.Delivery,aborted,aborted.NewOrder,unexpected,completed,completed.NewOrder,completed.Payment,completed.OrderStatus,completed.Delivery,completed.StockLevel,total,throughput.Delivery,avg.Delivery,p0.Delivery,p25.Delivery,p50.Delivery,p75.Delivery,p90.Delivery,p95.Delivery,p99.Delivery,p100.Delivery,throughput.NewOrder,avg.NewOrder,p0.NewOrder,p25.NewOrder,p50.NewOrder,p75.NewOrder,p90.NewOrder,p95.NewOrder,p99.NewOrder,p100.NewOrder,throughput.Payment,avg.Payment,p0.Payment,p25.Payment,p50.Payment,p75.Payment,p90.Payment,p95.Payment,p99.Payment,p100.Payment,ood_index_page.Payment,ood_table.Payment,ood_tuple.Payment,other_aborts.Payment,deadlock.Payment,ood_index_page.NewOrder,ood_table.NewOrder,ood_tuple.NewOrder,other_aborts.NewOrder,deadlock.NewOrder,ood_index_page.Delivery,ood_table.Delivery,ood_tuple.Delivery,other_aborts.Delivery,deadlock.Delivery,ood_index_page,ood_table,ood_tuple,other_aborts,deadlock,avg,p0,p25,p50,p75,p90,p95,p99,p100,avg.StockLevel,p0.StockLevel,p25.StockLevel,p50.StockLevel,p75.StockLevel,p90.StockLevel,p95.StockLevel,p99.StockLevel,p100.StockLevel,avg.OrderStatus,p0.OrderStatus,p25.OrderStatus,p50.OrderStatus,p75.OrderStatus,p90.OrderStatus,p95.OrderStatus,p99.OrderStatus,p100.OrderStatus,throughput.OrderStatus,throughput,scalefactor,terminals,time,rate,warmup,throughput.StockLevel,rejected.StockLevel,ood_index_page.StockLevel,ood_table.StockLevel,ood_tuple.StockLevel,other_aborts.StockLevel,deadlock.StockLevel,unexpected.NewOrder,unexpected.Payment
tpcc/aurora/tpcc-100-aurora-terminals60-20240816-121122/1-us-east-1-0,1-us-east-1-0,20240816-121122,25648,22678.0,2966.0,4.0,460,460.0,0,98250,42834.0,43330,4070.0,3971.0,4045.0,124358,56.400000000000006,106.80674464870309,24.113,52.421499999999995,62.805,93.9185,200.553,291.78,764.9267000000016,2377.401,647.4,47.80072651927252,8.423,24.171,33.353,51.865,83.74620000000003,121.62400000000031,249.99028,2324.602,636.9,17.190555988922224,3.31,8.645,11.369,17.77575,33.8191,49.29609999999999,89.17628999999991,742.635,0.0,0.0,0.0,2966.0,0.0,0.0,0.0,0.0,22678.0,0.0,0.0,0.0,0.0,4.0,0.0,0,0,0,25648,0,34.356672032008795,0.796,10.769,21.755,40.2235,67.501,98.01559999999992,218.38221999999976,2377.401,31.61493597033374,2.31,8.701,12.937,39.47,91.77899999999998,118.79919999999998,167.1542,487.654,7.446405159705161,0.532,2.08425,3.4545000000000003,7.409,18.2006,30.589599999999976,54.10855999999999,137.022,57.8,1637.4728422672902,100,60,60,50000,0,59.400000000000006,,,,,,,,
tpcc/aurora/tpcc-100-aurora-terminals60-20240816-121122/3-ap-northeast-1-0,3-ap-northeast-1-0,20240816-121122,0,,,,0,,0,177,70.0,81,11.0,4.0,11.0,177,0.8,54316.602999999996,54222.625,54236.28175,54252.525,54332.84625,54456.3807,54497.55885,54530.50137,54538.737,1.0,26057.10079710145,11794.753,21250.593,25360.18,31572.338,35430.7866,36163.125799999994,44555.66991999997,47530.674,1.0,5998.692580246913,3723.937,3799.699,3830.914,8694.648,9405.916,10151.32,10894.6104,11029.232,,,,,,,,,,,,,,,,0,0,0,0,0,14512.2880625,1031.337,3802.812,8948.3845,23324.74825,32629.1435,35784.0905,54246.6795,54538.737,2060.0521818181815,1031.337,1033.7635,1914.595,2656.629,3148.682,3496.8999999999996,3775.4744,3845.118,2763.7871818181816,1523.404,1553.2220000000002,1561.842,3722.7515,4994.271,5025.3745,5050.2573,5056.478,0.2,2.949967319032887,100,60,60,50000,0,0.2,,,,,,,,
tpcc/aurora/tpcc-100-aurora-terminals60-20240816-121122/2-eu-west-1-0,2-eu-west-1-0,20240816-121122,0,,,,4,4.0,0,504,215.0,229,25.0,20.0,15.0,508,0.6000000000000001,17184.84045,14912.141,15046.34675,15188.064,15246.13025,26748.8155,28183.7644,28818.689679999996,28977.421,4.8,9359.19133023256,4608.868,6642.3904999999995,8515.261,10698.148000000001,14461.2084,16365.470099999999,22969.863839999998,24317.084,3.4,2526.68903125,1571.797,1940.50325,1954.884,2247.5017500000004,4202.047800000001,5388.475649999999,6319.250440000001,6589.681,,,,,,,,,,,,,,,,0,0,0,0,0,5900.312638170974,541.658,1948.644,4637.736,8690.5475,12843.032200000005,15206.8225,23006.079120000006,28977.421,870.1658666666667,541.658,545.8455,547.34,552.1295,2003.4909999999998,2316.5530999999996,2529.4242199999994,2582.642,1091.4577199999999,811.182,820.042,821.922,896.061,1984.1352000000002,2287.5279999999993,2845.8148399999986,3001.205,0.4,8.39989087617764,100,60,60,50000,0,0.30000000000000004,,,,,,,,
tpcc/aurora/tpcc-100-aurora-terminals20-20240816-121122/1-us-east-1-0,1-us-east-1-0,20240816-121122,6428,5116.0,1302.0,10.0,454,454.0,0,97515,43485.0,42197,3927.0,3922.0,3984.0,104397,68.2,32.070364099949,13.656,21.582,25.633499999999998,37.848,53.7302,64.52394999999997,86.51162999999998,124.689,730.8,16.729319788432793,4.852,11.038,14.222,19.251,26.996599999999997,33.29679999999999,54.74999999999981,143.879,688.7,6.885781140392455,2.594,4.182,5.282,8.079,11.7145,14.62325,24.261400000000023,164.63,0.0,0.0,0.0,1302.0,0.0,0.0,0.0,0.0,5116.0,0.0,0.0,0.0,0.0,10.0,0.0,0,0,0,6428,0,12.116143251225465,0.476,4.867,9.74,15.507,23.494699999999998,30.119049999999973,52.602699999999956,164.63,8.132342871485944,2.0,3.06375,3.7485,9.5995,20.78040000000001,28.091549999999994,41.67528000000002,105.323,1.346442322383499,0.476,0.829,1.014,1.338,2.1154,3.2653999999999956,6.836119999999981,16.068,63.8,1625.2423242784635,100,20,60,50000,0,60.900000000000006,,,,,,,,
tpcc/aurora/tpcc-100-aurora-terminals20-20240816-121122/3-ap-northeast-1-0,3-ap-northeast-1-0,20240816-121122,0,,,,0,,0,60,18.0,35,4.0,1.0,2.0,60,0.2,52865.71,52865.71,52865.71,52865.71,52865.71,52865.71,52865.71,52865.71,52865.71,0.6,23792.755055555557,11685.084,16784.21625,22254.536999999997,29773.52775,33080.6642,35514.74854999998,42391.70890999998,44110.949,0.6,6913.342142857143,3725.998,3768.0755,3814.099,11161.7205,12092.079,12331.103999999998,12939.000299999998,13080.323,,,,,,,,,,,,,,,,0,0,0,0,0,12332.106583333332,1040.943,3787.65125,9823.8015,15867.7145,29765.880500000003,32753.125699999993,47700.40100999997,52865.71,1986.7404999999999,1040.943,1513.84175,1986.7404999999999,2459.63925,2743.3785000000003,2837.95825,2913.62205,2932.538,3212.6595,1545.053,1549.4915,2831.3725000000004,4494.5405,5183.520200000001,5413.1801,5596.90802,5642.84,0.4,0.999999920366673,100,20,60,50000,0,0.2,,,,,,,,
tpcc/aurora/tpcc-100-aurora-terminals20-20240816-121122/2-eu-west-1-0,2-eu-west-1-0,20240816-121122,0,,,,1,1.0,0,179,67.0,97,8.0,2.0,5.0,180,0.2,14900.166,14900.166,14900.166,14900.166,14900.166,14900.166,14900.166,14900.166,14900.166,2.2,8083.680313432836,4617.827,5877.543,7902.956,9351.751499999998,10505.899,12185.410699999995,19651.66752000004,26980.095,2.0,2479.7827790697675,1908.603,1942.063,1953.8495,2199.32625,4550.7595,5852.94375,8033.166550000001,8122.04,,,,,,,,,,,,,,,,0,0,0,0,0,4496.71908988764,546.439,1942.538,2210.0654999999997,6699.34375,9331.2893,10291.90935,15124.70372999999,26980.095,1032.1828,546.439,546.664,550.737,556.84,1998.8764,2479.5552,2864.09824,2960.234,1113.631375,819.293,821.4745,822.0675,824.68475,1524.1333999999997,2338.2326999999987,2989.5121399999994,3152.332,0.2,2.9833283270100677,100,20,60,50000,0,0.2,,,,,,,,
tpcc/aurora/tpcc-10-aurora-terminals10-20240816-114124/1-us-east-1-0,1-us-east-1-0,20240816-114124,4540,3737.0,801.0,2.0,321,321.0,0,73259,32560.0,31720,3064.0,2916.0,2999.0,78120,47.3,19.833361796982167,13.262,16.292,18.2805,21.88225,26.195999999999998,29.135,40.46289999999997,74.772,558.6,11.422722573710073,4.52,8.280750000000001,10.403,13.23825,17.044,19.833249999999996,28.24064,78.924,521.2,4.434093095838588,2.063,3.03775,3.621,4.977,6.940100000000003,8.59805,13.723050000000006,68.555,0.0,0.0,0.0,801.0,0.0,0.0,0.0,0.0,3737.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0,0,4540,0,7.977332709974203,0.468,3.399,6.601,10.857,15.576199999999998,18.61,26.616099999999992,78.924,3.764616538846282,1.637,2.5555000000000003,3.021,4.1235,6.1652000000000005,8.015099999999999,12.793079999999998,24.988,0.8857601174934726,0.468,0.65,0.766,0.955,1.2384000000000006,1.4738499999999999,2.8878899999999894,8.74,48.7,1220.9689280773766,10,10,60,50000,0,50.2,,,,,,,,
tpcc/aurora/tpcc-10-aurora-terminals10-20240816-114124/3-ap-northeast-1-0,3-ap-northeast-1-0,20240816-114124,1,1.0,,,0,,0,25,10.0,12,1.0,,2.0,26,,,,,,,,,,,0.2,31231.4003,21887.292,26639.627,31839.819499999998,34285.95425,39190.9309,39720.485949999995,40144.12999,40250.041,0.30000000000000004,4733.226333333333,3726.703,3731.78775,3752.7560000000003,3785.2780000000002,6918.173500000001,9407.645049999997,11502.603410000003,12026.343,,,,,,0.0,0.0,0.0,1.0,0.0,,,,,,0,0,0,1,0,15593.371375,1562.527,3733.93425,5530.5715,30764.9725,34190.3237,38426.880249999995,39979.37953,40250.041,3565.667,3565.667,3565.667,3565.667,3565.667,3565.667,3565.667,3565.667,3565.667,1562.527,1562.527,1562.527,1562.527,1562.527,1562.527,1562.527,1562.527,1562.527,0.2,0.41666347638553825,10,10,60,50000,0,0.2,,,,,,,,
tpcc/aurora/tpcc-10-aurora-terminals10-20240816-114124/2-eu-west-1-0,2-eu-west-1-0,20240816-114124,3,3.0,,,1,1.0,0,76,33.0,39,1.0,1.0,2.0,80,0.2,20181.55,20181.55,20181.55,20181.55,20181.55,20181.55,20181.55,20181.55,20181.55,1.0,8415.395696969697,4648.743,5872.273,7271.349,9325.578,11567.879799999999,14732.042799999992,23269.02324,25648.829,1.0,2103.449176470588,1921.835,1945.2205,1953.726,1963.26925,2145.1452,2238.6133999999997,4955.233950000007,6293.148,,,,,,0.0,0.0,0.0,3.0,0.0,,,,,,0,0,0,3,0,5032.017333333333,546.429,1948.6815,2219.898,7138.3275,9933.298200000007,11825.481099999997,21603.042540000028,25648.829,548.2715000000001,546.429,547.35025,548.2715000000001,549.19275,549.7455,549.92975,550.0771500000001,550.114,820.67,820.67,820.67,820.67,820.67,820.67,820.67,820.67,820.67,0.2,1.2666514851097375,10,10,60,50000,0,0.4,,,,,,,,
tpcc/aurora/tpcc-100-aurora-terminals100-20240816-121122/1-us-east-1-0,1-us-east-1-0,20240816-121122,18136,15674.0,2439.0,23.0,424,424.0,58,78439,34317.0,34315,3299.0,3280.0,3228.0,97057,52.2,236.81051890243904,27.651,90.11925,128.216,234.11525,478.41579999999976,739.3830499999987,1859.70451,3630.727,575.4,93.13804167273787,8.823,37.09,55.697,96.5205,180.60180000000005,269.36339999999996,627.3830200000006,3179.758,555.0,34.97081830103453,3.733,11.932500000000001,20.259,37.314,78.1744,106.7901,194.70736000000002,2661.846,0.0,0.0,0.0,2484.0,0.0,0.0,0.0,0.0,15687.0,0.0,0.0,0.0,0.0,23.0,0.0,0,0,0,18194,0,69.98899138371856,1.779,19.43225,38.2785,75.653,138.72189999999998,216.95559999999986,526.6822900000057,3630.727,72.4449265116279,3.845,27.448,46.468,92.419,167.924,216.23019999999997,316.21043999999995,808.127,20.81412367384056,0.628,3.9825,10.794,25.336,54.67060000000003,76.6651,112.92908,810.334,53.2,1307.295868417354,100,100,60,50000,0,51.9,,,,,,,13.0,45.0
tpcc/aurora/tpcc-100-aurora-terminals100-20240816-121122/3-ap-northeast-1-0,3-ap-northeast-1-0,20240816-121122,1,1.0,,,1,1.0,0,319,106.0,177,19.0,3.0,14.0,321,0.6,49627.81966666667,47945.606,48110.8285,48276.051,50468.9265,51784.6518,52223.2269,52574.08698,52661.802,0.8,26397.563018867928,11649.899,20622.864999999998,27079.084,32049.68975,35588.2465,37182.5355,39094.543000000005,42002.379,2.7,6427.156785310734,3677.645,3817.78,6809.508,8051.691,9326.0972,10915.311399999999,11996.581320000001,12047.71,,,,,,0.0,0.0,0.0,1.0,0.0,,,,,,0,0,0,1,0,13077.051924528303,1018.402,3840.3737499999997,7846.3715,21216.289,31817.457300000002,35226.159049999995,41509.942889999955,52661.802,1933.4100000000003,1018.402,1038.803,1902.289,2368.93225,3312.8519000000015,3749.9543,3947.7404599999995,3997.187,2600.1601111111113,1539.823,1555.61525,2297.152,3522.73725,3774.8631000000005,4170.740749999999,4781.329749999998,4933.977,0.2,5.316664681335464,100,100,60,50000,0,0.30000000000000004,,,,,,,,
tpcc/aurora/tpcc-100-aurora-terminals100-20240816-121122/2-eu-west-1-0,2-eu-west-1-0,20240816-121122,0,,,,5,5.0,0,873,378.0,392,35.0,30.0,38.0,878,0.8,18373.671166666667,14928.78,15055.378999999999,15118.0805,21310.239999999998,28236.1228,29450.86785,29700.810820000002,29747.078,8.0,9535.291724867724,4601.474,6601.46525,8513.6525,10867.0455,15759.866500000002,19229.37955,22184.30644,24328.865,6.3,2491.699930294906,1575.476,1941.554,1961.815,2258.168,4335.021,4974.437599999999,5700.93124,6705.013,,,,,,,,,,,,,,,,0,0,0,0,0,5937.890144495414,539.967,1949.73075,4617.924999999999,8523.276,13465.969099999995,16226.7141,22773.63451999997,29747.078,716.6257631578948,539.967,545.673,549.6804999999999,592.18425,1300.1376,1334.6776499999999,1670.442310000001,1830.481,1120.3901142857146,807.627,816.992,823.217,1260.157,1920.7350000000004,2472.6173,2476.8412399999997,2477.441,0.6,14.549807610803924,100,100,60,50000,0,0.8,,,,,,,,
tpcc/aurora/tpcc-10-aurora-terminals40-20240816-114124/1-us-east-1-0,1-us-east-1-0,20240816-114124,97792,58475.0,38294.0,776.0,349,349.0,1,82307,33210.0,36802,4088.0,4092.0,4115.0,180449,54.0,33.17640664711632,5.21,17.6965,27.3365,40.10875,61.298400000000015,79.9168,133.07824,286.263,641.3,31.078252875639865,6.193,17.191499999999998,24.101,36.043,57.80410000000002,77.767,118.14641999999976,1027.699,611.3,16.026801119534795,2.988,6.334,10.146,19.084,34.509,48.767,79.764,178.156,0.0,0.0,0.0,38294.0,0.0,0.0,0.0,0.0,58475.0,1.0,0.0,0.0,0.0,776.0,0.0,0,0,0,97792,1,22.073170485748307,0.567,7.77225,16.574,28.18775,45.952,63.046749999999996,102.7382499999999,1027.699,11.716855650060753,2.127,3.878,5.392,13.2195,30.732599999999987,41.824999999999974,63.243660000000055,110.45,2.6591406555773,0.567,1.197,1.6604999999999999,2.65925,5.247,8.313799999999995,16.486810000000002,38.189,56.8,1371.7703597008424,10,40,60,50000,0,58.3,247.0,0.0,0.0,0.0,247.0,0.0,1.0,
tpcc/aurora/tpcc-10-aurora-terminals40-20240816-114124/3-ap-northeast-1-0,3-ap-northeast-1-0,20240816-114124,24,1.0,23.0,,1,1.0,0,94,37.0,43,4.0,2.0,8.0,119,0.2,24601.299,19360.108,21980.7035,24601.299,27221.894500000002,28794.251800000002,29318.3709,29737.66618,29842.49,0.4,26238.84556756757,11522.523,20124.908,27066.003,31342.746,35997.3202,41974.3374,42589.4326,42706.231,0.6,9011.514790697673,3726.252,4051.0295,9664.052,11068.7865,12649.818400000002,18328.8949,24536.546979999985,27961.513,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,0,0,0,24,0,15313.745372340423,1037.193,4292.889499999999,11524.2575,24166.50075,31274.0049,35248.6259,42404.5018,42706.231,2641.9205,1037.193,1889.36125,2993.6465,3412.626,3627.7248,3837.5518999999995,4005.41358,4047.379,2705.42025,1536.023,1545.53675,1555.158,2715.0415,4791.221800000001,5483.281899999998,6036.929979999999,6175.342,0.4,1.5666606491753352,10,40,60,50000,0,0.4,,,,,,,,
tpcc/aurora/tpcc-10-aurora-terminals40-20240816-114124/2-eu-west-1-0,2-eu-west-1-0,20240816-114124,80,5.0,73.0,2.0,1,1.0,0,301,145.0,121,15.0,6.0,14.0,382,0.4,18003.40275,11518.078,14224.954,16085.861499999999,19864.31025,24940.010100000003,26631.91005,27985.43001,28323.81,3.8,9294.514558620689,4607.253,6526.241,7958.248,10150.586,15428.136599999998,18499.162,26531.7716,26760.667,2.4,3231.0216528925616,1394.531,1941.498,1968.886,3963.789,5867.818,6565.465,14733.840999999999,14828.271,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0,0,80,0,6115.0595766666665,544.134,1950.865,5184.1825,8079.318,12656.186200000006,15814.052650000009,26502.9736,28323.81,553.5569285714286,544.134,548.01825,550.5165,556.384,567.2573,571.42995,572.03159,572.182,822.7499333333333,812.23,818.74,821.446,826.2080000000001,829.687,834.9471,840.60702,842.022,0.6,5.016616670396047,10,40,60,50000,0,0.4,,,,,,,,
tpcc/aurora/tpcc-100-aurora-terminals80-20240816-121122/1-us-east-1-0,1-us-east-1-0,20240816-121122,24013,20367.0,3616.0,30.0,428,428.0,0,93979,40731.0,41389,3962.0,3957.0,3940.0,118420,57.0,145.72736820823857,25.775,67.188,85.731,150.707,285.51480000000004,436.19219999999876,910.8220000000002,2735.399,635.3,61.958451313528116,9.555,28.559,40.143,63.5895,111.564,177.55729999999954,386.7250999999997,4606.548,621.0,24.44296151151272,3.452,9.661,13.866,22.28,50.245400000000004,76.2924,176.4683200000007,1070.568,0.0,0.0,0.0,3616.0,0.0,0.0,0.0,0.0,20367.0,0.0,0.0,0.0,0.0,30.0,0.0,0,0,0,24013,0,46.25934903058889,1.111,13.401,26.438,50.794,91.2878,146.12759999999997,347.20793999999955,4606.548,46.15896116751269,2.952,16.39825,25.1045,47.726749999999996,118.84289999999997,159.61914999999996,248.13526000000007,686.803,12.903231953558809,0.543,3.0997500000000002,5.9575,13.269,33.10330000000001,52.43664999999998,92.27978999999996,217.766,57.3,1566.2993264278737,100,80,60,50000,0,58.0,,,,,,,,
tpcc/aurora/tpcc-100-aurora-terminals80-20240816-121122/3-ap-northeast-1-0,3-ap-northeast-1-0,20240816-121122,0,,,,1,1.0,0,250,83.0,138,14.0,4.0,11.0,251,0.8,52511.61033333334,52508.378,52509.566999999995,52510.756,52513.226500000004,52514.7088,52515.2029,52515.59818,52515.697,1.2,26920.889975903618,11962.516,20248.961499999998,25180.942,34273.1655,39139.0438,41057.1231,45072.247799999976,47887.685,1.6,5792.6017445255475,3729.979,3822.896,4205.62,8131.127,8890.0668,9281.797999999997,10244.171479999992,10921.972,,,,,,,,,,,,,,,,0,0,0,0,0,13246.83118875502,1028.47,3885.587,8017.898,21180.277,34183.45620000001,39027.315599999994,51775.35848000002,52515.697,2023.530090909091,1028.47,1049.2424999999998,2316.179,2803.4805,3127.831,3176.8385,3216.0445,3225.846,2833.2673571428572,1533.239,1586.7894999999999,2895.773,3983.69925,4209.491400000001,4446.85985,4761.74637,4840.468,0.30000000000000004,4.166617915223193,100,80,60,50000,0,0.2,,,,,,,,
tpcc/aurora/tpcc-100-aurora-terminals80-20240816-121122/2-eu-west-1-0,2-eu-west-1-0,20240816-121122,1,1.0,,,5,5.0,0,706,283.0,328,30.0,29.0,36.0,712,0.8,19017.62731034483,11826.774,15008.458,15599.296,22705.622,26487.725199999997,28933.0222,29268.80116,29297.075,6.1,9152.61625886525,4605.238,6492.62075,8175.0145,10241.415,14593.2764,17725.1686,22066.72709,23755.156,5.699999999999999,2512.565093167702,1482.929,1941.063,1960.73,2393.5,4341.681700000001,4937.71855,5784.590250000006,6847.079,,,,,,0.0,0.0,0.0,1.0,0.0,,,,,,0,0,0,1,0,5685.634419858156,541.633,1946.443,4136.004,8090.406,11677.204400000008,15310.033599999999,23754.45612,29297.075,765.2634722222222,541.633,546.408,549.6505,585.6615,1300.9409999999998,1554.23775,2200.016149999999,2456.038,1026.8224666666667,808.228,818.7625,825.762,1061.17375,1856.0117,1909.1068,2026.1968600000002,2068.498,0.6,11.766504314205115,100,80,60,50000,0,0.6,,,,,,,,
