path,region,regions,hot,workload,mr,suffix,rejected,rejected.WorkloadF1,aborted,unexpected,completed,completed.WorkloadF1,total,ood_index_page.WorkloadF1,ood_table.WorkloadF1,ood_tuple.WorkloadF1,other_aborts.WorkloadF1,deadlock.WorkloadF1,ood_index_page,ood_table,ood_tuple,other_aborts,deadlock,throughput,avg,p0,p25,p50,p75,p90,p95,p99,p100,scalefactor,terminals,time,rate,warmup,avg.WorkloadF1,p0.WorkloadF1,p25.WorkloadF1,p50.WorkloadF1,p75.WorkloadF1,p90.WorkloadF1,p95.WorkloadF1,p99.WorkloadF1,p100.WorkloadF1,throughput.WorkloadF1,rejected.WorkloadF2,rejected.WorkloadF3,completed.WorkloadF2,completed.WorkloadF3,ood_index_page.WorkloadF2,ood_table.WorkloadF2,ood_tuple.WorkloadF2,other_aborts.WorkloadF2,deadlock.WorkloadF2,ood_index_page.WorkloadF3,ood_table.WorkloadF3,ood_tuple.WorkloadF3,other_aborts.WorkloadF3,deadlock.WorkloadF3,avg.WorkloadF2,p0.WorkloadF2,p25.WorkloadF2,p50.WorkloadF2,p75.WorkloadF2,p90.WorkloadF2,p95.WorkloadF2,p99.WorkloadF2,p100.WorkloadF2,avg.WorkloadF3,p0.WorkloadF3,p25.WorkloadF3,p50.WorkloadF3,p75.WorkloadF3,p90.WorkloadF3,p95.WorkloadF3,p99.WorkloadF3,p100.WorkloadF3,throughput.WorkloadF3,throughput.WorkloadF2,rejected.WorkloadF4,completed.WorkloadF4,throughput.WorkloadF4,avg.WorkloadF4,p0.WorkloadF4,p25.WorkloadF4,p50.WorkloadF4,p75.WorkloadF4,p90.WorkloadF4,p95.WorkloadF4,p99.WorkloadF4,p100.WorkloadF4,ood_index_page.WorkloadF4,ood_table.WorkloadF4,ood_tuple.WorkloadF4,other_aborts.WorkloadF4,deadlock.WorkloadF4,completed.WorkloadF5,avg.WorkloadF5,p0.WorkloadF5,p25.WorkloadF5,p50.WorkloadF5,p75.WorkloadF5,p90.WorkloadF5,p95.WorkloadF5,p99.WorkloadF5,p100.WorkloadF5,throughput.WorkloadF5,completed.WorkloadF6,avg.WorkloadF6,p0.WorkloadF6,p25.WorkloadF6,p50.WorkloadF6,p75.WorkloadF6,p90.WorkloadF6,p95.WorkloadF6,p99.WorkloadF6,p100.WorkloadF6,throughput.WorkloadF6,rejected.WorkloadF6,ood_index_page.WorkloadF6,ood_table.WorkloadF6,ood_tuple.WorkloadF6,other_aborts.WorkloadF6,deadlock.WorkloadF6,rejected.WorkloadF5,ood_index_page.WorkloadF5,ood_table.WorkloadF5,ood_tuple.WorkloadF5,other_aborts.WorkloadF5,deadlock.WorkloadF5
scalability/aurora/scalability-aurora-regions4-hot0-F-mr0-20240519-223135/3-ap-northeast-1-0,3-ap-northeast-1-0,4,1000000,F,0,20240519-223135,4,4,0,0,5747,5747,5751,0,0,0,0,0,0,0,0,0,0,63.85534866635439,1001.5622366707726,1.198,839.0245,1006.098,1172.8159999999998,1338.2526,1346.1054,1513.0901600000002,2519.786,1000,64,90,50000,30,1001.5622366707726,1.198,839.0245,1006.098,1172.8159999999998,1338.2526,1346.1054,1513.0901600000002,2519.786,63.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability/aurora/scalability-aurora-regions4-hot0-F-mr0-20240519-223135/2-eu-west-1-0,2-eu-west-1-0,4,1000000,F,0,20240519-223135,23,23,0,0,13676,13676,13699,0,0,0,0,0,0,0,0,0,0,151.95524992627298,420.85029900088153,2.179,351.92675,420.8005,489.77825,558.0239,563.4822999999999,631.90746,1228.775,1000,64,90,50000,30,420.85029900088153,2.179,351.92675,420.8005,489.77825,558.0239,563.4822999999999,631.90746,1228.775,151.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability/aurora/scalability-aurora-regions5-hot10000-F-mr0-20240520-130452/4-us-west-1-0,4-us-west-1-0,5,10000,F,0,20240520-130452,24,24,0,0,7276,7276,7300,0,0,0,0,0,0,0,0,0,0,80.8440356431042,791.4377278147531,530.879,729.3230000000001,790.37,851.9594999999999,908.2335,924.16585,986.43101,1733.671,1000,64,90,50000,30,791.4377278147531,530.879,729.3230000000001,790.37,851.9594999999999,908.2335,924.16585,986.43101,1733.671,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability/aurora/scalability-aurora-regions5-hot10000-F-mr0-20240520-130452/1-us-east-1-0,1-us-east-1-0,5,10000,F,0,20240520-130452,2524,2524,0,0,569418,569418,571942,0,0,0,0,0,0,0,0,0,0,6326.821588836124,10.105842205937629,1.924,9.217,9.944,10.675,11.591,12.567,16.404829999999958,59.169,1000,64,90,50000,30,10.105842205937629,1.924,9.217,9.944,10.675,11.591,12.567,16.404829999999958,59.169,6342.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability/aurora/scalability-aurora-regions5-hot10000-F-mr0-20240520-130452/5-ap-southeast-1-0,5-ap-southeast-1-0,5,10000,F,0,20240520-130452,9,9,0,0,3980,3980,3989,0,0,0,0,0,0,0,0,0,0,44.22188870270304,1448.7400607763022,0.918,1202.50025,1442.784,1682.7127500000001,1916.915,1982.10425,2176.4923999999996,3858.895,1000,64,90,50000,30,1448.7400607763022,0.918,1202.50025,1442.784,1682.7127500000001,1916.915,1982.10425,2176.4923999999996,3858.895,43.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability/aurora/scalability-aurora-regions5-hot10000-F-mr0-20240520-130452/3-ap-northeast-1-0,3-ap-northeast-1-0,5,10000,F,0,20240520-130452,22,22,0,0,5726,5726,5748,0,0,0,0,0,0,0,0,0,0,63.6221696886898,1006.4325953726598,1.186,837.066,1003.582,1170.01975,1335.006,1346.0981,1512.83297,2529.524,1000,64,90,50000,30,1006.4325953726598,1.186,837.066,1003.582,1170.01975,1335.006,1346.0981,1512.83297,2529.524,63.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability/aurora/scalability-aurora-regions5-hot10000-F-mr0-20240520-130452/2-eu-west-1-0,2-eu-west-1-0,5,10000,F,0,20240520-130452,33,33,0,0,13741,13741,13774,0,0,0,0,0,0,0,0,0,0,152.67737705903752,419.11661892227824,1.375,349.76,418.479,487.276,555.4836,560.6732,628.72652,1159.258,1000,64,90,50000,30,419.11661892227824,1.375,349.76,418.479,487.276,555.4836,560.6732,628.72652,1159.258,152.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability/aurora/scalability-aurora-regions6-hot10000-F-mr0-20240611-102821/6-eu-central-1-0,6-eu-central-1-0,6,10000,F,0,20240611-102821,25,25,0,0,10307,10307,10332,0,0,0,0,0,0,0,0,0,0,114.52148442773849,558.3512705262129,1.252,467.0145,559.087,651.0889999999999,742.3734000000001,747.1992,838.84786,1390.349,1000,64,90,50000,30,558.3512705262129,1.252,467.0145,559.087,651.0889999999999,742.3734000000001,747.1992,838.84786,1390.349,114.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability/aurora/scalability-aurora-regions6-hot10000-F-mr0-20240611-102821/4-us-west-1-0,4-us-west-1-0,6,10000,F,0,20240611-102821,35,35,0,0,14622,14622,14657,0,0,0,0,0,0,0,0,0,0,162.46509765457057,393.8163876219261,0.942,329.5925,394.3665,458.94575000000003,521.221,531.67315,596.6180300000001,1021.681,1000,64,90,50000,30,393.8163876219261,0.942,329.5925,394.3665,458.94575000000003,521.221,531.67315,596.6180300000001,1021.681,162.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability/aurora/scalability-aurora-regions6-hot10000-F-mr0-20240611-102821/1-us-east-1-0,1-us-east-1-0,6,10000,F,0,20240611-102821,1281,1281,0,0,485453,485453,486734,0,0,0,0,0,0,0,0,0,0,5393.908893813414,11.858726433286364,1.134,10.709,11.572,12.625,14.0,15.109,18.409130000000005,66.43,1000,64,90,50000,30,11.858726433286364,1.134,10.709,11.572,12.625,14.0,15.109,18.409130000000005,66.43,5394.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability/aurora/scalability-aurora-regions6-hot10000-F-mr0-20240611-102821/5-ap-southeast-1-0,5-ap-southeast-1-0,6,10000,F,0,20240611-102821,15,15,0,0,4184,4184,4199,0,0,0,0,0,0,0,0,0,0,46.4886546299755,1375.8992218446601,0.905,1155.19175,1384.719,1615.166,1842.3531999999998,1914.1991999999998,2150.90147,3579.941,1000,64,90,50000,30,1375.8992218446601,0.905,1155.19175,1384.719,1615.166,1842.3531999999998,1914.1991999999998,2150.90147,3579.941,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability/aurora/scalability-aurora-regions6-hot10000-F-mr0-20240611-102821/3-ap-northeast-1-0,3-ap-northeast-1-0,6,10000,F,0,20240611-102821,21,21,0,0,5991,5991,6012,0,0,0,0,0,0,0,0,0,0,66.56612719776051,960.7099023114561,0.969,791.4855,951.161,1111.0295,1260.0394000000003,1342.9243999999999,1509.54794,2477.11,1000,64,90,50000,30,960.7099023114561,0.969,791.4855,951.161,1111.0295,1260.0394000000003,1342.9243999999999,1509.54794,2477.11,66.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability/aurora/scalability-aurora-regions6-hot10000-F-mr0-20240611-102821/2-eu-west-1-0,2-eu-west-1-0,6,10000,F,0,20240611-102821,35,35,0,0,13740,13740,13775,0,0,0,0,0,0,0,0,0,0,152.6651923263197,419.0726507750805,1.256,351.12375,420.1965,489.1095,556.906,562.5314999999999,631.4395,1021.51,1000,64,90,50000,30,419.0726507750805,1.256,351.12375,420.1965,489.1095,556.906,562.5314999999999,631.4395,1021.51,152.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability/aurora/scalability-aurora-regions4-hot10000-F-mr5-20240611-104249/4-us-west-1-0,4-us-west-1-0,4,10000,F,5,20240611-104249,58,50,0,0,14687,13999,14745,0,0,0,0,0,0,0,0,0,0,163.18848228665323,391.90118792313484,0.944,327.777,392.525,457.01149999999996,518.42,530.9142999999999,597.46056,1009.269,1000,64,90,50000,30,391.8459974883387,0.944,327.7985,392.513,457.01149999999996,518.2428,530.7771,596.59624,976.496,155.2,8.0,,560.0,95.0,0.0,0.0,0.0,0.0,0.0,,,,,,390.9341053571428,1.459,326.449,391.87149999999997,455.29125,520.7922000000001,533.6627499999998,652.2525499999998,1009.269,406.55716842105267,196.058,332.1725,403.367,460.0585,526.9674,548.0189999999999,647.1194,655.476,1.0,6.2,,33.0,0.5,389.4262424242424,196.379,316.136,396.981,464.469,520.958,525.5634,563.213,580.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability/aurora/scalability-aurora-regions4-hot10000-F-mr5-20240611-104249/1-us-east-1-0,1-us-east-1-0,4,10000,F,5,20240611-104249,1122,1047,0,0,570116,541565,571238,0,0,0,0,0,0,0,0,0,0,6334.553276733207,10.097319160357301,0.908,8.907,9.816,10.864,12.199,13.312,17.369,955.821,1000,64,90,50000,30,10.078630403468855,0.908,8.903,9.812,10.858,12.193,13.307,17.361,294.719,6033.299999999999,57.0,14.0,23377.0,3859.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.40619427569094,1.85,8.969,9.874,10.952,12.297400000000001,13.381,17.514640000000014,955.821,10.673463850738532,1.821,8.971,9.885,11.0025,12.336000000000002,13.476899999999995,17.32044000000001,623.957,44.3,260.6,4.0,1315.0,14.3,10.612184030418252,2.604,8.9775,9.946,11.016,12.347000000000001,13.4108,18.31687999999993,358.137,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability/aurora/scalability-aurora-regions4-hot10000-F-mr5-20240611-104249/3-ap-northeast-1-0,3-ap-northeast-1-0,4,10000,F,5,20240611-104249,26,21,0,0,5976,5681,6002,0,0,0,0,0,0,0,0,0,0,66.39941919690257,963.8876241542624,0.933,788.283,945.7105,1102.41175,1255.1215000000002,1343.72225,1511.6388800000002,2504.511,1000,64,90,50000,30,963.0287092526692,0.933,788.18525,945.6215,1102.3664999999999,1254.7344,1342.86665,1510.66788,2477.336,62.8,5.0,,241.0,33.0,0.0,0.0,0.0,0.0,0.0,,,,,,990.9050000000001,1.345,835.93,1001.2425000000001,1167.94825,1335.7297,1348.32845,1775.7537099999995,2504.511,942.4734848484849,474.574,785.565,849.049,1089.272,1342.6317999999999,1372.4293999999998,1408.7785999999999,1409.225,0.4,2.6,,21.0,0.30000000000000004,921.2034761904763,622.132,726.379,1003.571,1015.472,1179.017,1256.716,1258.608,1259.081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability/aurora/scalability-aurora-regions4-hot10000-F-mr5-20240611-104249/2-eu-west-1-0,2-eu-west-1-0,4,10000,F,5,20240611-104249,51,38,0,0,13691,13018,13742,0,0,0,0,0,0,0,0,0,0,152.12074386381667,420.58001269538414,1.237,350.58050000000003,419.524,488.3435,556.4374,561.6235,630.7785,1120.807,1000,64,90,50000,30,420.6132800030871,1.237,350.571,419.536,488.346,556.2810000000001,561.5378,630.2218799999999,1120.807,144.9,10.0,2.0,552.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414.87453272727276,1.351,350.07050000000004,418.6995,487.55224999999996,556.7591,561.3656,774.39428,1036.366,441.13778571428566,212.998,351.8625,421.14300000000003,490.71425,585.3325999999998,628.7093,705.6929300000004,968.496,1.0,6.1,1.0,23.0,0.4,452.04854545454543,281.684,369.8325,421.496,489.56375,551.7011000000002,622.72115,904.0504299999998,977.932,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability/aurora/scalability-aurora-regions4-hot10000-F-mr0-20240611-104249/4-us-west-1-0,4-us-west-1-0,4,10000,F,0,20240611-104249,47,47,0,0,14680,14680,14727,0,0,0,0,0,0,0,0,0,0,163.11086267151916,392.3745134099617,0.881,329.808,394.5455,459.53775,520.1565,530.98325,597.0658500000001,1167.586,1000,64,90,50000,30,392.3745134099617,0.881,329.808,394.5455,459.53775,520.1565,530.98325,597.0658500000001,1167.586,163.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability/aurora/scalability-aurora-regions4-hot10000-F-mr0-20240611-104249/1-us-east-1-0,1-us-east-1-0,4,10000,F,0,20240611-104249,16938,16938,0,0,495595,495595,512533,0,0,0,0,0,0,0,0,0,0,5506.547321247875,11.6157787544191,1.23,9.721,11.021,12.912,14.876,16.454,23.295,195.158,1000,64,90,50000,30,11.6157787544191,1.23,9.721,11.021,12.912,14.876,16.454,23.295,195.158,5470.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability/aurora/scalability-aurora-regions4-hot10000-F-mr0-20240611-104249/3-ap-northeast-1-0,3-ap-northeast-1-0,4,10000,F,0,20240611-104249,15,15,0,0,5977,5977,5992,0,0,0,0,0,0,0,0,0,0,66.41045747430026,962.4811386774902,0.997,791.48,985.878,1128.031,1258.4958,1344.5626,1511.86024,2131.608,1000,64,90,50000,30,962.4811386774902,0.997,791.48,985.878,1128.031,1258.4958,1344.5626,1511.86024,2131.608,66.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability/aurora/scalability-aurora-regions4-hot10000-F-mr0-20240611-104249/2-eu-west-1-0,2-eu-west-1-0,4,10000,F,0,20240611-104249,31,31,0,0,13768,13768,13799,0,0,0,0,0,0,0,0,0,0,152.9764872341367,418.1862424109749,1.269,350.2585,419.08799999999997,488.129,555.6839,560.85455,629.7214299999999,1129.999,1000,64,90,50000,30,418.1862424109749,1.269,350.2585,419.08799999999997,488.129,555.6839,560.85455,629.7214299999999,1129.999,153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability/aurora/scalability-aurora-regions6-hot10000-F-mr5-20240611-102821/6-eu-central-1-0,6-eu-central-1-0,6,10000,F,5,20240611-102821,39,28,0,0,10297,9790,10336,0,0,0,0,0,0,0,0,0,0,114.41088430297407,559.3643181862601,1.245,467.007,558.991,651.053,742.4286000000001,747.6312,840.31568,1737.436,1000,64,90,50000,30,558.9830631038026,1.245,466.9615,558.9594999999999,651.00625,742.2519,747.4348,839.6164899999999,1737.436,108.2,7.0,1.0,410.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,568.0177167487685,279.7,467.24625000000003,560.002,652.96375,745.7165,834.70925,932.39405,1390.731,540.1689275362319,283.091,466.965,556.684,566.022,675.9756000000002,742.5056,864.7888399999974,1114.561,0.8,4.5,3.0,22.0,0.30000000000000004,627.2089545454546,283.019,492.75275,560.8035,657.12525,1073.6679000000008,1115.3379,1117.62734,1118.162,0.0,0.0,0.0,0.0,0.0,3.0,625.1743333333333,466.884,562.638,658.392,704.3195000000001,731.876,741.0614999999999,748.4099,750.247,0.2,3.0,502.965,470.19,475.05600000000004,479.922,519.3525,543.0108,550.8969,557.20578,558.783,0.30000000000000004,,,,,,,,,,,,
scalability/aurora/scalability-aurora-regions6-hot10000-F-mr5-20240611-102821/4-us-west-1-0,4-us-west-1-0,6,10000,F,5,20240611-102821,51,43,0,0,14608,13893,14659,0,0,0,0,0,0,0,0,0,0,162.31006162507333,394.2127053080308,0.877,330.15049999999997,394.71900000000005,459.85275,522.2804,532.43905,598.31683,1055.17,1000,64,90,50000,30,394.16008378515147,0.877,330.168,394.774,459.852,522.2826,532.4086,597.9125200000002,1055.17,154.3,7.0,,568.0,93.0,0.0,0.0,0.0,0.0,0.0,,,,,,394.9673226950355,1.001,329.12649999999996,393.2645,459.6675,523.1813,533.7057,644.9116600000001,851.938,394.73687096774194,202.338,333.521,393.553,461.58,510.1508,527.4033999999999,560.85312,582.279,0.9,6.0,,35.0,0.4,371.7602,203.52,321.6595,384.531,420.685,463.62420000000003,512.7225999999999,529.4599,530.689,,,,,,10.0,476.6645,337.397,391.05,456.6125,496.69925,567.6553999999999,703.5976999999997,812.35154,839.54,0.2,9.0,418.08844444444446,266.15,391.582,460.537,468.962,481.7136,503.97079999999994,521.7765599999999,526.228,0.2,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0
scalability/aurora/scalability-aurora-regions6-hot10000-F-mr5-20240611-102821/1-us-east-1-0,1-us-east-1-0,6,10000,F,5,20240611-102821,1385,1305,0,0,487842,463393,489227,0,0,0,0,0,0,0,0,0,0,5420.430099059998,11.80168774678437,1.357,10.65,11.485,12.517,13.801,14.877,18.262,906.801,1000,64,90,50000,30,11.77730468048553,1.357,10.648,11.483,12.514,13.796,14.869,18.225,864.934,5161.6,58.0,13.0,19377.0,3130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.078296583049449,1.607,10.684,11.506,12.537,13.902,15.008349999999998,18.334,882.189,12.762134504792332,1.989,10.68525,11.545,12.5785,13.9361,15.1152,20.710470000000022,777.457,34.2,215.1,5.0,1112.0,12.0,13.48634442446043,1.795,10.673,11.507000000000001,12.6415,14.1159,15.06875,19.02235000000001,906.801,0.0,0.0,0.0,0.0,0.0,527.0,13.733840607210627,3.384,10.764,11.604,12.7395,14.088799999999999,14.7518,37.88786,705.912,6.1,303.0,11.93553795379538,2.58,10.751999999999999,11.456,12.5855,13.612400000000001,14.969499999999998,32.72200000000024,39.77,3.5,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
scalability/aurora/scalability-aurora-regions6-hot10000-F-mr5-20240611-102821/5-ap-southeast-1-0,5-ap-southeast-1-0,6,10000,F,5,20240611-102821,21,10,0,0,4153,3966,4174,0,0,0,0,0,0,0,0,0,0,46.14435655687752,1385.1644455857177,0.992,1153.842,1384.028,1615.37,1841.3624,1915.9848,2157.64444,3716.148,1000,64,90,50000,30,1380.9415249679898,0.992,1153.695,1383.796,1614.692,1840.684,1914.5416,2149.8904,3716.148,44.2,7.0,1.0,148.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1466.045986394558,685.827,1161.4425,1393.683,1668.7955000000002,1882.2562000000003,2114.245699999999,3065.763679999999,3256.79,1512.368,930.046,1109.2525,1434.314,1724.0285,1935.2988,2194.654499999999,2559.2117,2650.351,0.2,1.4,1.0,13.0,0.2,1460.6138461538462,839.65,1328.625,1393.569,1615.357,1799.8354000000002,2035.6175999999994,2265.6211199999993,2323.122,0.0,0.0,0.0,0.0,0.0,5.0,1557.2363999999998,1115.999,1149.415,1622.589,1920.78,1954.7513999999999,1966.0752,1975.1342399999999,1977.399,0.2,4.0,1598.08025,1102.98,1327.28625,1542.359,1813.153,2048.0350000000003,2126.3289999999997,2188.9642,2204.623,0.2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scalability/aurora/scalability-aurora-regions6-hot10000-F-mr5-20240611-102821/3-ap-northeast-1-0,3-ap-northeast-1-0,6,10000,F,5,20240611-102821,19,13,0,0,6005,5683,6024,0,0,0,0,0,0,0,0,0,0,66.72213496004869,958.5823317064961,1.01,789.692,946.7845,1104.11275,1256.0186,1340.13915,1506.5866099999998,2720.626,1000,64,90,50000,30,957.9813865576102,1.01,789.696,946.7204999999999,1103.9982499999999,1255.9457,1339.9761999999998,1505.84333,2720.626,63.400000000000006,6.0,,271.0,37.0,0.0,0.0,0.0,0.0,0.0,,,,,,969.951734082397,2.215,786.3119999999999,946.217,1154.884,1263.7305999999999,1351.6242,1620.2717799999962,2342.36,967.7294594594596,629.299,794.2,1004.163,1102.08,1175.7138,1235.7202,1249.3358799999999,1249.972,0.4,3.0,,9.0,0.30000000000000004,965.4544444444444,628.989,787.365,1077.091,1096.486,1138.3812,1197.6936,1245.14352,1257.006,,,,,,1.0,1103.442,1103.442,1103.442,1103.442,1103.442,1103.442,1103.442,1103.442,1103.442,0.2,4.0,908.3155,790.507,792.89575,830.2355,945.65525,1087.6325000000002,1134.95825,1172.81885,1182.284,0.2,,,,,,,,,,,,
scalability/aurora/scalability-aurora-regions6-hot10000-F-mr5-20240611-102821/2-eu-west-1-0,2-eu-west-1-0,6,10000,F,5,20240611-102821,46,38,0,0,13712,13037,13758,0,0,0,0,0,0,0,0,0,0,152.35452387335454,420.1187037661195,1.328,351.58849999999995,420.27549999999997,489.24475,557.0923,562.3525,631.12662,1289.395,1000,64,90,50000,30,419.8791489017341,1.328,351.564,420.241,489.249,557.0383999999999,562.2984,630.86604,1289.395,144.6,6.0,1.0,540.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.76331168831166,211.103,352.5115,420.763,488.96000000000004,558.0238,563.5485,669.6978600000002,1027.288,417.69744186046506,216.19,351.11825,420.48,486.57725000000005,555.159,558.63575,660.2327500000011,834.793,0.8,6.0,1.0,27.0,0.4,419.64169230769227,217.005,351.603,356.6855,474.78525,558.2975,611.6279999999999,889.59375,976.325,0.0,0.0,0.0,0.0,0.0,12.0,440.54283333333336,281.801,420.52625,425.177,491.736,553.9062,594.4312,627.4382400000001,635.69,0.2,10.0,478.1509,352.033,439.17925,489.596,494.0355,510.62499999999994,572.4189999999999,621.8542,634.213,0.2,,,,,,,,,,,,
scalability/aurora/scalability-aurora-regions6-hot0-F-mr0-20240611-102821/6-eu-central-1-0,6-eu-central-1-0,6,1000000,F,0,20240611-102821,14,14,0,0,10310,10310,10324,0,0,0,0,0,0,0,0,0,0,114.55499085672812,558.4825138590669,1.235,467.007,558.857,650.975,741.7655,746.6914999999999,838.3616,1414.066,1000,64,90,50000,30,558.4825138590669,1.235,467.007,558.857,650.975,741.7655,746.6914999999999,838.3616,1414.066,114.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability/aurora/scalability-aurora-regions6-hot0-F-mr0-20240611-102821/4-us-west-1-0,4-us-west-1-0,6,1000000,F,0,20240611-102821,20,20,0,0,14705,14705,14725,0,0,0,0,0,0,0,0,0,0,163.38864781983162,391.5559817635408,0.869,328.388,392.952,457.561,519.389,530.943,594.255,982.21,1000,64,90,50000,30,391.5559817635408,0.869,328.388,392.952,457.561,519.389,530.943,594.255,982.21,163.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability/aurora/scalability-aurora-regions6-hot0-F-mr0-20240611-102821/1-us-east-1-0,1-us-east-1-0,6,1000000,F,0,20240611-102821,447,447,0,0,481636,481636,482083,0,0,0,0,0,0,0,0,0,0,5351.455661051909,11.953176841676843,1.212,10.753,11.671,12.763,14.202,15.408449999999954,18.909289999999977,75.905,1000,64,90,50000,30,11.953176841676843,1.212,10.753,11.671,12.763,14.202,15.408449999999954,18.909289999999977,75.905,5379.299999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability/aurora/scalability-aurora-regions6-hot0-F-mr0-20240611-102821/5-ap-southeast-1-0,5-ap-southeast-1-0,6,1000000,F,0,20240611-102821,7,7,0,0,4174,4174,4181,0,0,0,0,0,0,0,0,0,0,46.37726389708168,1378.4787562043796,1.034,1154.8445000000002,1383.254,1614.333,1840.1734,1905.8650499999997,2093.3108799999995,3228.183,1000,64,90,50000,30,1378.4787562043796,1.034,1154.8445000000002,1383.254,1614.333,1840.1734,1905.8650499999997,2093.3108799999995,3228.183,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
