path,region,hot,workload,mr,suffix,rejected,rejected.WorkloadF1,rejected.WorkloadF2,rejected.WorkloadF3,aborted,unexpected,completed,completed.WorkloadF1,completed.WorkloadF2,completed.WorkloadF3,total,ood_index_page.WorkloadF3,ood_table.WorkloadF3,ood_tuple.WorkloadF3,other_aborts.WorkloadF3,deadlock.WorkloadF3,ood_index_page.WorkloadF2,ood_table.WorkloadF2,ood_tuple.WorkloadF2,other_aborts.WorkloadF2,deadlock.WorkloadF2,ood_index_page.WorkloadF1,ood_table.WorkloadF1,ood_tuple.WorkloadF1,other_aborts.WorkloadF1,deadlock.WorkloadF1,ood_index_page,ood_table,ood_tuple,other_aborts,deadlock,avg,p0,p25,p50,p75,p90,p95,p99,p100,avg.WorkloadF1,p0.WorkloadF1,p25.WorkloadF1,p50.WorkloadF1,p75.WorkloadF1,p90.WorkloadF1,p95.WorkloadF1,p99.WorkloadF1,p100.WorkloadF1,avg.WorkloadF2,p0.WorkloadF2,p25.WorkloadF2,p50.WorkloadF2,p75.WorkloadF2,p90.WorkloadF2,p95.WorkloadF2,p99.WorkloadF2,p100.WorkloadF2,avg.WorkloadF3,p0.WorkloadF3,p25.WorkloadF3,p50.WorkloadF3,p75.WorkloadF3,p90.WorkloadF3,p95.WorkloadF3,p99.WorkloadF3,p100.WorkloadF3,throughput,throughput.WorkloadF2,throughput.WorkloadF3,scalefactor,terminals,time,rate,warmup,throughput.WorkloadF1
ycsb/rmw-yugabyte/ycsb-throughput-yugabyte-hot1000-F-mr50-20240501-110250/3-ap-northeast-1-0,3-ap-northeast-1-0,1000,F,50,20240501-110250,22140,3709,15406.0,3025.0,0,0,44227,29504,13031.0,1692.0,66367,0.0,0.0,0.0,3025.0,0.0,0.0,0.0,0.0,15406.0,0.0,0,0,0,3709,0,0,0,0,22140,0,638.8877025443284,9.808,21.192,446.931,1124.65,1512.2138000000002,1735.0319499999998,2316.547040000001,6725.081,165.60834747041775,9.808,17.6975,21.242,216.81900000000002,460.77459999999996,830.9645999999981,1540.037700000005,6725.081,1165.1234359840107,432.071,870.716,1100.523,1337.364,1710.8098000000002,1912.8156999999985,2587.40176,6142.374,1307.3255716216215,357.81,879.55675,1322.2265,1614.5819999999999,1920.7821,2142.73535,2846.2535799999982,4235.697,491.4076724695427,316.70000000000005,52.099999999999994,1000,512,90,50000,30,369.2
ycsb/rmw-yugabyte/ycsb-throughput-yugabyte-hot1000-F-mr50-20240501-110250/1-us-east-1-0,1-us-east-1-0,1000,F,50,20240501-110250,35199,6281,23985.0,4933.0,0,0,68009,45427,20134.0,2448.0,103208,0.0,0.0,0.0,4933.0,0.0,0.0,0.0,0.0,23985.0,0.0,0,0,0,6281,0,0,0,0,35199,0,422.613830811474,14.306,41.78625,250.5025,657.34125,1094.7907,1310.1336499999998,1812.6719700000026,5982.336,128.8559363939124,14.306,33.816250000000004,41.892,84.028,344.424,557.4010000000001,1212.6114500000049,4814.602,731.8919247798201,113.046,439.789,597.9780000000001,1020.93575,1271.6124000000002,1499.3969,1986.8614299999988,5982.336,898.7038448694595,232.383,627.81075,850.6179999999999,1114.173,1373.5013000000001,1583.7183999999997,2142.9593400000003,5836.257,755.6486709496637,486.2,82.0,1000,512,90,50000,30,569.3
ycsb/rmw-yugabyte/ycsb-throughput-yugabyte-hot1000-F-mr50-20240501-110250/2-eu-west-1-0,2-eu-west-1-0,1000,F,50,20240501-110250,29557,4735,20553.0,4269.0,0,0,55463,37701,15967.0,1795.0,85020,0.0,0.0,0.0,4269.0,0.0,0.0,0.0,0.0,20553.0,0.0,0,0,0,4735,0,0,0,0,29557,0,431.54044976404776,2.894,31.242,223.761,661.836,1244.143,1527.059,1995.952,6492.528,124.39424575402634,9.613,26.396,33.0265,51.04025,353.2897999999999,597.2634999999972,1352.0030799999997,5755.051,758.2191279493406,74.081,393.79175000000004,583.086,1101.27825,1526.5854000000002,1709.4703999999995,2212.1017499999994,6492.528,950.6684609068856,155.219,656.8095000000001,947.854,1200.4485,1519.8921999999998,1727.3065999999997,2306.49926,4441.367,616.2521504200622,396.1,65.4,1000,512,90,50000,30,472.79999999999995
ycsb/rmw-yugabyte/ycsb-throughput-yugabyte-hot1000-F-mr10-20240501-110250/3-ap-northeast-1-0,3-ap-northeast-1-0,1000,F,10,20240501-110250,31169,20543,8941.0,1685.0,0,0,133269,127386,5210.0,673.0,164438,0.0,0.0,0.0,1685.0,0.0,0.0,0.0,0.0,8941.0,0.0,0,0,0,20543,0,0,0,0,31169,0,270.5421745397538,38.162,92.8,113.629,238.29149999999998,793.7079000000002,1223.2327500000008,1673.0426800000025,6912.994,179.12801054057718,42.728,90.87475,108.791,150.999,334.19660000000005,509.68959999999987,1234.84199,6912.994,1124.8213315980079,370.396,893.52475,1115.019,1361.0594999999998,1578.075,1772.97115,2209.3553399999983,5809.551,1264.2274488224637,298.106,904.61675,1331.5059999999999,1591.73675,1847.7896,1951.2215000000003,2420.7590899999946,3763.877,1480.7627261925231,155.0,25.9,1000,512,90,50000,30,1638.4
ycsb/rmw-yugabyte/ycsb-throughput-yugabyte-hot1000-F-mr10-20240501-110250/1-us-east-1-0,1-us-east-1-0,1000,F,10,20240501-110250,40938,29491,9590.0,1857.0,0,0,144239,137153,6318.0,768.0,185177,0.0,0.0,0.0,1857.0,0.0,0.0,0.0,0.0,9590.0,0.0,0,0,0,29491,0,0,0,0,40938,0,244.40830297024337,63.364,131.374,158.916,214.915,514.2584000000003,792.486199999999,1321.908039999997,5565.268,189.70797645615156,71.674,129.1085,153.817,190.847,264.137,382.6267999999996,964.1645199999995,4892.234,769.7288113489637,166.839,521.8054999999999,670.581,1006.095,1265.3162,1423.4032999999997,1830.6804200000008,5565.268,916.7739358918449,284.737,688.664,891.553,1134.068,1303.8006000000003,1438.3024,1724.4432799999995,3981.947,1602.6542513867548,175.60000000000002,28.8,1000,512,90,50000,30,1850.9
ycsb/rmw-yugabyte/ycsb-throughput-yugabyte-hot1000-F-mr10-20240501-110250/2-eu-west-1-0,2-eu-west-1-0,1000,F,10,20240501-110250,28508,18511,8297.0,1700.0,0,0,131195,125237,5364.0,594.0,159703,0.0,0.0,0.0,1700.0,0.0,0.0,0.0,0.0,8297.0,0.0,0,0,0,18511,0,0,0,0,28508,0,201.4034274595227,36.722,84.67725,105.459,143.977,500.7296000000006,763.828299999999,1490.0572499999976,6382.444,138.21518921908097,41.093,82.9,100.937,128.174,181.97700000000017,317.65579999999966,984.621399999998,6382.444,770.947789703248,111.021,475.7445,624.934,1145.1999999999998,1386.5534,1595.7359999999999,1878.4326799999983,3227.535,941.4884168316831,228.164,691.9775,932.6880000000001,1160.69,1394.8645000000001,1581.8922499999999,1883.657699999999,3805.443,1457.7184931515606,150.7,25.1,1000,512,90,50000,30,1579.3000000000002
ycsb/rmw-yugabyte/ycsb-throughput-yugabyte-hot0-F-mr10-20240501-110250/3-ap-northeast-1-0,3-ap-northeast-1-0,1000000,F,10,20240501-110250,2375,1617,639.0,119.0,0,0,183177,165227,15337.0,2613.0,185552,0.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0,639.0,0.0,0,0,0,1617,0,0,0,0,2375,0,247.38224208985963,73.565,113.651,130.2025,151.47075,572.4693000000057,1290.9234499999998,1653.4341,3886.325,130.99853426509284,76.489,111.924,126.9045,143.64724999999999,160.57360000000003,172.19594999999998,267.8416799999974,2240.593,1265.3687736055651,762.047,1111.93975,1234.4305,1416.2965,1621.6154999999999,1663.943,1871.144,3533.948,1554.2911037771844,1024.557,1400.556,1541.931,1706.525,1854.793,1930.676,2085.317200000001,3886.325,2035.2890245456347,175.9,30.3,1000,512,90,50000,30,1847.7
ycsb/rmw-yugabyte/ycsb-throughput-yugabyte-hot0-F-mr10-20240501-110250/1-us-east-1-0,1-us-east-1-0,1000000,F,10,20240501-110250,2507,1876,544.0,87.0,0,0,192310,173218,16364.0,2728.0,194817,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,544.0,0.0,0,0,0,1876,0,0,0,0,2507,0,236.28742731525463,92.446,141.05575000000002,161.23149999999998,186.44225,411.2747999999994,949.4458999999986,1339.6823700000004,2412.444,159.81266471759577,95.862,138.93125,157.269,177.23175,196.78130000000002,209.56815,239.22829,1562.241,898.2016933261443,211.101,580.00875,903.2445,1157.48325,1337.8444,1495.4603,1893.08575,2412.444,1069.0457853005069,615.784,913.514,1040.7445,1191.74025,1362.4609,1463.1920999999998,1831.4370199999998,2008.154,2136.7745409442196,188.1,30.9,1000,512,90,50000,30,1948.1999999999998
ycsb/rmw-yugabyte/ycsb-throughput-yugabyte-hot0-F-mr10-20240501-110250/2-eu-west-1-0,2-eu-west-1-0,1000000,F,10,20240501-110250,2620,1911,600.0,109.0,0,0,188766,170233,15905.0,2628.0,191386,0.0,0.0,0.0,109.0,0.0,0.0,0.0,0.0,600.0,0.0,0,0,0,1911,0,0,0,0,2620,0,238.2763402415686,87.501,134.02,153.299,177.245,386.4107999999993,1059.198599999997,1634.3705199999993,2114.906,151.83629602451512,90.663,132.012,149.59,168.595,186.97,198.917,225.17614,1749.985,988.343830482402,150.465,569.239,759.9675,1418.92025,1640.7807,1672.0376999999999,1881.8069600000001,2114.906,1206.747898127341,715.094,1056.983,1195.5825,1368.278,1490.0385,1581.7903499999993,1710.02181,1818.374,2097.389847607747,183.5,30.299999999999997,1000,512,90,50000,30,1908.2
ycsb/rmw-yugabyte/ycsb-throughput-yugabyte-hot0-F-mr0-20240501-110250/3-ap-northeast-1-0,3-ap-northeast-1-0,1000000,F,0,20240501-110250,2650,2650,,,0,0,220856,220856,,,223506,,,,,,,,,,,0,0,0,2650,0,0,0,0,2650,0,206.68207421275832,124.983,179.91575,203.182,228.45225,253.61010000000002,270.4131,325.91192,644.305,206.68207421275832,124.983,179.91575,203.182,228.45225,253.61010000000002,270.4131,325.91192,644.305,,,,,,,,,,,,,,,,,,,2453.9441439791026,,,1000,512,90,50000,30,2477.0
ycsb/rmw-yugabyte/ycsb-throughput-yugabyte-hot0-F-mr0-20240501-110250/1-us-east-1-0,1-us-east-1-0,1000000,F,0,20240501-110250,2646,2646,,,0,0,217379,217379,,,220025,,,,,,,,,,,0,0,0,2646,0,0,0,0,2646,0,210.05492343257635,126.298,183.243,207.455,233.759,259.5474,276.20679999999993,310.29107999999997,498.695,210.05492343257635,126.298,183.243,207.455,233.759,259.5474,276.20679999999993,310.29107999999997,498.695,,,,,,,,,,,,,,,,,,,2415.307949630813,,,1000,512,90,50000,30,2446.8
ycsb/rmw-yugabyte/ycsb-throughput-yugabyte-hot0-F-mr0-20240501-110250/2-eu-west-1-0,2-eu-west-1-0,1000000,F,0,20240501-110250,2706,2706,,,0,0,216347,216347,,,219053,,,,,,,,,,,0,0,0,2706,0,0,0,0,2706,0,211.39944008669292,129.016,185.553,209.302,234.897,259.172,274.157,304.0194999999999,482.19,211.39944008669292,129.016,185.553,209.302,234.897,259.172,274.157,304.0194999999999,482.19,,,,,,,,,,,,,,,,,,,2403.850969168163,,,1000,512,90,50000,30,2431.8
ycsb/rmw-yugabyte/ycsb-throughput-yugabyte-hot10000-F-mr10-20240501-110250/3-ap-northeast-1-0,3-ap-northeast-1-0,10000,F,10,20240501-110250,7186,3970,2676.0,540.0,0,0,178015,162751,13267.0,1997.0,185201,0.0,0.0,0.0,540.0,0.0,0.0,0.0,0.0,2676.0,0.0,0,0,0,3970,0,0,0,0,7186,0,247.22716743620768,66.248,107.0,123.729,147.027,752.0570000000026,1284.6948,1647.8399200000008,3548.052,135.58663326775456,69.787,105.33275,120.445,138.113,159.4584,189.20835000000017,519.1604700000005,3548.052,1251.7415920203405,702.736,1082.527,1232.588,1406.9985000000001,1616.7531999999999,1672.3111,1893.5473599999996,3350.116,1542.526975203078,937.486,1377.02,1525.658,1697.9944999999998,1867.8474,1943.556,2150.1677,3310.503,1977.925155037047,176.9,27.8,1000,512,90,50000,30,1846.0
ycsb/rmw-yugabyte/ycsb-throughput-yugabyte-hot10000-F-mr10-20240501-110250/1-us-east-1-0,1-us-east-1-0,10000,F,10,20240501-110250,7729,4874,2362.0,493.0,0,0,184334,167890,14263.0,2181.0,192063,0.0,0.0,0.0,493.0,0.0,0.0,0.0,0.0,2362.0,0.0,0,0,0,4874,0,0,0,0,7729,0,239.43206017734377,90.506,141.09300000000002,161.807,189.114,471.77080000000024,936.0040999999999,1342.1977000000002,5144.673,166.73331423960332,94.606,139.111,157.80450000000002,178.913,202.0155,221.44525,403.0691000000006,5144.673,880.752811274359,199.587,574.8965000000001,787.201,1151.8625,1333.1383999999998,1491.8856,1883.18216,4693.07,1067.0626711303662,571.209,902.0070000000001,1036.866,1195.9095,1376.7192,1514.2827999999997,1861.4788599999993,2328.303,2048.1387311882195,184.7,29.0,1000,512,90,50000,30,1915.6
ycsb/rmw-yugabyte/ycsb-throughput-yugabyte-hot10000-F-mr10-20240501-110250/2-eu-west-1-0,2-eu-west-1-0,10000,F,10,20240501-110250,7193,4303,2353.0,537.0,0,0,175369,160284,13015.0,2070.0,182562,0.0,0.0,0.0,537.0,0.0,0.0,0.0,0.0,2353.0,0.0,0,0,0,4303,0,0,0,0,7193,0,238.26814317842323,84.694,132.686,152.323,177.75,460.7384000000005,989.1434999999991,1623.7256999999995,4474.084,157.33539625563844,88.101,130.79,148.568,168.56,189.4654,205.32719999999998,373.1992400000001,4474.084,958.1408289945545,140.934,562.55825,736.251,1403.5320000000002,1629.8639,1665.0117,1883.5409300000003,3137.481,1186.5395669934642,640.657,1035.3045,1178.212,1348.9975,1498.8716,1588.0121,1763.05269,3006.203,1948.5416613640398,171.4,29.4,1000,512,90,50000,30,1826.6
ycsb/rmw-yugabyte/ycsb-throughput-yugabyte-hot100000-F-mr5-20240501-110250/3-ap-northeast-1-0,3-ap-northeast-1-0,100000,F,5,20240501-110250,2534,2028,429.0,77.0,0,0,196362,186878,8172.0,1312.0,198896,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,429.0,0.0,0,0,0,2028,0,0,0,0,2534,0,231.47652028193687,100.988,150.5215,171.424,195.7615,227.406,609.7239999999999,1597.0581000000002,4089.37,173.6129305010242,102.618,149.44375,169.47250000000003,191.23225,213.459,228.70025,303.52255000000093,2248.006,1307.526407894737,783.68,1142.9560000000001,1275.0140000000001,1459.44075,1668.5522,1718.36365,1930.32873,4089.37,1599.1213380916606,1045.674,1429.711,1599.528,1749.0815,1902.94,1974.899,2167.0388000000003,3885.508,2181.7907917762054,95.1,14.6,1000,512,90,50000,30,2101.0
ycsb/rmw-yugabyte/ycsb-throughput-yugabyte-hot100000-F-mr5-20240501-110250/1-us-east-1-0,1-us-east-1-0,100000,F,5,20240501-110250,2552,2158,338.0,56.0,0,0,205026,194915,8664.0,1447.0,207578,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,338.0,0.0,0,0,0,2158,0,0,0,0,2552,0,222.23766898145902,108.239,160.586,182.473,208.101,239.968,453.3680499999997,1257.2238200000006,3498.562,183.28825008704197,109.886,159.44675,180.363,203.384,225.99,240.9063,273.42952999999983,3498.562,933.6538392112676,269.746,613.47,944.216,1192.165,1381.241,1541.7463,1900.01716,2136.745,1112.2491072151045,646.863,952.6315,1084.448,1238.0880000000002,1405.2544,1549.1424999999995,1851.9595199999999,2304.988,2278.041186801304,100.2,16.4,1000,512,90,50000,30,2200.7
ycsb/rmw-yugabyte/ycsb-throughput-yugabyte-hot100000-F-mr5-20240501-110250/2-eu-west-1-0,2-eu-west-1-0,100000,F,5,20240501-110250,2486,2058,359.0,69.0,0,0,193991,184663,8022.0,1306.0,196477,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,359.0,0.0,0,0,0,2058,0,0,0,0,2486,0,234.57882111367599,110.478,167.326,191.448,219.589,254.7732,403.08880000000045,1471.3481200000006,4100.524,192.52504561302828,112.141,166.11325,189.147,214.48,239.459,256.34625,293.50775000000004,4100.524,1019.6705699551025,165.667,601.274,788.93,1454.576,1675.921,1717.314,1925.5876,2601.138,1222.7893485757122,740.529,1077.0617499999998,1208.7955000000002,1377.36725,1514.975,1606.2379999999998,1753.2307500000002,1840.163,2155.4314038269295,91.6,14.7,1000,512,90,50000,30,2070.2
ycsb/rmw-yugabyte/ycsb-throughput-yugabyte-hot0-F-mr5-20240501-110250/3-ap-northeast-1-0,3-ap-northeast-1-0,1000000,F,5,20240501-110250,2586,2105,407.0,74.0,0,0,199927,190364,8222.0,1341.0,202513,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,407.0,0.0,0,0,0,2105,0,0,0,0,2586,0,227.07378705757165,99.191,147.46,167.738,191.46675000000002,222.2305,482.28274999999996,1599.0726500000017,4325.857,169.84564434325196,100.62,146.4085,165.801,187.248,208.71380000000002,223.82419999999996,302.63001999999886,2161.813,1308.7819968944098,780.598,1141.67625,1275.751,1462.43275,1672.1889,1722.1779,1925.3061499999992,4325.857,1596.0130626381726,1036.67,1424.163,1577.379,1756.943,1911.9666,1973.7836,2152.23196,4146.477,2221.4072712852308,95.8,15.1,1000,512,90,50000,30,2130.8
ycsb/rmw-yugabyte/ycsb-throughput-yugabyte-hot0-F-mr5-20240501-110250/1-us-east-1-0,1-us-east-1-0,1000000,F,5,20240501-110250,2673,2297,329.0,47.0,0,0,207415,197334,8646.0,1435.0,210088,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,329.0,0.0,0,0,0,2297,0,0,0,0,2673,0,219.60173882820263,107.527,159.122,180.796,205.843,236.69240000000002,389.10659999999604,1249.5813199999943,2185.929,181.24888457767267,109.054,157.97875000000002,178.729,201.331,223.72,237.86925,268.182,1660.91,934.3470326981621,245.608,612.819,946.884,1192.974,1377.7359999999999,1536.1238,1899.9462799999997,2185.929,1101.1271718426501,647.299,950.233,1075.968,1226.716,1386.8956,1488.895,1784.9771199999998,2025.951,2304.588906320179,98.5,16.2,1000,512,90,50000,30,2215.3999999999996
ycsb/rmw-yugabyte/ycsb-throughput-yugabyte-hot0-F-mr5-20240501-110250/2-eu-west-1-0,2-eu-west-1-0,1000000,F,5,20240501-110250,2639,2227,342.0,70.0,0,0,199920,190133,8422.0,1365.0,202559,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,342.0,0.0,0,0,0,2227,0,0,0,0,2639,0,227.403088462191,110.484,162.39925,184.025,208.84775000000002,238.7379,424.40974999999537,1471.3536099999997,2093.927,184.24829082963464,111.973,161.243,181.9,204.35,226.0655,239.6705,267.73115000000007,1883.953,1017.1315353254574,160.738,596.62775,787.2455,1449.5605,1674.9386,1716.0378500000002,1920.93098,2093.927,1231.1540863052783,737.586,1082.6970000000001,1218.045,1392.026,1515.8289000000002,1638.7562000000005,1753.69129,1934.409,2221.314969623754,96.4,16.0,1000,512,90,50000,30,2138.1000000000004
ycsb/rmw-yugabyte/ycsb-throughput-yugabyte-hot100000-F-mr0-20240501-110250/3-ap-northeast-1-0,3-ap-northeast-1-0,100000,F,0,20240501-110250,2587,2587,,,0,0,213324,213324,,,215911,,,,,,,,,,,0,0,0,2587,0,0,0,0,2587,0,213.9177087959807,129.13,186.09,210.1415,236.504,262.534,280.37575,340.82405,665.132,213.9177087959807,129.13,186.09,210.1415,236.504,262.534,280.37575,340.82405,665.132,,,,,,,,,,,,,,,,,,,2370.2419307428695,,,1000,512,90,50000,30,2397.1
ycsb/rmw-yugabyte/ycsb-throughput-yugabyte-hot100000-F-mr0-20240501-110250/1-us-east-1-0,1-us-east-1-0,100000,F,0,20240501-110250,2624,2624,,,0,0,212317,212317,,,214941,,,,,,,,,,,0,0,0,2624,0,0,0,0,2624,0,215.08111823000365,130.991,188.3825,212.581,238.85775,264.29970000000003,280.4720499999999,313.56534999999997,584.269,215.08111823000365,130.991,188.3825,212.581,238.85775,264.29970000000003,280.4720499999999,313.56534999999997,584.269,,,,,,,,,,,,,,,,,,,2359.073319260264,,,1000,512,90,50000,30,2388.6000000000004
ycsb/rmw-yugabyte/ycsb-throughput-yugabyte-hot100000-F-mr0-20240501-110250/2-eu-west-1-0,2-eu-west-1-0,100000,F,0,20240501-110250,2689,2689,,,0,0,218917,218917,,,221606,,,,,,,,,,,0,0,0,2689,0,0,0,0,2689,0,208.91232960018996,125.094,182.218,206.435,232.664,258.3822,274.40959999999984,306.70816,589.307,208.91232960018996,125.094,182.218,206.435,232.664,258.3822,274.40959999999984,306.70816,589.307,,,,,,,,,,,,,,,,,,,2432.399603158322,,,1000,512,90,50000,30,2460.3
ycsb/rmw-yugabyte/ycsb-throughput-yugabyte-hot100000-F-mr10-20240501-110250/3-ap-northeast-1-0,3-ap-northeast-1-0,100000,F,10,20240501-110250,2303,1502,691.0,110.0,0,0,181279,163745,15043.0,2491.0,183582,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,691.0,0.0,0,0,0,1502,0,0,0,0,2303,0,250.05157603633614,75.327,116.479,133.57850000000002,155.30375,533.5576000000024,1291.7296,1655.895549999999,4258.242,134.82924118206654,78.411,114.78,130.33249999999998,147.31425,164.844,177.14155000000002,278.6660700000009,2004.43,1269.3851919555266,758.07,1112.444,1234.712,1423.0124999999998,1628.6552000000001,1669.1212999999998,1879.9956399999999,4258.242,1552.988765662173,1030.283,1399.9265,1543.1925,1703.6945,1860.2157000000002,1926.1490999999999,2087.44551,3442.316,2014.1940945503823,174.4,28.700000000000003,1000,512,90,50000,30,1829.4
ycsb/rmw-yugabyte/ycsb-throughput-yugabyte-hot100000-F-mr10-20240501-110250/1-us-east-1-0,1-us-east-1-0,100000,F,10,20240501-110250,2550,1839,590.0,121.0,0,0,189468,170822,16078.0,2568.0,192018,0.0,0.0,0.0,121.0,0.0,0.0,0.0,0.0,590.0,0.0,0,0,0,1839,0,0,0,0,2550,0,239.81741833938503,93.58,143.476,164.196,190.279,416.12239999999997,956.7523999999999,1344.88564,3391.493,163.28681172273667,97.242,141.37,160.1605,180.70375,201.19270000000003,214.96035,248.20753999999997,3189.049,906.629002430872,217.037,585.6514999999999,929.559,1165.8315,1342.7932,1501.2495,1879.0508,3391.493,1071.110873676248,636.0,922.043,1042.1705000000002,1192.5135,1362.6924000000001,1474.9290499999997,1825.1122600000006,2054.628,2105.1966637077185,183.39999999999998,29.9,1000,512,90,50000,30,1918.1
ycsb/rmw-yugabyte/ycsb-throughput-yugabyte-hot100000-F-mr10-20240501-110250/2-eu-west-1-0,2-eu-west-1-0,100000,F,10,20240501-110250,2527,1768,633.0,126.0,0,0,186778,168593,15633.0,2552.0,189305,0.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,633.0,0.0,0,0,0,1768,0,0,0,0,2527,0,242.34803586432656,89.954,137.583,157.224,181.831,392.4013000000014,1067.6574999999993,1637.1052699999984,2502.389,156.3117128157045,93.152,135.527,153.3875,172.92525,191.936,204.146,232.47377999999995,2118.548,993.9970040581882,152.631,570.404,776.551,1423.51,1643.6498,1675.0867999999998,1882.4044,2502.389,1204.6486412710567,707.717,1052.95675,1194.123,1367.4165,1490.9457,1582.8419000000001,1717.25706,1798.983,2075.297392818873,179.4,30.2,1000,512,90,50000,30,1891.6
ycsb/rmw-yugabyte/ycsb-throughput-yugabyte-hot0-F-mr50-20240501-110250/3-ap-northeast-1-0,3-ap-northeast-1-0,1000000,F,50,20240501-110250,1097,293,680.0,124.0,0,0,74045,37297,31614.0,5134.0,75142,0.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,680.0,0.0,0,0,0,293,0,0,0,0,1097,0,608.8272299879404,10.018,23.07325,226.0455,1185.9695000000002,1484.8508000000002,1529.69965,1746.2692700000002,2613.149,27.309002957633894,11.83,19.63025,23.135,27.294,31.4731,34.48719999999998,221.01784,1606.658,1175.8876458717973,690.422,1018.131,1174.541,1310.704,1522.2098,1531.0086000000001,1742.79856,2613.149,1463.0456707925734,990.031,1324.435,1481.564,1595.277,1757.0128,1809.8796,1973.73744,2446.752,822.7155107833238,358.1,58.1,1000,512,90,50000,30,416.7
ycsb/rmw-yugabyte/ycsb-throughput-yugabyte-hot0-F-mr50-20240501-110250/1-us-east-1-0,1-us-east-1-0,1000000,F,50,20240501-110250,1543,431,947.0,165.0,0,0,106516,53674,45383.0,7459.0,108059,0.0,0.0,0.0,165.0,0.0,0.0,0.0,0.0,947.0,0.0,0,0,0,431,0,0,0,0,1543,0,424.2961347317917,17.872,40.772000000000006,102.649,857.743,1076.1268,1205.3517000000002,1563.9775799999993,2806.81,43.248401378746486,23.263,35.545,40.888,46.868,53.0548,57.42359999999999,88.6235199999999,2319.948,787.0691864399382,143.349,454.01649999999995,850.337,1033.2655,1204.303,1367.319,1758.634000000001,2806.81,961.9970869275825,536.059,808.11825,914.0765,1072.316,1243.0690000000002,1388.09545,1632.3266,2005.973,1183.505503832985,515.7,85.0,1000,512,90,50000,30,600.0
ycsb/rmw-yugabyte/ycsb-throughput-yugabyte-hot0-F-mr50-20240501-110250/2-eu-west-1-0,2-eu-west-1-0,1000000,F,50,20240501-110250,1448,394,868.0,186.0,0,0,95875,48370,40853.0,6652.0,97323,0.0,0.0,0.0,186.0,0.0,0.0,0.0,0.0,868.0,0.0,0,0,0,394,0,0,0,0,1448,0,470.2079857867392,4.281,37.824,63.231,947.7045,1317.929,1528.106,1741.7657,3338.575,39.9680400743648,22.037,33.25125,37.9875,43.452,48.937,52.64084999999997,62.37736999999997,1623.481,879.3266808303995,89.804,450.789,657.015,1314.782,1529.8612,1537.7634,1749.96996,3338.575,1094.185616656734,653.096,948.95525,1091.6039999999998,1239.8225,1377.1837,1511.71195,1597.41311,2088.291,1065.2661272580513,460.4,76.7,1000,512,90,50000,30,538.8
