path,region,suffix,rejected,rejected.NewOrder,rejected.Payment,aborted,aborted.NewOrder,unexpected,completed,completed.NewOrder,completed.Payment,completed.OrderStatus,completed.Delivery,completed.StockLevel,total,throughput.NewOrder,avg.NewOrder,p0.NewOrder,p25.NewOrder,p50.NewOrder,p75.NewOrder,p90.NewOrder,p95.NewOrder,p99.NewOrder,p100.NewOrder,scalefactor,terminals,time,rate,warmup,throughput.StockLevel,avg.StockLevel,p0.StockLevel,p25.StockLevel,p50.StockLevel,p75.StockLevel,p90.StockLevel,p95.StockLevel,p99.StockLevel,p100.StockLevel,throughput,avg,p0,p25,p50,p75,p90,p95,p99,p100,throughput.Payment,avg.Payment,p0.Payment,p25.Payment,p50.Payment,p75.Payment,p90.Payment,p95.Payment,p99.Payment,p100.Payment,throughput.Delivery,avg.Delivery,p0.Delivery,p25.Delivery,p50.Delivery,p75.Delivery,p90.Delivery,p95.Delivery,p99.Delivery,p100.Delivery,avg.OrderStatus,p0.OrderStatus,p25.OrderStatus,p50.OrderStatus,p75.OrderStatus,p90.OrderStatus,p95.OrderStatus,p99.OrderStatus,p100.OrderStatus,throughput.OrderStatus,rejected.Delivery,rejected.StockLevel,unexpected.NewOrder
tpcc/aurora/tpcc-1-aurora-terminals20-20240128-155140/3-us-west-1,3-us-west-1,20240128-155140,951,288.0,654.0,2,2.0,0,336,224,47,17,21,27,1289,4.0,2269.842909090909,1105.566,1632.388,2087.4675,2647.85675,3491.9797,3732.0243499999992,4538.00912,5003.877,1,20,60,50000,0,0.5,2.306296296296296,1.472,1.678,2.126,2.6505,3.012400000000001,3.4366999999999996,4.589139999999998,4.956,5.6,2139.94526459854,0.016,1296.963,1908.1554999999998,2951.5207499999997,3900.8529,4669.272249999999,6374.797649999999,7358.857,3.5999999999999996,2448.9370619834713,365.412,971.962,2052.043,3415.35425,4793.2477,5341.414699999998,6742.528190000002,7358.857,0.4,1532.4286499999998,0.016,985.623,1356.7645,1984.91725,2665.437700000001,3155.4484,3756.264879999999,3906.469,2.024058823529412,1.124,1.554,1.946,2.585,2.7748,2.9768000000000003,2.98576,2.988,0.5,9.0,,
tpcc/aurora/tpcc-1-aurora-terminals20-20240128-155140/2-us-east-2,2-us-east-2,20240128-155140,6362,2208.0,4030.0,12,12.0,0,1799,1207,218,133,105,136,8173,26.1,405.30724382520583,94.738,291.1145,380.016,472.8845,649.2228000000001,725.458,885.7144600000001,1439.636,1,20,60,50000,0,2.3,1.881808823529412,1.294,1.57575,1.6855,1.85925,2.3935,2.80125,3.1230500000000005,13.066,29.983333333333334,345.8149927578215,0.006,182.278,335.3125,463.55100000000004,633.3847000000001,726.6859,929.1111299999992,1439.636,24.9,349.6662626946514,64.443,150.043,320.492,486.447,642.3602000000001,763.8272000000001,970.14548,1383.705,1.9,290.438377952756,0.006,159.094,286.274,406.7195,537.9286,590.3112999999998,771.9152399999995,811.627,1.3123834586466168,0.761,1.014,1.126,1.31,1.8121999999999998,2.3147999999999995,3.776960000000002,6.803,2.3,124.0,,
tpcc/aurora/tpcc-10-aurora-terminals10-20240128-161902/1-us-east-1,1-us-east-1,20240128-161902,3750,2982.0,766.0,332,332.0,0,79357,35082,34666,3197,3265,3147,83439,604.2,10.778881197564466,3.078,8.245,10.156,12.304,15.0812,17.2251,23.93404000000011,546.804,10,10,60,50000,0,54.6,2.9586749285033362,1.66,2.5265,2.837,3.229,3.709,4.1254,5.18194,18.485,1322.6166666666666,7.4965556570141985,0.473,3.658,5.932,10.436,14.237,17.137,23.279919999999983,546.804,590.7,4.064954550694565,2.259,3.448,3.8,4.311,5.069,5.892300000000003,8.708359999999987,24.823,54.9,19.010053002450977,13.282,16.51175,18.1875,20.7665,23.598500000000005,25.18995,29.59041999999999,54.029,0.8626959649671567,0.473,0.65,0.753,0.967,1.166,1.3595999999999995,2.07512,17.843,53.900000000000006,2.0,,
tpcc/aurora/tpcc-10-aurora-terminals10-20240128-161902/3-us-west-1,3-us-west-1,20240128-161902,134,32.0,102.0,1,1.0,0,512,246,205,17,19,25,647,4.2,1872.2874895397488,1095.393,1418.04,1885.755,2173.5425,2464.8746,2614.0762999999997,3670.13306,4593.977,10,10,60,50000,0,0.4,2.17312,1.636,1.746,1.882,2.556,2.9056,3.193999999999999,3.622319999999999,3.738,8.533333333333333,1176.4878545816732,1.058,374.05075,1102.846,1910.3007499999999,2436.8434,2571.51065,3577.3141300000025,4593.977,3.3,473.9046798029556,365.369,371.813,548.126,557.6315,560.7928,618.3097999999998,726.77898,728.527,0.2,2602.0966666666664,2557.919,2568.27175,2588.483,2600.63475,2616.0221,2663.8696499999996,2852.577129999999,2899.754,1.4985294117647059,1.058,1.23,1.271,1.586,2.3008,2.5832,2.6574400000000002,2.676,0.2,,,
tpcc/aurora/tpcc-10-aurora-terminals10-20240128-161902/2-us-east-2,2-us-east-2,20240128-161902,753,125.0,623.0,16,16.0,0,2913,1339,1202,130,123,119,3682,22.8,322.26976928783387,156.534,255.1265,314.12,389.6525,438.9214,449.70535,482.37721999999997,802.766,10,10,60,50000,0,2.1,1.784330508474576,1.457,1.6155,1.7295,1.8075,2.0535,2.3821,2.9594199999999997,3.289,48.55,205.00905003427008,0.595,71.257,197.44650000000001,339.18449999999996,429.8321,463.70275,491.52140999999995,802.766,20.1,87.7840950792327,66.0,68.987,99.799,103.068,106.7698,111.98989999999996,117.98295999999999,171.563,2.1,477.03647540983604,459.075,467.81625,474.1705,483.35699999999997,493.46000000000004,495.7643,513.52071,520.029,1.0255846153846153,0.595,0.791,0.9844999999999999,1.11525,1.3096000000000003,1.5034499999999995,2.997169999999995,3.362,2.1,5.0,,
tpcc/aurora/tpcc-10-aurora-terminals80-20240128-161902/1-us-east-1,1-us-east-1,20240128-161902,86551,42125.0,43323.0,290,290.0,2,58446,26050,23140,3130,3165,2961,145289,561.4000000000001,74.5836098320216,11.006,46.64075,71.423,96.5185,118.2333,131.21759999999992,157.76191999999998,1267.691,10,80,60,50000,0,48.400000000000006,37.73806011482608,2.882,26.548,35.908,45.765,58.792,71.972,95.81540000000003,177.783,974.1,62.919244859911245,0.714,35.6835,58.736,85.66825,107.1485,120.242,148.9159000000003,1267.691,540.1,56.531732827682845,4.477,31.338,53.615,79.341,95.70100000000001,104.9318,122.90300000000006,169.925,52.7,71.35329327073552,8.148,43.1315,63.513,89.55600000000001,123.15759999999997,148.98549999999992,200.77017999999995,309.506,18.213389900926813,0.714,12.733,17.752,23.944,29.566000000000003,32.8786,40.27851999999995,79.159,51.2,830.0,273.0,2.0
tpcc/aurora/tpcc-10-aurora-terminals80-20240128-161902/3-us-west-1,3-us-west-1,20240128-161902,4179,1309.0,2818.0,10,10.0,0,3265,1630,1169,153,153,160,7454,27.4,1977.805727329581,1095.042,1588.0695,1904.545,2314.0699999999997,2640.0108,3028.9160999999986,4018.3616599999996,5320.561,10,80,60,50000,0,2.5,2.7102125,1.405,1.822,2.1319999999999997,2.60525,3.0191999999999997,3.3120499999999984,21.65542,22.223,54.416666666666664,1304.8976809156095,0.761,799.316,1198.263,1887.48925,2399.849,2634.4645,3743.90725,5649.202,25.5,839.0116634738188,366.82,623.86725,865.565,951.96975,1185.873,1288.9845,1352.372799999999,1699.876,2.5,1719.6130472972975,366.708,899.611,1616.1215000000002,2117.9004999999997,2627.7717000000002,3185.777400000001,4710.870350000001,5649.202,1.4313921568627455,0.761,1.033,1.16,1.444,1.7660000000000005,2.100600000000001,4.292119999999972,19.544,2.6,52.0,,
tpcc/aurora/tpcc-10-aurora-terminals80-20240128-161902/2-us-east-2,2-us-east-2,20240128-161902,22959,6845.0,15573.0,84,84.0,1,16440,8976,5165,790,747,762,39484,152.1,369.5625164034022,159.216,289.135,354.601,433.171,486.8502,567.3453999999999,781.3161199999995,1428.6,10,80,60,50000,0,13.1,2.1107312252964427,1.44,1.849,1.981,2.159,2.5284,2.9307000000000007,3.7203799999999942,16.859,274.0,240.96006424651327,0.582,119.474,198.59,354.253,450.895,490.786,712.0376000000002,1428.6,141.9,137.19994147552612,66.147,107.40700000000001,129.9965,163.98950000000002,184.1234,193.71475,245.91092000000003,578.778,12.8,347.1756929824561,66.32,218.53975,349.2875,456.82849999999996,568.3711000000001,651.3507999999999,823.15571,900.063,1.2264455696202532,0.582,0.9432499999999999,1.0755,1.2295,1.4031,1.5934499999999991,2.2703200000000017,22.198,13.3,541.0,,1.0
tpcc/aurora/tpcc-1-aurora-terminals60-20240128-161052/1-us-east-1,1-us-east-1,20240128-161052,154538,60116.0,91189.0,239,239.0,2,26280,16345,1797,2985,2374,2779,181059,544.0,25.98670520126091,2.28,14.50675,22.864,32.319500000000005,41.195,47.131449999999994,63.077070000000006,1399.914,1,60,60,50000,0,45.5,7.513647755834829,1.89,4.135,6.505,9.704,13.2122,15.585199999999984,21.23883999999996,44.128,438.0,49.006652865200685,0.001,17.0645,32.2395,61.065,93.39700000000003,112.20144999999998,289.89513999999986,1444.166,534.5,83.2458981230711,3.359,43.968,66.714,90.92375000000001,115.15330000000002,136.32555,840.8722000000001,1444.166,48.3,24.41008743927828,0.001,12.7225,22.139000000000003,34.976,46.5537,52.68784999999999,65.63986000000001,113.921,1.6654268006700168,0.457,0.973,1.309,1.927,3.0221999999999998,3.8207999999999998,6.0058399999999965,23.473,50.4,3054.0,179.0,2.0
tpcc/aurora/tpcc-1-aurora-terminals60-20240128-161052/3-us-west-1,3-us-west-1,20240128-161052,1621,633.0,961.0,1,1.0,0,377,268,13,33,30,33,1999,6.2,3424.720969187675,1095.568,2360.684,3425.593,4251.834,5278.303000000003,6058.2378,6887.29504,7839.5,1,60,60,50000,0,0.6,3.39569696969697,1.725,2.592,2.885,3.288,3.9422,8.593599999999999,9.51264,9.632,6.283333333333333,4512.6357486911,0.012,2479.80425,4231.3279999999995,6820.436,8243.1394,8889.916550000002,10164.50569,11710.734,5.4,6999.311577922078,2298.03,5630.1002499999995,7418.665499999999,8238.373,9065.1502,9475.96625,11075.65891,11710.734,0.6,2091.1186666666667,0.012,1345.02,1814.443,3067.167,4003.288,5078.8214,5121.96196,5124.897,3.678363636363636,1.024,1.787,2.205,2.669,6.321200000000002,16.688599999999997,18.06488,18.374,0.6,27.0,,
tpcc/aurora/tpcc-1-aurora-terminals60-20240128-161052/2-us-east-2,2-us-east-2,20240128-161052,11513,4491.0,6760.0,13,13.0,0,1937,1303,69,193,153,219,13463,40.1,525.3505262936474,97.151,346.093,471.827,666.969,847.214,980.7326,1240.4023599999991,1869.932,1,60,60,50000,0,4.0,2.365279816513762,1.385,1.79125,1.9425,2.346,2.8261000000000003,3.195249999999998,15.025769999999966,21.925,32.28333333333333,676.7846128848347,0.004,340.6205,587.886,936.32425,1334.047,1548.2039,2074.1856500000067,2678.874,38.5,989.77759929391,69.105,654.7289999999999,951.3340000000001,1302.2925,1636.0585,1842.1855,2283.6049499999995,2678.874,3.3,330.94124038461536,0.004,193.24699999999999,337.6835,455.674,565.792,676.5377999999998,839.7663200000006,956.23,1.5284093264248706,0.783,1.09,1.299,1.69,2.1638,2.5319999999999987,3.314119999999997,16.119,3.3,262.0,,
tpcc/aurora/tpcc-10-aurora-terminals60-20240128-161902/1-us-east-1,1-us-east-1,20240128-161902,85486,43804.0,40684.0,315,315.0,0,62133,27114,25629,3189,3063,3138,147934,579.4,55.672690507627046,4.422,35.59,52.042,71.519,88.26620000000001,98.45719999999992,119.4424,1565.295,10,60,60,50000,0,51.400000000000006,27.862776927979606,2.882,18.50125,25.997,34.6455,44.32840000000001,53.89474999999995,77.19290000000004,141.457,1035.55,45.53687815838776,0.612,25.28,41.517,61.89625,79.645,90.603,113.98065000000021,1565.295,549.0,38.61641737518755,4.287,21.0085,33.973,54.067,67.904,75.643,92.96009999999991,237.811,50.5,59.47929526281634,6.375,34.54025,53.0775,77.8785,102.28540000000001,121.80904999999989,179.18595,269.518,10.066260351317439,0.612,5.52325,9.652,13.6675,17.879300000000004,20.710549999999984,27.25239,37.639,53.3,710.0,288.0,
tpcc/aurora/tpcc-10-aurora-terminals60-20240128-161902/3-us-west-1,3-us-west-1,20240128-161902,2550,834.0,1690.0,12,12.0,0,2625,1292,996,98,123,116,5187,21.700000000000003,1962.881604117181,1055.385,1583.2024999999999,1905.86,2286.98,2602.7063999999996,2891.938599999993,3865.214259999995,5794.892,10,60,60,50000,0,2.0,2.6340689655172422,1.55,1.82875,2.0595,2.6262499999999998,3.135,3.208,16.9584,17.414,43.75,1298.8074170633467,0.877,650.4245,1184.359,1905.4315000000001,2420.728,2604.7524999999996,3662.8062999999993,5794.892,19.299999999999997,758.5787440423654,363.903,561.064,796.776,886.289,1020.6102000000001,1172.1119999999994,1595.8001200000006,1709.436,2.0,1719.0725702479338,364.168,872.111,1600.602,2299.766,2603.271,3144.632,4413.903600000001,4585.063,1.4340816326530612,0.877,1.03,1.1635,1.313,1.7427,2.1603,3.211220000000017,17.833,1.7000000000000002,26.0,,
tpcc/aurora/tpcc-10-aurora-terminals60-20240128-161902/2-us-east-2,2-us-east-2,20240128-161902,15091,4232.0,10572.0,54,54.0,1,13389,6939,4656,610,582,602,28535,116.6,361.82557130571877,156.694,279.119,349.12,422.863,477.81620000000004,525.6105999999999,756.4445599999999,1482.126,10,60,60,50000,0,9.4,2.1387237936772046,1.433,1.793,1.92,2.112,2.455,2.835,5.313,18.92,223.15,232.9206360511124,0.557,109.577,191.927,347.784,442.1556,484.03860000000003,679.30604,1482.126,111.69999999999999,130.59572306067008,65.671,105.13125,120.518,153.63925,179.54649999999998,190.67375,282.9255,652.558,10.3,330.2862885572139,68.661,170.4,308.383,458.3205,528.4332,617.6352999999998,764.5237400000001,928.692,1.1560147540983605,0.557,0.92725,1.041,1.185,1.4179000000000004,1.6416499999999998,2.5540199999999995,17.303,9.9,287.0,,1.0
tpcc/aurora/tpcc-100-aurora-terminals10-20240128-163254/1-us-east-1,1-us-east-1,20240128-163254,9337,5857.0,3480.0,272,272.0,0,70827,31439,30688,2868,2886,2946,80436,582.5,10.89162279966471,2.832,8.42175,10.374,12.583,15.11,17.053699999999996,22.317970000000003,76.856,100,10,60,50000,0,50.5,7.641332313965341,1.568,2.5765000000000002,2.878,3.2495000000000003,3.812800000000001,4.697200000000002,178.03347999999986,358.269,1180.45,8.129072357624334,0.501,3.718,6.592,10.746,14.406,18.246,27.020399999999995,358.269,545.4,4.305663226214976,1.79,3.428,3.817,4.518,6.027600000000002,7.1818,10.987079999999997,68.809,49.7,23.55461893203883,13.266,19.341749999999998,21.794,25.191499999999998,30.4547,34.2962,50.899960000000014,159.102,3.1571569037656904,0.501,1.142,3.1825,4.032,5.2819,6.4535000000000045,10.10052999999999,61.03,48.599999999999994,,,
tpcc/aurora/tpcc-100-aurora-terminals10-20240128-163254/3-us-west-1,3-us-west-1,20240128-163254,157,23.0,134.0,1,1.0,0,566,243,262,19,18,24,724,3.9,1756.525714285714,1089.135,1409.52875,1717.5315,2059.7725,2331.5786000000003,2452.9791499999997,2943.319839999999,4059.386,100,10,60,50000,0,0.4,356.84612500000003,1.853,286.689,398.342,528.2104999999999,589.5612,633.6044999999999,644.87216,646.438,9.433333333333334,1066.205775583483,1.853,376.529,563.462,1713.313,2234.4712,2454.5371999999998,2702.9344399999986,4059.386,4.6,472.87465250965255,365.374,372.4435,547.741,556.6890000000001,561.1318,579.7312999999999,719.6645,724.243,0.4,2617.986470588235,2540.139,2562.792,2595.664,2679.194,2694.3566,2698.6562,2710.06484,2712.917,14.678157894736845,10.049,11.8375,13.852,15.134,17.771599999999996,22.843499999999985,27.980700000000002,29.265,0.30000000000000004,,,
tpcc/aurora/tpcc-100-aurora-terminals10-20240128-163254/2-us-east-2,2-us-east-2,20240128-163254,761,136.0,623.0,8,8.0,0,2815,1279,1235,100,98,103,3584,21.2,339.7298608287725,158.874,267.966,339.576,409.8725,456.0056,474.29269999999997,501.12018000000006,610.707,100,10,60,50000,0,1.7000000000000002,15.924543689320389,1.517,10.2505,15.979,21.384,26.625999999999998,28.8771,37.73326000000002,50.768,46.916666666666664,212.717341628155,1.161,75.391,122.21,346.886,442.05780000000004,476.4936000000001,510.3968,610.707,20.9,91.17746553122466,66.021,72.631,99.551,107.611,111.705,116.20459999999997,126.59460000000004,183.845,1.6,499.30980612244895,455.382,484.374,490.68449999999996,507.56075,532.1567,578.6926000000001,607.6960700000001,610.673,9.180655913978494,3.798,7.267,8.388,9.712,12.0224,16.32779999999997,24.409319999999997,25.287,1.6,2.0,,
tpcc/aurora/tpcc-10-aurora-terminals1-20240128-161902/1-us-east-1,1-us-east-1,20240128-161902,1,1.0,,66,66.0,0,13830,6113,6060,535,564,558,13897,102.5,6.201183392683716,2.321,4.8,5.9215,7.006,8.1361,9.837749999999998,13.953779999999961,108.999,10,1,60,50000,0,9.4,1.7273333333333334,1.346,1.61525,1.7025000000000001,1.805,1.9236,2.05315,2.3366099999999985,2.682,230.5,4.309941341586296,0.41,2.119,3.036,6.0337499999999995,7.708,10.84835,13.491209999999999,108.999,102.8,2.239474917491749,1.801,2.074,2.15,2.25725,2.6541,2.994,3.249,12.898,9.9,11.937660746003553,10.165,10.9405,11.344,12.006499999999999,13.0624,16.875899999999998,20.37474,22.467,0.5896093457943926,0.41,0.49,0.53,0.5814999999999999,0.8552000000000001,1.0109,1.5141999999999867,3.51,9.0,,,
tpcc/aurora/tpcc-10-aurora-terminals1-20240128-161902/3-us-west-1,3-us-west-1,20240128-161902,17,2.0,15.0,1,1.0,0,60,24,31,2,2,1,78,0.4,1664.9623749999998,1095.892,1398.41425,1585.645,1886.524,2126.4912,2230.2026499999997,2250.35726,2250.918,10,1,60,50000,0,0.2,3.303,3.303,3.303,3.303,3.303,3.303,3.303,3.303,3.303,1.0,997.9222881355932,2.082,367.03999999999996,548.679,1581.173,2082.237,2248.7238,2559.66228,2566.468,0.4,459.59720000000004,365.295,366.3505,457.408,548.39025,548.6969,553.2552499999999,593.8866,609.013,0.2,2560.6009999999997,2554.734,2557.6675,2560.6009999999997,2563.5344999999998,2565.2945999999997,2565.8813,2566.35066,2566.468,2.9485,2.082,2.51525,2.9485,3.38175,3.6417,3.72835,3.79767,3.815,0.2,,,
tpcc/aurora/tpcc-10-aurora-terminals1-20240128-161902/2-us-east-2,2-us-east-2,20240128-161902,65,11.0,53.0,0,,0,276,132,111,8,11,14,341,2.2,338.27241538461544,207.446,265.42575,326.47,405.7845,430.67010000000005,461.074,464.08025,667.23,10,1,60,50000,0,0.4,1.8675714285714287,1.579,1.6949999999999998,1.7814999999999999,1.91375,2.0212,2.3646499999999997,2.863329999999999,2.988,4.6,216.13294525547443,1.349,70.876,208.556,359.028,428.04380000000003,463.31045,492.5108499999999,667.23,1.8,88.23725225225226,69.941,70.53649999999999,71.893,105.235,106.023,116.8015,120.44490000000002,127.639,0.2,491.7294545454546,486.051,486.5185,488.576,489.84749999999997,497.807,509.9125,519.5969,522.018,1.9385000000000001,1.349,1.68975,1.768,2.04625,2.4960999999999998,2.8485499999999995,3.1305099999999997,3.201,0.2,1.0,,
tpcc/aurora/tpcc-1-aurora-terminals100-20240128-161052/1-us-east-1,1-us-east-1,20240128-161052,145264,53576.0,88080.0,221,221.0,1,25781,17286,917,2836,2074,2668,171267,541.1,36.900905345211584,2.548,17.8305,33.218500000000006,49.77875,65.94180000000001,76.91875,102.99605999999993,1210.102,1,100,60,50000,0,45.400000000000006,12.001428999625329,2.143,5.53,9.827,16.424,23.284800000000015,27.979599999999998,37.37192000000001,64.902,429.68333333333334,85.77988047683182,0.0,23.23275,52.9075,138.292,201.8664,238.83324999999988,308.0779899999996,1210.102,515.6,156.69953652443292,3.675,102.903,150.84,197.611,247.447,275.2,366.50179999999983,1190.126,47.7,29.786095137420716,0.0,12.5715,27.018,44.48075,57.51550000000002,67.86865,90.36019000000002,132.624,2.2157916078984483,0.503,1.08575,1.521,2.50475,4.6705000000000005,6.122,9.1158,25.717,49.4,3522.0,86.0,1.0
tpcc/aurora/tpcc-1-aurora-terminals100-20240128-161052/3-us-west-1,3-us-west-1,20240128-161052,1917,742.0,1151.0,3,3.0,0,372,260,7,44,26,35,2292,6.1,3865.1790456852796,1094.624,2678.17075,3663.7749999999996,4837.614,6007.255099999999,6636.980749999999,7336.43843,7958.652,1,100,60,50000,0,0.6,4.949758620689654,2.335,2.897,3.08,3.281,3.7525999999999997,19.274599999999946,30.365319999999997,30.773,6.2,6360.2811833333335,0.013,2799.45975,5263.235000000001,10513.46,12252.891000000001,13197.939299999995,15406.975840000001,15418.509,6.1,11124.28499703264,6699.004,9875.885,11167.698,12252.199,13658.4634,14833.2802,15411.59248,15418.509,0.4,2050.4651481481483,0.013,1484.689,2095.923,2645.626,2914.3094,3271.6598999999997,5100.637459999996,5695.72,6.132931818181819,1.036,1.8215000000000001,2.3905000000000003,3.2462500000000003,27.2058,29.98835,30.84812,31.371,0.6,24.0,,
tpcc/aurora/tpcc-1-aurora-terminals100-20240128-161052/2-us-east-2,2-us-east-2,20240128-161052,13461,5569.0,7475.0,10,10.0,0,2097,1372,34,257,176,258,15568,47.400000000000006,543.9390286543344,96.057,370.746,495.03,689.884,865.6892,966.853,1248.9676000000004,1542.047,1,100,60,50000,0,4.5,2.435860465116279,1.413,1.848,2.2030000000000003,2.628,3.0235,3.2199499999999976,3.61174,25.58,34.95,986.272684158087,0.001,382.08,681.269,1623.2640000000001,2229.7027000000003,2481.545,3056.35335,3324.099,40.0,1752.134823244552,68.836,1319.10525,1797.6945,2216.368,2556.5155000000004,2821.271550000001,3205.5756300000003,3324.099,4.699999999999999,356.19925,0.001,187.485,361.0695,496.74850000000004,665.2328,722.2082999999999,847.921710000001,1021.653,1.5154163424124514,0.772,1.096,1.406,1.807,2.2664,2.5333999999999994,2.96528,4.44,4.6,417.0,,
tpcc/aurora/tpcc-10-aurora-terminals40-20240128-161902/1-us-east-1,1-us-east-1,20240128-161902,75319,42627.0,31769.0,356,356.0,1,73581,30808,32410,3483,3462,3418,149257,633.3,35.68874087731428,2.279,23.29,32.256,45.176,57.551,65.451,80.381,1061.793,10,40,60,50000,0,55.0,16.3657582674861,2.907,10.699,15.206,20.327,25.735400000000002,31.37539999999998,44.993800000000036,78.974,1226.35,27.58158662295836,0.596,14.444,24.0965,37.03725,50.97830000000002,59.834,77.70522,1061.793,619.4000000000001,20.836413676352976,1.776,11.58225,16.73,27.72,38.230199999999996,44.333199999999984,58.05963999999999,113.628,57.5,44.407544121874096,7.068,26.1225,40.789,57.897,74.7754,88.2247,126.15663999999994,171.826,3.5235722078667817,0.596,1.633,2.652,4.574999999999999,7.014,8.614499999999994,13.094499999999996,28.85,56.2,687.0,236.0,1.0
tpcc/aurora/tpcc-10-aurora-terminals40-20240128-161902/3-us-west-1,3-us-west-1,20240128-161902,1503,373.0,1112.0,10,10.0,0,1996,887,868,86,80,75,3509,14.4,1845.0424331428571,1089.912,1413.08,1778.219,2155.8385,2445.0212,2627.3251,3529.925019999999,4814.605,10,40,60,50000,0,1.2,2.423,1.427,1.8130000000000002,2.217,2.6555,2.9778000000000007,3.0975,6.4290000000000616,15.346,33.266666666666666,1166.1970601281419,0.795,557.108,926.872,1721.86,2263.5216,2459.8325999999993,3235.1919600000015,5319.897,15.2,667.7861100217865,364.19,551.17375,614.5515,860.26875,919.791,975.79315,1232.63801,1675.331,1.2,1845.899093333333,608.463,1343.2705,1829.151,2560.1944999999996,2982.3972000000003,3523.1547999999993,4222.133640000007,5319.897,1.7430232558139536,0.795,1.0467499999999998,1.1395,1.33725,1.9975,2.56125,14.728100000000005,15.369,1.4,18.0,,
tpcc/aurora/tpcc-10-aurora-terminals40-20240128-161902/2-us-east-2,2-us-east-2,20240128-161902,8106,2012.0,5975.0,60,60.0,0,10166,4873,3973,458,428,434,18332,82.6,345.7343838013838,156.697,265.31475,336.553,407.50275,458.7188,491.0562,672.45656,1046.877,10,40,60,50000,0,7.1,1.9352632794457276,1.366,1.738,1.855,1.995,2.3614,2.648999999999999,3.32832,3.643,169.43333333333334,216.87215843826436,0.533,104.507,177.686,331.1815,422.18940000000003,463.5679,607.338180000001,1046.877,79.2,115.61631368464903,65.425,100.886,107.462,135.414,167.928,179.637,199.028,390.742,7.0,321.0832106481481,111.507,243.8915,327.173,457.206,492.6948,537.9021,797.2644899999999,962.425,1.0739366812227074,0.533,0.86275,1.0015,1.13575,1.2945,1.56445,2.4790300000000003,17.892,7.8,119.0,,
tpcc/aurora/tpcc-100-aurora-terminals60-20240128-163254/1-us-east-1,1-us-east-1,20240128-163254,19197,16048.0,3138.0,359,359.0,0,74148,32554,32280,3054,3044,3216,93704,575.0,61.9486868815462,7.881,34.2395,46.67,71.58775,109.44290000000002,137.96959999999999,297.0137499999999,905.739,100,60,60,50000,0,53.0,61.01617989417989,3.041,32.432,45.202,60.748,101.21480000000037,180.5518,368.18472000000014,590.982,1235.8,46.92257578881437,0.757,17.9435,31.6505,53.9325,96.39769999999997,129.5657,290.43602,1518.826,554.9,22.24584461191115,4.294,12.74075,18.1055,26.07225,36.562,47.1215,87.11075,688.864,50.8,161.92376857048532,36.848,97.67,121.263,170.119,303.3636,410.3558,607.3635999999999,1518.826,12.819997707924035,0.757,6.55775,10.9365,17.3935,23.986800000000002,28.607399999999995,38.80849999999999,75.354,50.8,11.0,,
tpcc/aurora/tpcc-100-aurora-terminals60-20240128-163254/3-us-west-1,3-us-west-1,20240128-163254,822,121.0,695.0,17,17.0,0,3220,1412,1423,136,131,118,4059,24.2,1801.1548596237335,863.684,1424.2340000000002,1739.7535,2166.4885000000004,2436.6313,2483.96715,2697.5525400000006,3975.132,100,60,60,50000,0,1.8,349.5570854700855,1.523,250.992,364.646,519.376,584.3856000000001,609.1432,728.0252000000003,740.012,53.666666666666664,1116.0485513224182,1.523,381.658,620.36,1752.269,2305.1675,2546.24075,2710.3305,3975.132,24.1,477.95560325318246,365.783,376.889,550.3075,562.29025,570.0033999999999,621.0560499999999,753.5535299999998,883.282,2.0,2652.423433070866,2539.26,2593.4660000000003,2617.219,2688.919,2731.8036,2799.4787,3037.71964,3101.145,13.154448529411766,5.98,9.8765,11.821,13.4505,18.6045,24.58775,35.37480000000002,49.461,2.2,6.0,,
tpcc/aurora/tpcc-100-aurora-terminals60-20240128-163254/2-us-east-2,2-us-east-2,20240128-163254,4265,718.0,3511.0,74,74.0,0,16223,7282,6951,641,661,688,20562,121.9,351.7873096182788,160.323,270.201,343.102,416.603,467.6056,502.40959999999995,707.49488,1616.214,100,60,60,50000,0,11.3,11.128835755813954,1.46,6.1655,10.4085,15.241249999999999,19.830500000000022,24.201649999999997,30.777139999999996,38.625,270.3833333333333,221.04027905401244,0.658,76.873,122.377,356.016,456.143,500.6442,669.6904799999985,1616.214,116.19999999999999,93.22537537796977,66.497,74.033,102.175,108.824,113.4572,117.86619999999998,127.34783999999998,652.755,11.0,548.2585504587156,466.239,496.38625,510.9595,550.828,673.6159000000001,756.1171,953.7201500000001,1212.613,6.473638065522622,0.658,4.143,6.51,8.288,10.254,12.063,18.91940000000004,23.082,11.1,36.0,,
