path,region,regions,hot,workload,mr,suffix,rejected,rejected.WorkloadF1,rejected.WorkloadF2,rejected.WorkloadF3,rejected.WorkloadF4,rejected.WorkloadF5,aborted,unexpected,completed,completed.WorkloadF1,completed.WorkloadF2,completed.WorkloadF3,completed.WorkloadF4,completed.WorkloadF5,total,throughput,avg,p0,p25,p50,p75,p90,p95,p99,p100,ood_index_page.WorkloadF4,ood_table.WorkloadF4,ood_tuple.WorkloadF4,other_aborts.WorkloadF4,deadlock.WorkloadF4,ood_index_page.WorkloadF5,ood_table.WorkloadF5,ood_tuple.WorkloadF5,other_aborts.WorkloadF5,deadlock.WorkloadF5,ood_index_page.WorkloadF2,ood_table.WorkloadF2,ood_tuple.WorkloadF2,other_aborts.WorkloadF2,deadlock.WorkloadF2,ood_index_page.WorkloadF3,ood_table.WorkloadF3,ood_tuple.WorkloadF3,other_aborts.WorkloadF3,deadlock.WorkloadF3,ood_index_page.WorkloadF1,ood_table.WorkloadF1,ood_tuple.WorkloadF1,other_aborts.WorkloadF1,deadlock.WorkloadF1,ood_index_page,ood_table,ood_tuple,other_aborts,deadlock,avg.WorkloadF2,p0.WorkloadF2,p25.WorkloadF2,p50.WorkloadF2,p75.WorkloadF2,p90.WorkloadF2,p95.WorkloadF2,p99.WorkloadF2,p100.WorkloadF2,avg.WorkloadF3,p0.WorkloadF3,p25.WorkloadF3,p50.WorkloadF3,p75.WorkloadF3,p90.WorkloadF3,p95.WorkloadF3,p99.WorkloadF3,p100.WorkloadF3,avg.WorkloadF5,p0.WorkloadF5,p25.WorkloadF5,p50.WorkloadF5,p75.WorkloadF5,p90.WorkloadF5,p95.WorkloadF5,p99.WorkloadF5,p100.WorkloadF5,avg.WorkloadF1,p0.WorkloadF1,p25.WorkloadF1,p50.WorkloadF1,p75.WorkloadF1,p90.WorkloadF1,p95.WorkloadF1,p99.WorkloadF1,p100.WorkloadF1,avg.WorkloadF4,p0.WorkloadF4,p25.WorkloadF4,p50.WorkloadF4,p75.WorkloadF4,p90.WorkloadF4,p95.WorkloadF4,p99.WorkloadF4,p100.WorkloadF4,throughput.WorkloadF2,throughput.WorkloadF3,throughput.WorkloadF1,throughput.WorkloadF4,throughput.WorkloadF5,scalefactor,terminals,time,rate,warmup,unexpected.WorkloadF2,unexpected.WorkloadF3,unexpected.WorkloadF4,rejected.WorkloadF6,completed.WorkloadF6,ood_index_page.WorkloadF6,ood_table.WorkloadF6,ood_tuple.WorkloadF6,other_aborts.WorkloadF6,deadlock.WorkloadF6,avg.WorkloadF6,p0.WorkloadF6,p25.WorkloadF6,p50.WorkloadF6,p75.WorkloadF6,p90.WorkloadF6,p95.WorkloadF6,p99.WorkloadF6,p100.WorkloadF6,throughput.WorkloadF6
scalability/sunstorm/scalability-sunstorm-regions6-hot0-F-mr5-20250112-224511/1-us-east-1-0,1-us-east-1-0,6,1000000,F,5,20250112-224511,5427,2742,1976.0,397.0,181.0,86.0,0,0,694100,659609,27148.0,4584.0,1606.0,719.0,699527,,,,,,,,,,,54.0,0.0,107.0,0.0,0.0,24.0,0.0,51.0,0.0,0.0,539.0,0.0,1008.0,0.0,0.0,105.0,0.0,215.0,0.0,0.0,0,0,0,0,0,735,0,1406,3286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,128,90,50000,30,,,,45.0,434.0,13.0,0.0,25.0,0.0,0.0,,,,,,,,,,
scalability/sunstorm/scalability-sunstorm-regions6-hot0-F-mr5-20250112-224511/5-ap-southeast-1-0,5-ap-southeast-1-0,6,1000000,F,5,20250112-224511,4537,2743,1354.0,259.0,99.0,58.0,0,0,643176,611010,25337.0,4210.0,1518.0,719.0,647713,,,,,,,,,,,28.0,0.0,57.0,0.0,0.0,15.0,0.0,29.0,0.0,0.0,348.0,0.0,695.0,0.0,0.0,67.0,0.0,138.0,0.0,0.0,0,0,0,0,0,467,0,930,3140,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,128,90,50000,30,,,,24.0,382.0,9.0,0.0,11.0,0.0,0.0,,,,,,,,,,
scalability/sunstorm/scalability-sunstorm-regions6-hot0-F-mr5-20250112-224511/3-ap-northeast-1-0,3-ap-northeast-1-0,6,1000000,F,5,20250112-224511,4466,2839,1204.0,253.0,94.0,54.0,0,0,674322,640712,26540.0,4425.0,1543.0,697.0,678788,,,,,,,,,,,29.0,0.0,49.0,0.0,0.0,13.0,0.0,36.0,0.0,0.0,311.0,0.0,636.0,0.0,0.0,75.0,0.0,140.0,0.0,0.0,0,0,0,0,0,436,0,872,3158,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,128,90,50000,30,,,,22.0,405.0,8.0,0.0,11.0,0.0,0.0,,,,,,,,,,
scalability/sunstorm/scalability-sunstorm-regions6-hot0-F-mr5-20250112-224511/2-eu-west-1-0,2-eu-west-1-0,6,1000000,F,5,20250112-224511,4494,2635,1382.0,295.0,109.0,49.0,0,0,686297,651984,27193.0,4438.0,1554.0,697.0,690791,,,,,,,,,,,20.0,0.0,67.0,0.0,0.0,13.0,0.0,28.0,0.0,0.0,294.0,0.0,624.0,0.0,0.0,54.0,0.0,161.0,0.0,0.0,0,0,0,0,0,386,0,890,3218,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,128,90,50000,30,,,,24.0,431.0,5.0,0.0,10.0,0.0,0.0,,,,,,,,,,
scalability/sunstorm/scalability-sunstorm-regions3-hot10000-F-mr0-20250112-231411/1-us-east-1-0,1-us-east-1-0,3,10000,F,0,20250112-231411,5086,5086,,,,,0,0,1215940,1215940,,,,,1221026,13510.353429246497,9.496002678174364,5.631,7.77,8.517,9.542,11.907,13.282,19.914,94.287,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,5086,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.496002678174364,5.631,7.77,8.517,9.542,11.907,13.282,19.914,94.287,,,,,,,,,,,,13533.0,,,1000,128,90,50000,30,,,,,,,,,,,,,,,,,,,,
scalability/sunstorm/scalability-sunstorm-regions3-hot10000-F-mr0-20250112-231411/3-ap-northeast-1-0,3-ap-northeast-1-0,3,10000,F,0,20250112-231411,5110,5110,,,,,0,0,1220600,1220600,,,,,1225710,13562.178894677234,9.45405005904121,5.603,7.742,8.483,9.523,11.761,13.01,17.648,99.913,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,5110,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.45405005904121,5.603,7.742,8.483,9.523,11.761,13.01,17.648,99.913,,,,,,,,,,,,13600.9,,,1000,128,90,50000,30,,,,,,,,,,,,,,,,,,,,
scalability/sunstorm/scalability-sunstorm-regions3-hot10000-F-mr0-20250112-231411/2-eu-west-1-0,2-eu-west-1-0,3,10000,F,0,20250112-231411,4741,4741,,,,,0,0,1200078,1200078,,,,,1204819,13334.15102633011,9.639811510268814,5.727,7.879,8.64,9.641,12.052,13.737,22.51252000000002,99.558,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,4741,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.639811510268814,5.727,7.879,8.64,9.641,12.052,13.737,22.51252000000002,99.558,,,,,,,,,,,,13357.2,,,1000,128,90,50000,30,,,,,,,,,,,,,,,,,,,,
scalability/sunstorm/scalability-sunstorm-regions3-hot10000-F-mr5-20250112-232613/1-us-east-1-0,1-us-east-1-0,3,10000,F,5,20250112-232613,19197,11748,5721.0,1728.0,,,0,0,808787,768840,34440.0,5507.0,,,827984,8986.464572554245,14.141934025863737,3.731,5.455,6.086,6.929,8.716,84.279,174.91746999999998,656.401,,,,,,,,,,,2461.0,0.0,1925.0,0.0,0.0,772.0,0.0,591.0,0.0,0.0,0,0,0,0,0,3233,0,2516,13448,0,149.22278916906612,80.692,87.495,159.898,167.6905,245.0544,316.9613999999999,405.86028,642.14,213.84661172828265,155.658,163.93849999999998,167.93,212.76749999999998,335.535,395.6425,519.5448000000006,656.401,,,,,,,,,,6.644638430321844,3.817,5.424,6.018,6.771,7.74,8.83,14.976,236.217,,,,,,,,,,382.6,62.9,8528.099999999999,,,1000,128,90,50000,30,,,,,,,,,,,,,,,,,,,,
scalability/sunstorm/scalability-sunstorm-regions3-hot10000-F-mr5-20250112-232613/3-ap-northeast-1-0,3-ap-northeast-1-0,3,10000,F,5,20250112-232613,21772,13327,6474.0,1971.0,,,0,0,634481,602965,27201.0,4315.0,,,656253,7049.730969787517,17.878670462622182,3.602,5.161,5.724,6.475,7.846,85.27199999999965,283.8767600000005,785.832,,,,,,,,,,,2371.0,0.0,2801.0,0.0,0.0,799.0,0.0,889.0,0.0,0.0,0,0,0,0,0,3170,0,3690,14912,0,232.8191539312175,152.777,163.024,214.79,221.103,378.33360000000005,431.303,593.6388400000002,760.073,300.5245889199255,211.548,217.362,220.4525,430.40225,447.9285,645.50125,665.6257500000003,785.832,,,,,,,,,,6.143754151234617,3.669,5.137,5.654,6.353,7.105,7.924,11.914,282.282,,,,,,,,,,304.4,49.3,6675.9,,,1000,128,90,50000,30,,,,,,,,,,,,,,,,,,,,
scalability/sunstorm/scalability-sunstorm-regions3-hot10000-F-mr5-20250112-232613/2-eu-west-1-0,2-eu-west-1-0,3,10000,F,5,20250112-232613,20765,12766,5955.0,2044.0,,,0,0,735518,699399,31021.0,5098.0,,,756283,8172.330346977584,15.466316749578606,3.572,5.097,5.621,6.378,7.716,81.807,223.96598,765.766,,,,,,,,,,,2541.0,0.0,2164.0,0.0,0.0,941.0,0.0,775.0,0.0,0.0,0,0,0,0,0,3482,0,2939,14344,0,182.23055104018607,81.081,86.883,213.841,218.37425,300.08050000000003,427.40875,516.3297,757.305,290.65038918387415,212.454,218.036,220.571,428.128,440.7844,643.5004,672.4250799999999,765.766,,,,,,,,,,6.041635222694189,3.653,5.072,5.565,6.239,7.005,7.805,11.816630000000005,303.441,,,,,,,,,,347.4,58.2,7783.6,,,1000,128,90,50000,30,,,,,,,,,,,,,,,,,,,,
scalability/sunstorm/scalability-sunstorm-regions6-hot0-F-mr0-20250112-224511/6-eu-central-1-0,6-eu-central-1-0,6,1000000,F,0,20250112-224511,2036,2036,,,,,0,0,1185462,1185462,,,,,1187498,13171.73984173709,9.742360891220786,5.769,7.954,8.736,9.763,12.104,13.605,22.699340000000085,283.851,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2036,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.742360891220786,5.769,7.954,8.736,9.763,12.104,13.605,22.699340000000085,283.851,,,,,,,,,,,,13165.0,,,1000,128,90,50000,30,,,,,,,,,,,,,,,,,,,,
scalability/sunstorm/scalability-sunstorm-regions6-hot0-F-mr0-20250112-224511/4-us-west-1-0,4-us-west-1-0,6,1000000,F,0,20250112-224511,2022,2022,,,,,0,0,1157762,1157762,,,,,1159784,12863.907455871327,10.007082202939525,6.21,8.269,8.999,9.902,12.201,14.564,21.833579999999607,109.374,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2022,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.007082202939525,6.21,8.269,8.999,9.902,12.201,14.564,21.833579999999607,109.374,,,,,,,,,,,,12901.900000000001,,,1000,128,90,50000,30,,,,,,,,,,,,,,,,,,,,
scalability/sunstorm/scalability-sunstorm-regions6-hot0-F-mr0-20250112-224511/1-us-east-1-0,1-us-east-1-0,6,1000000,F,0,20250112-224511,2226,2226,,,,,0,0,1243739,1243739,,,,,1245965,13819.171887750554,9.282782879013386,5.435,7.584,8.346,9.379,11.424,12.722,20.700179999999936,105.139,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2226,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.282782879013386,5.435,7.584,8.346,9.379,11.424,12.722,20.700179999999936,105.139,,,,,,,,,,,,13815.6,,,1000,128,90,50000,30,,,,,,,,,,,,,,,,,,,,
scalability/sunstorm/scalability-sunstorm-regions6-hot0-F-mr0-20250112-224511/5-ap-southeast-1-0,5-ap-southeast-1-0,6,1000000,F,0,20250112-224511,1791,1791,,,,,0,0,1086606,1086606,,,,,1088397,12073.286329070179,10.654814004302938,6.361,8.706,9.546,10.615,13.015,15.768,28.082399999999442,296.9,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1791,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.654814004302938,6.361,8.706,9.546,10.615,13.015,15.768,28.082399999999442,296.9,,,,,,,,,,,,12180.4,,,1000,128,90,50000,30,,,,,,,,,,,,,,,,,,,,
scalability/sunstorm/scalability-sunstorm-regions6-hot0-F-mr0-20250112-224511/3-ap-northeast-1-0,3-ap-northeast-1-0,6,1000000,F,0,20250112-224511,2258,2258,,,,,0,0,1236335,1236335,,,,,1238593,13736.99392376915,9.33461393182637,5.431,7.625,8.402,9.471,11.097,12.234,22.88211999999988,282.728,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2258,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.33461393182637,5.431,7.625,8.402,9.471,11.097,12.234,22.88211999999988,282.728,,,,,,,,,,,,13712.400000000001,,,1000,128,90,50000,30,,,,,,,,,,,,,,,,,,,,
scalability/sunstorm/scalability-sunstorm-regions6-hot0-F-mr0-20250112-224511/2-eu-west-1-0,2-eu-west-1-0,6,1000000,F,0,20250112-224511,2024,2024,,,,,0,0,1244153,1244153,,,,,1246177,13823.846803922008,9.292010723425523,5.581,7.633,8.359,9.31,11.505,13.031,17.802,100.098,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.292010723425523,5.581,7.633,8.359,9.31,11.505,13.031,17.802,100.098,,,,,,,,,,,,13795.1,,,1000,128,90,50000,30,,,,,,,,,,,,,,,,,,,,
scalability/sunstorm/scalability-sunstorm-regions4-hot10000-F-mr0-20250112-230512/4-us-west-1-0,4-us-west-1-0,4,10000,F,0,20250112-230512,4490,4490,,,,,0,0,1130715,1130715,,,,,1135205,12563.483781798786,10.25538992985508,6.381,8.486,9.231,10.147,12.635,15.147,23.61480000000028,96.779,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,4490,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.25538992985508,6.381,8.486,9.231,10.147,12.635,15.147,23.61480000000028,96.779,,,,,,,,,,,,12573.7,,,1000,128,90,50000,30,,,,,,,,,,,,,,,,,,,,
scalability/sunstorm/scalability-sunstorm-regions4-hot10000-F-mr0-20250112-230512/1-us-east-1-0,1-us-east-1-0,4,10000,F,0,20250112-230512,4977,4977,,,,,0,0,1215739,1215739,,,,,1220716,13508.075765144906,9.499874446958094,5.531,7.743,8.523,9.594,11.821,13.186,22.2821399999999,99.429,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,4977,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.499874446958094,5.531,7.743,8.523,9.594,11.821,13.186,22.2821399999999,99.429,,,,,,,,,,,,13501.8,,,1000,128,90,50000,30,,,,,,,,,,,,,,,,,,,,
scalability/sunstorm/scalability-sunstorm-regions4-hot10000-F-mr0-20250112-230512/3-ap-northeast-1-0,3-ap-northeast-1-0,4,10000,F,0,20250112-230512,4947,4947,,,,,0,0,1226382,1226382,,,,,1231329,13626.428664071169,9.409602877066687,5.497,7.699,8.464,9.547,11.657,12.91,21.931,101.835,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,4947,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.409602877066687,5.497,7.699,8.464,9.547,11.657,12.91,21.931,101.835,,,,,,,,,,,,13601.9,,,1000,128,90,50000,30,,,,,,,,,,,,,,,,,,,,
scalability/sunstorm/scalability-sunstorm-regions4-hot10000-F-mr0-20250112-230512/2-eu-west-1-0,2-eu-west-1-0,4,10000,F,0,20250112-230512,4874,4874,,,,,0,0,1209995,1209995,,,,,1214869,13444.335950172888,9.55728231401867,5.628,7.808,8.579,9.609,11.976,13.573,21.797439999999945,99.852,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,4874,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.55728231401867,5.628,7.808,8.579,9.609,11.976,13.573,21.797439999999945,99.852,,,,,,,,,,,,13457.0,,,1000,128,90,50000,30,,,,,,,,,,,,,,,,,,,,
scalability/sunstorm/scalability-sunstorm-regions3-hot0-F-mr5-20250108-060631/1-us-east-1-0,1-us-east-1-0,3,1000000,F,5,20250108-060631,4657,3083,1293.0,281.0,,,0,0,839894,797716,36300.0,5878.0,,,844551,,,,,,,,,,,,,,,,,,,,,431.0,0.0,629.0,0.0,0.0,113.0,0.0,124.0,0.0,0.0,0,0,0,0,0,544,0,753,3360,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,128,90,50000,30,,,,,,,,,,,,,,,,,,,,
scalability/sunstorm/scalability-sunstorm-regions3-hot0-F-mr5-20250108-060631/3-ap-northeast-1-0,3-ap-northeast-1-0,3,1000000,F,5,20250108-060631,5397,3675,1403.0,319.0,,,0,0,715639,679960,30625.0,5054.0,,,721036,,,,,,,,,,,,,,,,,,,,,314.0,0.0,868.0,0.0,0.0,93.0,0.0,194.0,0.0,0.0,0,0,0,0,0,407,0,1062,3928,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,128,90,50000,30,,,,,,,,,,,,,,,,,,,,
scalability/sunstorm/scalability-sunstorm-regions3-hot0-F-mr5-20250108-060631/2-eu-west-1-0,2-eu-west-1-0,3,1000000,F,5,20250108-060631,5197,3759,1215.0,223.0,,,0,0,767116,728372,33307.0,5437.0,,,772313,,,,,,,,,,,,,,,,,,,,,265.0,0.0,697.0,0.0,0.0,52.0,0.0,132.0,0.0,0.0,0,0,0,0,0,317,0,829,4051,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,128,90,50000,30,,,,,,,,,,,,,,,,,,,,
scalability/sunstorm/scalability-sunstorm-regions5-hot10000-F-mr0-20250108-135511/4-us-west-1-0,4-us-west-1-0,5,10000,F,0,20250108-135511,4806,4806,,,,,0,0,1184381,1184381,,,,,1189187,13159.735263552566,9.743948467535203,5.34,7.713,8.521,9.753,12.333,13.808,51.91659999999916,124.824,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,4806,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.743948467535203,5.34,7.713,8.521,9.753,12.333,13.808,51.91659999999916,124.824,,,,,,,,,,,,13581.0,,,1000,128,90,50000,30,,,,,,,,,,,,,,,,,,,,
scalability/sunstorm/scalability-sunstorm-regions5-hot10000-F-mr0-20250108-135511/1-us-east-1-0,1-us-east-1-0,5,10000,F,0,20250108-135511,4722,4722,,,,,0,0,1187759,1187759,,,,,1192481,13197.17082691793,9.711347767135234,5.203,7.637,8.492,9.755,12.102,13.639,63.1481399999999,115.239,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,4722,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.711347767135234,5.203,7.637,8.492,9.755,12.102,13.639,63.1481399999999,115.239,,,,,,,,,,,,13627.5,,,1000,128,90,50000,30,,,,,,,,,,,,,,,,,,,,
scalability/sunstorm/scalability-sunstorm-regions5-hot10000-F-mr0-20250108-135511/5-ap-southeast-1-0,5-ap-southeast-1-0,5,10000,F,0,20250108-135511,4351,4351,,,,,0,0,1107578,1107578,,,,,1111929,12306.325235252621,10.391,1.414,8.327,9.167,10.319,13.439,15.383,67.313,119.111,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,4351,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.008500000000002,1.629,8.2785,9.0585,10.0185,12.495000000000001,14.699,22.9105,90.0015,,,,,,,,,,,,12774.900000000001,,,1000,128,90,50000,30,,,,,,,,,,,,,,,,,,,,
scalability/sunstorm/scalability-sunstorm-regions5-hot10000-F-mr0-20250108-135511/3-ap-northeast-1-0,3-ap-northeast-1-0,5,10000,F,0,20250108-135511,5094,5094,,,,,0,0,1197995,1197995,,,,,1203089,13310.90189539147,9.604,1.118,7.593,8.407,9.599,12.169,13.69,45.605,278.462,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,5094,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.304,1.4729999999999999,7.5920000000000005,8.347,9.350000000000001,11.5725,13.1155,23.052999999999997,90.9405,,,,,,,,,,,,13727.6,,,1000,128,90,50000,30,,,,,,,,,,,,,,,,,,,,
scalability/sunstorm/scalability-sunstorm-regions5-hot10000-F-mr0-20250108-135511/2-eu-west-1-0,2-eu-west-1-0,5,10000,F,0,20250108-135511,4404,4404,,,,,0,0,1099699,1099699,,,,,1104103,12218.836374386488,10.498049337505153,5.824,8.316,9.178,10.445,13.48,15.226,68.07906000000075,125.455,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,4404,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.498049337505153,5.824,8.316,9.178,10.445,13.48,15.226,68.07906000000075,125.455,,,,,,,,,,,,12645.8,,,1000,128,90,50000,30,,,,,,,,,,,,,,,,,,,,
scalability/sunstorm/scalability-sunstorm-regions4-hot0-F-mr0-20250108-120519/4-us-west-1-0,4-us-west-1-0,4,1000000,F,0,20250108-120519,2006,2006,,,,,0,0,1143262,1143262,,,,,1145268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2006,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,128,90,50000,30,,,,,,,,,,,,,,,,,,,,
scalability/sunstorm/scalability-sunstorm-regions4-hot0-F-mr0-20250108-120519/1-us-east-1-0,1-us-east-1-0,4,1000000,F,0,20250108-120519,1961,1961,,,,,0,0,1147017,1147017,,,,,1148978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1961,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,128,90,50000,30,,,,,,,,,,,,,,,,,,,,
scalability/sunstorm/scalability-sunstorm-regions4-hot0-F-mr0-20250108-120519/3-ap-northeast-1-0,3-ap-northeast-1-0,4,1000000,F,0,20250108-120519,1903,1903,,,,,0,0,1143756,1143756,,,,,1145659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1903,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,128,90,50000,30,,,,,,,,,,,,,,,,,,,,
scalability/sunstorm/scalability-sunstorm-regions4-hot0-F-mr0-20250108-120519/2-eu-west-1-0,2-eu-west-1-0,4,1000000,F,0,20250108-120519,1927,1927,,,,,0,0,1154566,1154566,,,,,1156493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1927,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,128,90,50000,30,,,,,,,,,,,,,,,,,,,,
scalability/sunstorm/scalability-sunstorm-regions6-hot10000-F-mr5-20250112-225631/6-eu-central-1-0,6-eu-central-1-0,6,10000,F,5,20250112-225631,18926,11686,4509.0,1270.0,684.0,462.0,0,0,696761,662638,27166.0,4455.0,1447.0,657.0,715687,7741.716393134069,16.302664310026916,3.614,5.184,5.7,6.508,8.036,53.605,263.9791599999999,1197.804,225.0,0.0,324.0,0.0,0.0,143.0,0.0,241.0,0.0,0.0,1342.0,0.0,1899.0,0.0,0.0,406.0,0.0,563.0,0.0,0.0,0,0,0,0,0,2228,0,3159,13539,0,190.08685142014014,41.423,118.33250000000001,183.666,251.62075,306.61500000000007,402.67904999999985,548.63222,968.338,270.0447452702703,114.787,189.19025,252.96050000000002,276.5985,451.8648,524.75265,712.1877199999999,1023.389,377.06399999999996,184.231,260.375,271.209,517.517,704.3816,781.9667000000001,832.8363600000001,1197.804,6.174535223726155,3.692,5.159,5.641,6.372,7.218,8.144,11.556,349.094,331.6191100346021,177.9,206.319,265.219,449.939,543.0696,705.1289999999997,803.4172799999999,962.139,302.9,49.5,7321.1,16.5,8.0,1000,128,90,50000,30,,,,315.0,398.0,112.0,0.0,132.0,0.0,0.0,397.98068090452256,248.931,264.55825000000004,276.557,527.82475,765.5563,790.67625,832.8272399999997,856.515,4.9
scalability/sunstorm/scalability-sunstorm-regions6-hot10000-F-mr5-20250112-225631/4-us-west-1-0,4-us-west-1-0,6,10000,F,5,20250112-225631,19171,11378,4811.0,1378.0,765.0,469.0,0,0,742827,706056,29206.0,4762.0,1626.0,750.0,761998,8253.586171700003,15.31471404047925,3.315,4.851,5.379,6.149,7.889,79.94309999999986,217.47559000000007,877.992,255.0,0.0,327.0,0.0,0.0,168.0,0.0,205.0,0.0,0.0,1518.0,0.0,2049.0,0.0,0.0,459.0,0.0,595.0,0.0,0.0,0,0,0,0,0,2541,0,3341,13289,0,181.7705517691067,76.42,135.745,172.465,199.6125,290.3134,355.88849999999996,476.01383999999996,681.17,234.51382568421053,127.165,178.559,198.4155,230.438,389.7274,436.3378,595.0703600000005,818.624,291.34631543624164,174.808,203.108,213.652,395.567,475.8004,605.8299999999999,673.6589999999995,800.548,5.841957660074182,3.404,4.812,5.335,5.969,6.932,7.986,11.954,350.83,276.9485095384615,151.049,197.129,210.908,375.357,439.23220000000015,581.3178,660.9919199999999,857.046,326.9,53.5,7904.4,18.299999999999997,8.9,1000,128,90,50000,30,,,,370.0,427.0,141.0,0.0,165.0,0.0,0.0,318.0346267605634,188.336,206.11124999999998,217.692,414.63075000000003,604.125,637.784,694.0160000000001,877.992,5.2
scalability/sunstorm/scalability-sunstorm-regions6-hot10000-F-mr5-20250112-225631/1-us-east-1-0,1-us-east-1-0,6,10000,F,5,20250112-225631,42240,5999,25611.0,6303.0,2520.0,1153.0,0,0,361653,352948,8303.0,373.0,28.0,1.0,403893,4018.349152736533,13.883537342178473,3.179,4.44,4.835,5.477,6.214,7.34,379.21599999999745,1236.895,1887.0,0.0,538.0,0.0,0.0,877.0,0.0,228.0,0.0,0.0,18431.0,0.0,5918.0,0.0,0.0,4727.0,0.0,1335.0,0.0,0.0,0,0,0,0,0,26412,0,8163,7665,0,356.7011518311909,82.377,222.19075,313.515,482.09749999999997,612.0395,679.39975,797.2135000000002,1236.895,470.82126702997283,121.393,288.671,466.752,628.4115,758.6076,820.8906,930.7694399999999,991.734,296.529,296.529,296.529,296.529,296.529,296.529,296.529,296.529,296.529,5.309045950581825,3.218,4.43,4.816,5.416,6.036,6.613,9.03,757.319,718.164,337.68,593.2915,760.53,853.187,889.4383,908.51595,917.10406,919.144,157.4,25.299999999999997,3862.0,9.1,4.0,1000,128,90,50000,30,,,,654.0,,490.0,0.0,144.0,0.0,0.0,,,,,,,,,,2.3
