path,region,regions,hot,workload,mr,suffix,rejected,rejected.WorkloadF1,aborted,unexpected,completed,completed.WorkloadF1,total,ood_index_page.WorkloadF1,ood_table.WorkloadF1,ood_tuple.WorkloadF1,other_aborts.WorkloadF1,deadlock.WorkloadF1,ood_index_page,ood_table,ood_tuple,other_aborts,deadlock,avg,p0,p25,p50,p75,p90,p95,p99,p100,avg.WorkloadF1,p0.WorkloadF1,p25.WorkloadF1,p50.WorkloadF1,p75.WorkloadF1,p90.WorkloadF1,p95.WorkloadF1,p99.WorkloadF1,p100.WorkloadF1,throughput,throughput.WorkloadF1,scalefactor,terminals,time,rate,warmup,rejected.WorkloadF2,rejected.WorkloadF3,completed.WorkloadF2,completed.WorkloadF3,ood_index_page.WorkloadF3,ood_table.WorkloadF3,ood_tuple.WorkloadF3,other_aborts.WorkloadF3,deadlock.WorkloadF3,ood_index_page.WorkloadF2,ood_table.WorkloadF2,ood_tuple.WorkloadF2,other_aborts.WorkloadF2,deadlock.WorkloadF2,throughput.WorkloadF2,avg.WorkloadF2,p0.WorkloadF2,p25.WorkloadF2,p50.WorkloadF2,p75.WorkloadF2,p90.WorkloadF2,p95.WorkloadF2,p99.WorkloadF2,p100.WorkloadF2,throughput.WorkloadF3,avg.WorkloadF3,p0.WorkloadF3,p25.WorkloadF3,p50.WorkloadF3,p75.WorkloadF3,p90.WorkloadF3,p95.WorkloadF3,p99.WorkloadF3,p100.WorkloadF3,rejected.WorkloadF4,rejected.WorkloadF5,rejected.WorkloadF6,completed.WorkloadF4,completed.WorkloadF5,completed.WorkloadF6,throughput.WorkloadF6,avg.WorkloadF6,p0.WorkloadF6,p25.WorkloadF6,p50.WorkloadF6,p75.WorkloadF6,p90.WorkloadF6,p95.WorkloadF6,p99.WorkloadF6,p100.WorkloadF6,throughput.WorkloadF4,avg.WorkloadF4,p0.WorkloadF4,p25.WorkloadF4,p50.WorkloadF4,p75.WorkloadF4,p90.WorkloadF4,p95.WorkloadF4,p99.WorkloadF4,p100.WorkloadF4,throughput.WorkloadF5,avg.WorkloadF5,p0.WorkloadF5,p25.WorkloadF5,p50.WorkloadF5,p75.WorkloadF5,p90.WorkloadF5,p95.WorkloadF5,p99.WorkloadF5,p100.WorkloadF5,ood_index_page.WorkloadF6,ood_table.WorkloadF6,ood_tuple.WorkloadF6,other_aborts.WorkloadF6,deadlock.WorkloadF6,ood_index_page.WorkloadF4,ood_table.WorkloadF4,ood_tuple.WorkloadF4,other_aborts.WorkloadF4,deadlock.WorkloadF4,ood_index_page.WorkloadF5,ood_table.WorkloadF5,ood_tuple.WorkloadF5,other_aborts.WorkloadF5,deadlock.WorkloadF5
scalability/cockroach/scalability-cockroach-regions4-hot0-F-mr0-20250115-115918/4-us-west-1-0,4-us-west-1-0,4,1000000,F,0,20250115-115918,63,63,0,0,207108,207108,207171,0,0,0,0,0,0,0,0,63,0,55.880139515410555,20.601,41.687,52.08,65.7385,81.962,93.2985,118.60879999999999,436.832,55.880139515410555,20.601,41.687,52.08,65.7385,81.962,93.2985,118.60879999999999,436.832,2301.1922654882455,2314.3999999999996,1000,128,90,50000,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability/cockroach/scalability-cockroach-regions4-hot0-F-mr0-20250115-115918/1-us-east-1-0,1-us-east-1-0,4,1000000,F,0,20250115-115918,31,31,0,0,134313,134313,134344,0,0,0,0,0,0,0,0,31,0,86.44888152298503,18.513,45.82375,59.322,81.89625000000001,116.74890000000002,141.31209999999993,243.94120999999865,15038.45,86.44888152298503,18.513,45.82375,59.322,81.89625000000001,116.74890000000002,141.31209999999993,243.94120999999865,15038.45,1492.359475235082,1520.5,1000,128,90,50000,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability/cockroach/scalability-cockroach-regions4-hot0-F-mr0-20250115-115918/3-ap-northeast-1-0,3-ap-northeast-1-0,4,1000000,F,0,20250115-115918,64,64,0,0,218244,218244,218308,0,0,0,0,0,0,0,0,64,0,53.21964859390172,20.853,40.862,50.779,62.652,76.431,86.29,106.97380000000007,187.77,53.21964859390172,20.853,40.862,50.779,62.652,76.431,86.29,106.97380000000007,187.77,2424.9060345764415,2390.4,1000,128,90,50000,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability/cockroach/scalability-cockroach-regions4-hot0-F-mr0-20250115-115918/2-eu-west-1-0,2-eu-west-1-0,4,1000000,F,0,20250115-115918,55,55,0,0,180737,180737,180792,0,0,0,0,0,0,0,0,55,0,64.04596254752744,24.576,48.221,59.754,74.542,93.987,108.4951999999999,140.75934,711.334,64.04596254752744,24.576,48.221,59.754,74.542,93.987,108.4951999999999,140.75934,711.334,2008.1829872630392,2092.1,1000,128,90,50000,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability/cockroach/scalability-cockroach-regions6-hot10000-F-mr5-20250115-110120/6-eu-central-1-0,6-eu-central-1-0,6,10000,F,5,20250115-110120,136,44,0,0,123476,117415,123612,0,0,0,0,0,0,0,0,136,0,91.03572986086802,11.268,18.82,22.009,26.235,34.55940000000001,297.6051999999991,1912.4045999999985,4151.533,30.400004033190328,11.557,18.663,21.696,25.42,30.199,35.278,66.45779999999989,2750.218,1371.944288081994,1317.3,1000,128,90,50000,30,40.0,23.0,4887.0,733.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.1,1205.6553371679563,178.403,653.533,1129.832,1692.975,2054.592,2496.923,2946.7232,4001.08,8.3,1501.3983576437588,416.611,1024.849,1447.147,1884.016,2366.7068000000004,2645.5812,3063.3514,4151.533,8.0,14.0,7.0,259.0,111.0,71.0,0.8,2006.0180625,1202.589,1776.9765,1995.2115,2177.15725,2377.6502,2692.688899999999,2912.23275,2951.277,2.8,1822.1411902834009,767.904,1463.589,1826.135,2176.891,2442.5086,2626.8426,3049.260539999999,3481.317,1.2,1872.3911775700935,994.345,1590.7135,1800.614,2208.7115,2444.7437999999997,2534.1842,2866.15708,3203.752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scalability/cockroach/scalability-cockroach-regions6-hot10000-F-mr5-20250115-110120/4-us-west-1-0,4-us-west-1-0,6,10000,F,5,20250115-110120,136,44,0,0,128021,121712,128157,0,0,0,0,0,0,0,0,136,0,88.27909514311517,11.323,18.803,21.936,26.093,34.81960000000001,569.5247999999996,1645.0245999999943,3950.27,30.119700799048083,11.641,18.646,21.63,25.285,30.128399999999996,35.521199999999986,226.01849999999982,2752.158,1422.4441905583765,1351.5,1000,128,90,50000,30,37.0,34.0,5006.0,795.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.8,1151.5463221971715,313.856,763.0635,1171.056,1433.9715,1704.7794,1910.2091,2248.1231200000016,3950.27,9.399999999999999,1442.3052775616086,636.71,1163.4115000000002,1420.306,1673.551,1961.859,2138.8175,2530.2486999999996,3688.882,8.0,6.0,7.0,294.0,131.0,83.0,0.9,1763.0344210526314,1153.515,1502.489,1691.3755,1949.81275,2323.2535,2516.201,2642.9894999999997,2657.532,3.2,1723.8603028169014,872.291,1423.50725,1720.2045,1983.568,2200.3806,2373.793749999999,2572.3117400000024,3312.983,1.4,1676.9360487804877,943.016,1441.3249999999998,1646.286,1892.3815,2093.8726,2323.9423999999995,2721.80348,2768.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scalability/cockroach/scalability-cockroach-regions6-hot10000-F-mr5-20250115-110120/1-us-east-1-0,1-us-east-1-0,6,10000,F,5,20250115-110120,157,53,0,0,133091,126363,133248,0,0,0,0,0,0,0,0,157,0,84.57532307541345,10.35,18.311,21.668,26.463,37.369000000000014,501.3649999999991,1658.55644,4354.667,29.22090296875373,10.721,18.139,21.315,25.466,31.347800000000003,37.923,75.23008000000004,2847.845,1478.7757643925015,1383.8000000000002,1000,128,90,50000,30,45.0,32.0,5357.0,863.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.1,1057.894771611929,253.346,630.99325,836.0895,1452.5215,1934.2548,2352.9105,2780.67614,4354.667,9.7,1322.5741588235296,341.195,872.51775,1266.8629999999998,1673.6455,2082.3973,2313.664399999999,2721.87411,3347.182,12.0,9.0,6.0,290.0,154.0,64.0,0.8,1687.9578360655735,982.114,1432.258,1695.072,1906.688,2148.513,2306.216,2633.3347999999996,2777.801,3.2,1626.8638500000002,650.663,1228.03325,1584.7975000000001,2001.563,2283.1164000000003,2481.8321000000005,2902.6123199999997,3699.604,2.1,1599.9958133333334,796.72,1286.286,1529.0095000000001,1875.99675,2241.3541999999998,2364.640649999999,2664.1314699999994,3427.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scalability/cockroach/scalability-cockroach-regions6-hot10000-F-mr5-20250115-110120/5-ap-southeast-1-0,5-ap-southeast-1-0,6,10000,F,5,20250115-110120,178,54,0,0,108552,103233,108730,0,0,0,0,0,0,0,0,178,0,102.82757218651157,10.203,16.081,18.507,21.561500000000002,26.931,640.4214999999999,2036.144199999999,5060.829,28.63283005502868,10.424,15.962,18.276,20.984,24.164900000000006,27.394,221.6404199999995,3685.919,1206.1327820100387,1160.5,1000,128,90,50000,30,55.0,23.0,4261.0,664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.6,1474.3405860566447,485.844,1120.5185000000001,1525.767,1913.191,2156.678,2385.529,2871.120899999999,5060.829,7.6,1856.840704402516,808.286,1493.992,1806.6965,2176.08625,2486.4390000000003,2759.809,3093.9970999999987,3589.609,27.0,9.0,10.0,240.0,102.0,52.0,0.6,2247.712576923077,1352.536,1867.59625,2237.277,2617.2962500000003,2857.8405999999995,3058.7672499999994,3819.620280000002,4325.118,2.8,2257.7612466960354,1235.587,1908.4045,2264.269,2532.1115,2930.4321999999997,3122.7759999999994,3346.3901200000005,4334.2,1.2,2161.6856800000005,1403.89,1835.10725,2104.5065,2421.7345,2808.9391,3047.4835,3329.08516,3347.614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scalability/cockroach/scalability-cockroach-regions6-hot10000-F-mr5-20250115-110120/3-ap-northeast-1-0,3-ap-northeast-1-0,6,10000,F,5,20250115-110120,194,53,0,0,113859,108320,114053,0,0,0,0,0,0,0,0,194,0,97.9587437744119,10.35,16.705,19.349,22.74975,29.641900000000007,633.7839999999999,2053.87121,5152.395,29.17485770170695,10.619,16.578,19.097,22.093,25.986199999999997,30.34,190.77163999999885,3196.121,1265.0886121502358,1214.5,1000,128,90,50000,30,64.0,37.0,4382.0,732.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,1357.4621916223098,280.961,777.556,1298.812,1806.451,2206.87,2509.442,2962.2650000000003,5152.395,8.600000000000001,1706.036858345021,618.244,1290.204,1633.583,2092.775,2479.742800000001,2709.5332,3418.1521199999997,4679.992,17.0,15.0,8.0,257.0,104.0,64.0,0.8,2004.0456612903224,1042.643,1666.29175,2069.2960000000003,2296.583,2609.4094,2836.4190499999995,2918.28351,3012.9,3.0,2091.541372469636,1040.267,1719.0055,2088.836,2453.5585,2714.8666,2959.9263999999994,3571.6414999999984,4010.856,1.4,2153.739288659794,1216.148,1848.112,2085.339,2401.095,2714.5286,3007.0011999999992,3774.4302399999997,3801.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scalability/cockroach/scalability-cockroach-regions6-hot10000-F-mr5-20250115-110120/2-eu-west-1-0,2-eu-west-1-0,6,10000,F,5,20250115-110120,133,46,0,0,122936,116806,123069,0,0,0,0,0,0,0,0,133,0,91.89334107588463,13.049,22.649,26.856,32.369,42.28320000000001,297.0123999999998,1811.1305999999995,4963.965,34.5993138871657,13.389,22.429,26.436500000000002,31.29,37.255,42.91384999999999,74.51569999999995,3178.894,1365.95523202147,1298.1,1000,128,90,50000,30,44.0,15.0,4877.0,785.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,1115.1883617463616,107.225,504.27774999999997,1158.1860000000001,1666.80925,2039.5507,2209.44855,2609.64904,4807.258,8.8,1418.541705729167,400.345,1006.1965,1385.4665,1869.78625,2186.8238000000006,2419.6178,2706.52563,2910.956,7.0,10.0,11.0,261.0,137.0,70.0,0.8,1681.0865373134327,697.628,1325.0275000000001,1668.745,1997.339,2233.434,2381.1746999999996,3423.9889800000083,4963.965,2.8,1686.6008755020082,719.18,1313.983,1631.641,2016.119,2448.521,2587.91,2922.64156,3089.285,1.7000000000000002,1680.5377938931297,839.621,1360.1435000000001,1659.796,1992.3645000000001,2265.759,2410.6594999999998,2598.3206,2618.611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scalability/cockroach/scalability-cockroach-regions4-hot0-F-mr5-20250115-115918/4-us-west-1-0,4-us-west-1-0,4,1000000,F,5,20250115-115918,29,14,0,0,138591,131713,138620,0,0,0,0,0,0,0,0,29,0,82.37892141245766,11.407,18.891,22.05,26.1815,33.944,332.0613999999781,1584.3091200000006,2853.946,24.827183722404218,11.717,18.738,21.727,25.365,29.908,34.47639999999999,54.19295999999989,2425.588,1539.8941426191,1467.6999999999998,1000,128,90,50000,30,14.0,,5602.0,937.0,,,,,,0.0,0.0,0.0,0.0,0.0,61.9,1139.8144074821198,334.442,764.611,1170.364,1422.359,1688.9274,1926.6048,2231.69996,2539.191,10.7,1449.849841163311,673.519,1176.66175,1418.2495,1687.91075,1970.7884000000001,2136.1832499999996,2342.140899999997,2676.556,1.0,,,339.0,,,,,,,,,,,,,3.9,1698.0038830769233,949.473,1438.834,1687.398,1936.921,2133.9208000000003,2317.2832000000003,2583.45508,2853.946,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
scalability/cockroach/scalability-cockroach-regions4-hot0-F-mr5-20250115-115918/1-us-east-1-0,1-us-east-1-0,4,1000000,F,5,20250115-115918,27,17,0,0,143904,136804,143931,0,0,0,0,0,0,0,0,27,0,79.2330451688951,10.225,19.539,23.544,29.691,42.5578,260.7715999999992,1599.8717199999996,3092.36,26.375725348598266,10.676,19.347,23.145,28.39,36.136,43.351,64.55446000000003,2780.09,1598.9187867610583,1525.1,1000,128,90,50000,30,7.0,2.0,5813.0,962.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.2,1051.7116843848032,252.969,631.91275,837.363,1333.7507500000002,1939.1867,2363.3239,2789.83967,3061.853,11.2,1296.7094261603374,401.498,902.5675,1199.1295,1604.3525,1999.2958000000003,2267.16955,2574.36231,2731.438,1.0,,,325.0,,,,,,,,,,,,,3.5,1559.114722741433,617.119,1185.05,1536.171,1902.129,2165.143,2454.122,2670.1008,3092.36,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
scalability/cockroach/scalability-cockroach-regions4-hot0-F-mr5-20250115-115918/3-ap-northeast-1-0,3-ap-northeast-1-0,4,1000000,F,5,20250115-115918,26,12,0,0,122996,116685,123022,0,0,0,0,0,0,0,0,26,0,92.57166111511026,10.147,16.362,18.96,22.25725,27.892,493.50839999999965,2047.4970600000001,3883.496,21.15275579058152,10.39,16.218,18.698,21.601,25.02,28.09,42.6918,2710.771,1366.6116922817337,1307.6999999999998,1000,128,90,50000,30,9.0,4.0,5172.0,820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.9,1352.9439740718915,277.713,776.0195,1309.205,1803.461,2204.996,2503.8485,2954.5731000000005,3876.577,9.399999999999999,1696.7304060529634,630.569,1277.194,1656.853,2087.402,2448.4664000000002,2664.6954,3075.9117600000004,3883.496,1.0,,,319.0,,,,,,,,,,,,,3.5999999999999996,1999.1085480769234,964.727,1632.65375,1991.0749999999998,2355.19575,2654.3571,2895.1228,3204.79718,3352.484,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
scalability/cockroach/scalability-cockroach-regions4-hot0-F-mr5-20250115-115918/2-eu-west-1-0,2-eu-west-1-0,4,1000000,F,5,20250115-115918,37,16,0,0,135050,128391,135087,0,0,0,0,0,0,0,0,37,0,84.42619747448411,13.472,22.916,27.0335,32.313,41.4191,133.15759999999707,1805.8526199999997,3700.612,29.15614004987218,13.81,22.710250000000002,26.625,31.309,36.902,42.0345,59.8695,2386.927,1500.5381251379674,1417.9,1000,128,90,50000,30,16.0,4.0,5484.0,841.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,1095.573934738399,107.112,496.688,1158.467,1660.146,2033.7830000000001,2211.973,2608.8021599999997,3700.612,9.2,1389.0171585956416,343.97,928.274,1368.925,1754.9795,2183.142,2368.71625,2773.11075,3592.784,1.0,,,334.0,,,,,,,,,,,,,3.9,1637.8198159509202,650.875,1291.12625,1632.8305,1949.924,2274.259,2512.99,2880.138,3117.851,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
scalability/cockroach/scalability-cockroach-regions3-hot10000-F-mr0-20250115-123016/1-us-east-1-0,1-us-east-1-0,3,10000,F,0,20250115-123016,84,84,0,0,207613,207613,207697,0,0,0,0,0,0,0,0,84,0,55.84609678079688,23.235,43.515,53.408,65.061,78.60860000000001,89.02959999999997,110.97804000000004,203.53,55.84609678079688,23.235,43.515,53.408,65.061,78.60860000000001,89.02959999999997,110.97804000000004,203.53,2306.7924314749316,2306.3,1000,128,90,50000,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability/cockroach/scalability-cockroach-regions3-hot10000-F-mr0-20250115-123016/3-ap-northeast-1-0,3-ap-northeast-1-0,3,10000,F,0,20250115-123016,85,85,0,0,209385,209385,209470,0,0,0,0,0,0,0,0,85,0,55.40346936267988,23.151,43.227,52.902,64.421,78.16560000000001,88.342,109.8561200000001,204.861,55.40346936267988,23.151,43.227,52.902,64.421,78.16560000000001,88.342,109.8561200000001,204.861,2326.4969230785696,2340.1,1000,128,90,50000,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability/cockroach/scalability-cockroach-regions3-hot10000-F-mr0-20250115-123016/2-eu-west-1-0,2-eu-west-1-0,3,10000,F,0,20250115-123016,81,81,0,0,180525,180525,180606,0,0,0,0,0,0,0,0,81,0,64.22752634469462,24.647,48.81,60.766,75.695,93.22369999999998,105.74984999999995,132.33030999999997,272.859,64.22752634469462,24.647,48.81,60.766,75.695,93.22369999999998,105.74984999999995,132.33030999999997,272.859,2005.831750420064,2014.3,1000,128,90,50000,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability/cockroach/scalability-cockroach-regions5-hot10000-F-mr5-20250115-112656/4-us-west-1-0,4-us-west-1-0,5,10000,F,5,20250115-112656,112,49,0,0,129032,122577,129144,0,0,0,0,0,0,0,0,112,0,87.85594953667261,11.46,18.804,21.878,25.891,34.062,570.7185,1639.2574999999972,3212.405,28.95494828392943,11.769,18.6495,21.575,25.09,29.669,34.59419999999999,145.76817999999926,2610.911,1433.681550271278,1359.0,1000,128,90,50000,30,27.0,19.0,5225.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.9,1156.7402015336215,431.044,766.4615,1174.788,1429.421,1718.799,1919.57775,2258.0108999999998,3212.405,8.5,1442.5256563706564,629.512,1161.116,1428.103,1728.861,2002.6662,2169.8561999999997,2422.88872,2673.035,10.0,7.0,,294.0,136.0,,,,,,,,,,,,3.3,1700.5443591549295,846.863,1387.16825,1674.246,1969.85275,2236.4435000000003,2435.0813999999996,2683.455530000002,3152.681,1.6,1710.366789473684,914.734,1401.934,1720.389,1975.159,2184.0068,2356.165,2693.0544800000002,3122.329,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scalability/cockroach/scalability-cockroach-regions5-hot10000-F-mr5-20250115-112656/1-us-east-1-0,1-us-east-1-0,5,10000,F,5,20250115-112656,122,48,0,0,137693,130872,137815,0,0,0,0,0,0,0,0,122,0,81.95730598447845,10.573,18.15,21.347,25.707,33.869,492.54449999999997,1614.324299999993,4376.305,28.398260318924113,10.886,17.983,21.021,24.843,29.684,34.41959999999998,59.407639999999404,2908.703,1529.9181716958662,1451.9,1000,128,90,50000,30,33.0,15.0,5444.0,940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.8,1048.6567026374441,250.467,631.86575,834.1355000000001,1405.8922499999999,1934.5504999999998,2358.8565,2789.20512,4376.305,10.4,1303.6276136363638,400.356,895.643,1218.433,1645.35725,1998.3856,2299.4547,2840.8432199999966,3249.704,14.0,12.0,,301.0,136.0,,,,,,,,,,,,3.3,1618.5458892733564,749.011,1310.574,1589.365,1911.51,2222.2212,2400.163999999998,2705.7154800000003,3418.349,1.6,1570.8589545454545,710.931,1255.09125,1490.9544999999998,1912.0185000000001,2221.8296,2337.56795,2623.8680099999997,3243.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scalability/cockroach/scalability-cockroach-regions5-hot10000-F-mr5-20250115-112656/5-ap-southeast-1-0,5-ap-southeast-1-0,5,10000,F,5,20250115-112656,111,42,0,0,111415,105937,111526,0,0,0,0,0,0,0,0,111,0,101.03054094494591,10.213,16.034,18.457,21.44,26.448600000000006,636.0716,2028.5199199999997,4551.54,27.30273937555856,10.416,15.914,18.2275,20.894,23.911,26.841,80.26905000000068,2587.405,1237.9331641498661,1179.6,1000,128,90,50000,30,31.0,21.0,4432.0,703.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.4,1511.7673181266684,501.645,1131.184,1529.065,1922.977,2207.869,2377.698,2807.6662000000006,4551.54,7.9,1814.448951683748,763.176,1416.089,1781.515,2151.6965,2504.1594000000005,2797.669799999999,3186.560159999998,4056.114,12.0,5.0,,227.0,116.0,,,,,,,,,,,,2.5,2222.1809859813084,1209.781,1906.96675,2158.0755,2544.0125,2852.5488,2966.54775,3530.0950600000006,4006.384,1.2999999999999998,2189.4626944444444,1162.813,1840.89525,2147.871,2429.02075,2828.1661,2987.4368999999997,3615.0770499999967,4513.26,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scalability/cockroach/scalability-cockroach-regions5-hot10000-F-mr5-20250115-112656/3-ap-northeast-1-0,3-ap-northeast-1-0,5,10000,F,5,20250115-112656,127,52,0,0,118754,112925,118881,0,0,0,0,0,0,0,0,127,0,94.77122151303243,10.26,16.155,18.615,21.651,27.08,596.6412999999923,2048.59452,4919.348,25.94737846587413,10.492,16.034,18.38,21.064,24.275,27.544,60.182360000000244,2880.159,1319.4765800783073,1269.1,1000,128,90,50000,30,33.0,18.0,4670.0,804.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.5,1350.2765011938354,280.968,777.409,1299.076,1805.231,2206.6064,2503.1319,2954.7798199999997,3930.708,9.0,1714.9714617380025,613.663,1302.617,1655.141,2117.944,2487.995,2624.7815,3066.228899999993,3986.996,18.0,6.0,,245.0,110.0,,,,,,,,,,,,3.0,2077.022804255319,1020.079,1712.453,2071.288,2394.7830000000004,2704.6425999999997,2975.5275,3444.19928,4068.374,1.4,2103.2542897196263,991.328,1682.5525,2116.882,2482.4984999999997,2691.8424,2927.6113999999993,3519.7614799999988,4919.348,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scalability/cockroach/scalability-cockroach-regions5-hot10000-F-mr5-20250115-112656/2-eu-west-1-0,2-eu-west-1-0,5,10000,F,5,20250115-112656,152,57,0,0,123406,117201,123558,0,0,0,0,0,0,0,0,152,0,91.38538059695412,12.921,22.174,26.193,31.4615,40.89520000000001,293.0787999999998,1812.2785000000001,4158.993,33.77714634606966,13.241,21.967,25.799,30.45,36.085,41.400999999999996,68.95610000000059,3112.709,1371.173363666015,1307.2,1000,128,90,50000,30,55.0,20.0,5038.0,786.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.6,1119.780916918125,105.85,500.6245,1169.701,1666.8225,2032.785,2211.475,2610.4928,4158.993,8.8,1402.7123671874997,342.092,933.29725,1395.0285,1836.09725,2166.9596000000006,2373.7004999999995,2828.7663700000044,3582.4,12.0,8.0,,267.0,114.0,,,,,,,,,,,,3.0,1721.126282442748,661.624,1332.6857499999999,1715.7205,2100.92,2418.9514999999997,2563.0744,2863.19312,3492.086,1.2999999999999998,1678.2648037383178,842.498,1400.7885,1679.467,1926.779,2190.4808,2527.096999999999,2605.60972,2880.418,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scalability/cockroach/scalability-cockroach-regions5-hot0-F-mr5-20250115-112656/4-us-west-1-0,4-us-west-1-0,5,1000000,F,5,20250115-112656,31,10,0,0,135007,128247,135038,0,0,0,0,0,0,0,0,31,0,84.55102740552131,11.575,19.652,23.108,27.672,36.0225,434.8135,1584.4956500000005,7245.278,25.627305256307725,11.91,19.479,22.7605,26.763,31.83780000000002,36.49695,53.86330999999996,3913.725,1500.0665220286296,1445.4,1000,128,90,50000,30,16.0,3.0,5452.0,854.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.9,1157.51867595032,324.385,765.8905,1175.0885,1433.6315,1688.8404,1910.1744999999999,2266.89368,7245.278,9.399999999999999,1425.4431224489797,620.211,1136.602,1408.011,1671.841,1949.594,2147.86,2534.177559999999,6502.739,2.0,,,300.0,154.0,,,,,,,,,,,,3.2,1688.7003772241992,869.382,1421.793,1671.799,1935.581,2220.56,2310.229,2805.394399999999,3507.781,1.6,1660.742075862069,853.966,1377.942,1580.049,1887.694,2180.7758,2326.840599999999,2831.617160000001,6035.542,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
