path,region,suffix,rejected,rejected.NewOrder,rejected.Payment,rejected.Delivery,rejected.StockLevel,aborted,aborted.NewOrder,unexpected,completed,completed.NewOrder,completed.Payment,completed.OrderStatus,completed.Delivery,completed.StockLevel,total,scalefactor,terminals,time,rate,warmup,throughput,avg,p0,p25,p50,p75,p90,p95,p99,p100,avg.StockLevel,p0.StockLevel,p25.StockLevel,p50.StockLevel,p75.StockLevel,p90.StockLevel,p95.StockLevel,p99.StockLevel,p100.StockLevel,avg.NewOrder,p0.NewOrder,p25.NewOrder,p50.NewOrder,p75.NewOrder,p90.NewOrder,p95.NewOrder,p99.NewOrder,p100.NewOrder,avg.Delivery,p0.Delivery,p25.Delivery,p50.Delivery,p75.Delivery,p90.Delivery,p95.Delivery,p99.Delivery,p100.Delivery,avg.Payment,p0.Payment,p25.Payment,p50.Payment,p75.Payment,p90.Payment,p95.Payment,p99.Payment,p100.Payment,avg.OrderStatus,p0.OrderStatus,p25.OrderStatus,p50.OrderStatus,p75.OrderStatus,p90.OrderStatus,p95.OrderStatus,p99.OrderStatus,p100.OrderStatus,throughput.Payment,throughput.OrderStatus,ood_index_page.Delivery,ood_table.Delivery,ood_tuple.Delivery,other_aborts.Delivery,deadlock.Delivery,ood_index_page.Payment,ood_table.Payment,ood_tuple.Payment,other_aborts.Payment,deadlock.Payment,ood_index_page.StockLevel,ood_table.StockLevel,ood_tuple.StockLevel,other_aborts.StockLevel,deadlock.StockLevel,ood_index_page.NewOrder,ood_table.NewOrder,ood_tuple.NewOrder,other_aborts.NewOrder,deadlock.NewOrder,ood_index_page,ood_table,ood_tuple,other_aborts,deadlock,throughput.StockLevel,throughput.NewOrder,throughput.Delivery,unexpected.NewOrder
tpcc/aurora/tpcc-100-aurora-terminals100-20240619-223111/2-eu-west-1-0,2-eu-west-1-0,20240619-223111,0,,,,,3,3.0,0,824,346.0,369,35.0,26.0,48.0,827,100,100,60,50000,0,13.733134869850304,6013.453762711864,561.818,2013.73875,4701.394,8512.08725,13499.574,17093.24425,25480.98375,31683.165,737.0875208333333,561.818,564.17875,566.999,583.301,1066.5716,1896.1079999999986,2684.8446300000005,3050.115,10045.186083094555,4779.426,6732.173,8794.579,11281.059,17172.177199999995,20500.1044,25732.625439999996,26446.896,18556.3195,15477.495,15560.31925,15641.6095,15758.26125,30796.9924,31235.20495,31587.85622,31683.165,2507.4088661202186,1374.561,2007.7545,2025.2995,2139.4325,4710.75,5565.697749999999,6652.4793,7217.151,1017.8749428571429,840.491,843.155,846.757,880.973,1298.635600000001,2243.460099999999,2745.027559999999,2828.911,5.8,0.7,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.8,7.5,0.8,
tpcc/aurora/tpcc-100-aurora-terminals20-20240619-223111/1-us-east-1-0,1-us-east-1-0,20240619-223111,4771,4019.0,750.0,2.0,,377,377.0,0,86549,38706.0,37390,3459.0,3515.0,3479.0,91697,100,20,60,50000,0,1442.4670402834554,13.761682464074195,0.908,5.095,11.052,18.319,27.32,33.743849999999995,58.331250000000104,241.527,6.909873526875539,2.267,3.2405,3.776,6.6045,16.22200000000002,22.900399999999998,37.6283399999999,94.054,19.731423560623455,5.367,13.562,17.369,22.454,30.805,37.286,58.861,165.555,36.69336870554765,22.243,27.24,30.451,39.7445,59.187799999999996,68.9019,90.88862000000006,136.825,7.1153841473178545,3.309,4.634,5.371,7.78275,11.301199999999998,14.194549999999996,24.000339999999966,241.527,1.6915880312228966,0.908,1.209,1.354,1.658,2.291800000000001,3.243799999999993,6.582140000000009,80.107,631.5,60.099999999999994,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,750.0,0.0,,,,,,0.0,0.0,0.0,4019.0,0.0,0,0,0,4771,0,59.2,675.9,60.3,
tpcc/aurora/tpcc-100-aurora-terminals20-20240619-223111/3-ap-northeast-1-0,3-ap-northeast-1-0,20240619-223111,0,,,,,1,1.0,0,38,15.0,19,4.0,,,39,100,20,60,50000,0,0.6333301453499363,20395.894512820512,1568.248,3996.76,11673.69,39811.247,48805.86400000001,51909.813,53725.12562,53765.539,,,,,,,,,,42110.336500000005,20968.827,34446.595,46621.5025,48870.614,52687.313,53685.77575,53749.58635,53765.539,,,,,,,,,,5757.794789473684,3828.891,3890.316,4014.141,4374.8515,11937.5234,12772.6225,13085.4013,13163.596,3069.10025,1568.248,1578.16075,2968.0665,4459.005999999999,4646.8144,4709.4172,4759.4994400000005,4772.02,0.30000000000000004,0.4,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,1.6,,
tpcc/aurora/tpcc-100-aurora-terminals20-20240619-223111/2-eu-west-1-0,2-eu-west-1-0,20240619-223111,0,,,,,2,2.0,0,143,67.0,61,7.0,2.0,6.0,145,100,20,60,50000,0,2.3833005095256743,6118.883779310345,563.29,2014.581,5290.274,8469.011,10615.9448,14875.929399999986,26546.051600000003,27412.231,608.122,563.29,564.49675,566.0595000000001,574.05875,694.573,753.5975,800.8171,812.622,9348.912623188406,4818.49,6108.883,8239.463,10021.897,13989.080600000001,23200.135399999996,27304.510159999998,27412.231,20662.982,15680.706,18171.844,20662.982,23154.120000000003,24648.8028,25147.0304,25545.61248,25645.258,2985.217491803279,1995.424,2005.203,2015.659,2071.239,7745.127,8724.649,11167.942999999996,12780.59,2155.744857142857,841.005,846.1135,854.072,3216.027,4557.444600000001,4914.150299999999,5199.514859999999,5270.856,1.0,0.2,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.2,2.0,0.2,
tpcc/aurora/tpcc-100-aurora-terminals10-20240619-223111/1-us-east-1-0,1-us-east-1-0,20240619-223111,925,797.0,128.0,,,251,251.0,0,61325,27301.0,26670,2487.0,2406.0,2461.0,62501,100,10,60,50000,0,1022.0727965804589,9.732920051956487,0.818,4.12725,7.769,14.165,18.661,22.846549999999997,29.78211,96.033,3.5878130841121494,2.012,2.799,3.181,3.816,4.836,5.923,9.814800000000021,26.56,14.35666837197489,4.684,11.088,13.796,16.648,19.6,22.005,29.007600000000007,96.033,26.099092269326682,19.583,23.20875,25.079,27.79325,31.128,33.57575,42.37024999999999,85.16,4.837375670103092,2.914,3.84,4.344,5.175,6.3342000000000045,7.469799999999996,11.597859999999983,95.571,1.2486485725774026,0.818,1.049,1.137,1.3014999999999999,1.595,1.8417,2.709299999999994,17.39,462.5,40.6,,,,,,0.0,0.0,0.0,128.0,0.0,,,,,,0.0,0.0,0.0,797.0,0.0,0,0,0,925,0,42.0,474.8,41.099999999999994,
tpcc/aurora/tpcc-100-aurora-terminals10-20240619-223111/3-ap-northeast-1-0,3-ap-northeast-1-0,20240619-223111,0,,,,,0,,0,15,5.0,10,,,,15,100,10,60,50000,0,0.24999626447248416,24552.972666666665,8294.139,9024.199499999999,18525.415,39778.7555,51521.8796,53334.9208,55026.83536,55449.814,,,,,,,,,,47519.55099999999,31107.101,48450.41,50161.892,52428.538,54241.3036,54845.5588,55328.96296,55449.814,,,,,,,,,,13069.683499999997,8294.139,8478.6125,10187.9635,17804.1495,19595.9314,21318.042699999995,22695.73174,23040.154,,,,,,,,,,0.30000000000000004,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,0.5,,
tpcc/aurora/tpcc-100-aurora-terminals10-20240619-223111/2-eu-west-1-0,2-eu-west-1-0,20240619-223111,0,,,,,1,1.0,0,69,36.0,26,2.0,1.0,4.0,70,100,10,60,50000,0,1.149994616146872,6553.850128571429,561.261,2015.397,6161.4015,8693.82625,10623.537900000003,18394.500499999995,25860.556000000008,27784.759,563.3305,561.261,562.6312499999999,563.285,563.98425,564.8883,565.18965,565.43073,565.491,9856.687324324324,4776.494,7023.939,8357.932,9809.109,18097.828999999998,20601.778199999975,26780.827,27784.759,15555.039,15555.039,15555.039,15555.039,15555.039,15555.039,15555.039,15555.039,15555.039,2868.2325000000005,1999.517,2010.8542499999999,2015.4665,2285.262,6438.3575,7004.38725,7079.0199999999995,7087.936,844.836,843.039,843.9375,844.836,845.7345,846.2736,846.4533,846.59706,846.633,0.4,0.2,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.2,1.0,0.2,
tpcc/aurora/tpcc-10-aurora-terminals40-20240619-220550/1-us-east-1-0,1-us-east-1-0,20240619-220550,86765,53160.0,32601.0,773.0,231.0,357,357.0,1,74907,29854.0,33974,3726.0,3705.0,3648.0,162030,10,40,60,50000,0,1248.4381190929887,25.856928181504337,1.011,9.093,18.882,31.78,55.00480000000002,78.37859999999998,125.11526999999998,2214.771,11.350253074610547,2.425,3.634,4.505,11.885000000000002,32.2426,41.722699999999996,67.71182000000003,140.124,35.06868290982522,2.847,18.631,26.482,40.105,69.41620000000002,93.52579999999998,138.63316000000006,2214.771,37.90374141630901,2.917,19.307000000000002,29.990499999999997,44.73325,74.3948,95.0153,148.14454,334.179,18.6114540793357,1.749,6.94225,11.8665,20.805,40.20590000000001,60.23279999999998,101.2973400000002,199.062,2.957461889425658,1.011,1.51425,1.8585,2.6285,5.4350000000000005,9.742,18.6265,34.341,580.7,55.2,0.0,0.0,0.0,773.0,0.0,0.0,0.0,0.0,32601.0,0.0,0.0,0.0,0.0,231.0,0.0,0.0,0.0,0.0,53160.0,1.0,0,0,0,86765,1,52.900000000000006,600.2,56.7,1.0
tpcc/aurora/tpcc-10-aurora-terminals40-20240619-220550/3-ap-northeast-1-0,3-ap-northeast-1-0,20240619-220550,23,6.0,16.0,1.0,,1,1.0,0,93,43.0,31,7.0,5.0,7.0,117,10,40,60,50000,0,1.5499907340520591,19251.91472631579,1045.402,4620.609,16094.154,30208.908499999998,39993.2488,45114.263,49739.81654000001,51370.067,2348.1814285714286,1045.402,2130.7555,2215.868,2587.139,3048.8004000000005,3394.5056999999993,3671.0699399999994,3740.211,31438.87281818182,14080.788,22297.29575,30208.908499999998,39074.2715,44536.38770000001,47941.15285,50624.314130000006,51370.067,28737.1952,7853.931,20349.835,28609.078,41464.26,43831.027200000004,44619.9496,45251.08752,45408.872,8178.8835,3770.999,3937.522,7954.445,8898.70775,14328.322400000005,18681.739199999996,24582.182570000004,25716.799,3396.282428571429,1547.208,2109.608,4027.882,4560.860500000001,4731.9908,4794.9704,4845.35408,4857.95,0.2,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,0.0,,,,,,0.0,0.0,0.0,6.0,0.0,0,0,0,23,0,0.2,0.4,0.5,
tpcc/aurora/tpcc-10-aurora-terminals40-20240619-220550/2-eu-west-1-0,2-eu-west-1-0,20240619-220550,85,6.0,75.0,4.0,,1,1.0,0,304,123.0,135,12.0,12.0,22.0,390,10,40,60,50000,0,5.06659198915402,6245.56617571885,561.203,2010.029,5454.0,9178.063,12013.555600000002,16778.921999999995,23351.413719999997,28492.186,811.1909545454546,561.203,563.6075000000001,566.8254999999999,925.00225,1517.4656,1590.53835,1696.29479,1723.385,9955.371838709678,4768.568,7022.3865000000005,9182.403,11166.46,15962.602400000002,18399.608499999995,23303.396629999996,23771.766,14292.771083333333,3875.143,9436.21175,9476.0705,20662.73875,23955.7924,26108.999149999996,28015.548630000005,28492.186,3594.753573426574,1445.841,2005.838,2032.122,5079.8525,6442.492799999999,7888.009800000002,14339.625040000066,16661.538,1415.5741666666665,821.746,841.1610000000001,850.854,2067.5025,2703.9942,2911.1686499999996,3083.8937300000002,3127.075,2.2,0.4,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,75.0,0.0,,,,,,0.0,0.0,0.0,6.0,0.0,0,0,0,85,0,0.4,3.2,0.30000000000000004,
tpcc/aurora/tpcc-10-aurora-terminals10-20240619-220550/1-us-east-1-0,1-us-east-1-0,20240619-220550,10582,6810.0,3772.0,,,275,275.0,0,57547,25585.0,24768,2307.0,2503.0,2384.0,68404,10,10,60,50000,0,959.1104808036949,10.001711911634658,0.808,4.184,7.756,14.492,19.773800000000005,23.98279999999999,31.960720000000002,103.658,3.331335989932886,1.71,2.628,2.978,3.51925,4.574100000000001,5.693599999999998,8.885610000000025,21.352,14.770927844588343,4.197,11.05,13.99,17.06,20.871200000000005,24.428999999999995,34.600079999999984,103.658,25.741502596883738,18.939,23.1545,24.75,27.223,30.466,33.3497,39.7648,53.881,4.860160185113168,1.772,3.874,4.386,5.225,6.4857000000000005,7.655,11.699609999999996,49.479,1.2575769397485912,0.808,1.057,1.143,1.304,1.5824,1.8236999999999999,2.7797,14.232,430.0,38.3,,,,,,0.0,0.0,0.0,3772.0,0.0,,,,,,0.0,0.0,0.0,6810.0,0.0,0,0,0,10582,0,39.0,448.5,42.099999999999994,
tpcc/aurora/tpcc-10-aurora-terminals10-20240619-220550/3-ap-northeast-1-0,3-ap-northeast-1-0,20240619-220550,1,1.0,,,,0,,0,18,6.0,10,1.0,,1.0,19,10,10,60,50000,0,0.2999978288607129,18220.01105882353,2178.666,3853.341,7306.043,32255.802,48158.269,51426.4718,52195.16236,52387.335,2178.666,2178.666,2178.666,2178.666,2178.666,2178.666,2178.666,2178.666,2178.666,41517.674333333336,31015.23,33222.3045,41130.7115,49924.594750000004,51786.7955,52087.06525,52327.28105,52387.335,,,,,,,,,,6067.493777777778,3766.826,3853.341,3963.086,7306.043,11226.590400000001,11562.1432,11830.58544,11897.696,3848.032,3848.032,3848.032,3848.032,3848.032,3848.032,3848.032,3848.032,3848.032,0.2,0.2,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0.2,1.2,,
tpcc/aurora/tpcc-10-aurora-terminals10-20240619-220550/2-eu-west-1-0,2-eu-west-1-0,20240619-220550,2,2.0,,,,0,,0,82,33.0,45,,,4.0,84,10,10,60,50000,0,1.3666551427116171,5057.333902439024,564.936,2007.423,2164.0405,7230.7967499999995,9849.332100000001,10658.887200000001,24026.31223999998,29939.309,566.167,564.936,565.67625,566.2465,566.73725,567.0383,567.13865,567.21893,567.239,9270.386636363637,4807.886,6096.64,7708.172,9855.073,11642.3258,19928.37979999999,27603.310279999998,29939.309,,,,,,,,,,2519.419052631579,1999.438,2007.423,2014.776,2030.898,3032.2092000000102,6164.211449999999,7934.781100000005,8547.527,,,,,,,,,,1.4,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.0,0.0,0,0,0,2,0,0.2,0.8,,
tpcc/aurora/tpcc-100-aurora-terminals40-20240619-223111/1-us-east-1-0,1-us-east-1-0,20240619-223111,14823,12876.0,1945.0,2.0,,449,449.0,0,98736,44057.0,42784,3952.0,4047.0,3896.0,114008,100,40,60,50000,0,1645.5765908227809,23.909982679018377,1.023,7.713,16.456,28.365499999999997,46.586,68.88769999999992,150.33151999999956,507.311,17.025879620123202,2.454,4.01575,5.021,16.98875,53.095,75.29075,113.82115000000006,206.59,33.48775663102193,6.482,19.1755,25.05,36.307500000000005,57.829399999999985,83.24769999999997,157.09439999999998,422.154,64.43918952310354,27.145,37.663,42.606,69.6245,131.40400000000002,171.87579999999997,258.48634,497.069,12.515225385169522,4.009,6.688,8.2,11.694,20.171000000000014,30.091400000000025,78.79996000000003,507.311,3.350625,1.023,1.578,1.986,2.96475,6.0079,10.5968,25.088129999999992,68.349,708.0,61.199999999999996,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1945.0,0.0,,,,,,0.0,0.0,0.0,12876.0,0.0,0,0,0,14823,0,62.599999999999994,755.7,68.0,
tpcc/aurora/tpcc-100-aurora-terminals40-20240619-223111/3-ap-northeast-1-0,3-ap-northeast-1-0,20240619-223111,0,,,,,0,,0,109,42.0,55,3.0,,9.0,109,100,40,60,50000,0,1.8166382936528638,15150.881666666668,1058.937,3968.6765,9470.3475,26144.0675,35513.6311,41256.91815,45119.43824999999,46195.442,1710.4541111111112,1058.937,1091.774,1106.653,2544.528,2939.748,3195.7019999999998,3400.4652,3451.656,30090.286428571424,13499.139,24179.679,28870.5325,36308.41525,42133.2728,44004.44795,45787.39237,46195.442,,,,,,,,,,6481.103314814815,3743.046,3965.1965,4302.0085,9113.859499999999,10881.9657,11110.3814,11307.1789,11403.57,2376.508,1590.878,1595.5625,1600.247,2769.323,3470.7686,3704.5838,3891.63596,3938.399,0.5,0.30000000000000004,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.2,0.6000000000000001,,
tpcc/aurora/tpcc-100-aurora-terminals40-20240619-223111/2-eu-west-1-0,2-eu-west-1-0,20240619-223111,0,,,,,0,,0,307,127.0,127,22.0,16.0,15.0,307,100,40,60,50000,0,5.116607893129843,6248.935618892508,538.377,2008.732,4790.459,8417.8045,15460.2358,18257.4564,26336.249399999997,32609.738,960.7004,538.377,564.9915,566.443,573.3425,2303.264599999999,3500.0404,3582.99768,3603.737,9711.270401574806,4761.815,6706.964,8340.28,10696.1705,18085.8296,20825.371799999997,24555.032179999995,26432.979,18607.638375000002,15441.323,15515.38725,15568.578000000001,17171.1095,28431.343999999997,29518.244,31991.4392,32609.738,2750.139165354331,1532.199,2005.9565,2016.164,2288.7304999999997,5686.533,6586.9652,8800.027279999995,9051.125,1076.8863636363637,838.684,844.1095,846.635,847.90925,1576.9354000000017,2669.3266499999995,3143.3935199999996,3255.258,2.2,0.4,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.2,3.0,0.5,
tpcc/aurora/tpcc-100-aurora-terminals1-20240619-223111/1-us-east-1-0,1-us-east-1-0,20240619-223111,0,,,,,32,32.0,0,7846,3545.0,3338,338.0,317.0,308.0,7878,100,1,60,50000,0,130.76539561394475,7.602692649485845,0.96,3.245,4.121,11.679,14.451400000000001,17.0978,22.060959999999998,48.727,2.356025974025974,1.962,2.23075,2.3285,2.44125,2.5788,2.6626,2.99799,3.518,11.329239932885907,4.839,9.1105,11.3225,13.447,14.7015,15.198,18.253999999999998,30.941,21.87729337539432,19.802,20.93,21.363,22.011,24.0346,25.711000000000002,27.381559999999997,32.084,3.3929331935290596,2.858,3.189,3.296,3.46875,3.699,3.8792999999999993,4.19326,48.727,1.1440207100591715,0.96,1.045,1.081,1.15275,1.3232000000000002,1.4240499999999985,1.9886599999999997,3.003,55.0,5.5,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,5.4,59.8,5.0,
tpcc/aurora/tpcc-100-aurora-terminals1-20240619-223111/3-ap-northeast-1-0,3-ap-northeast-1-0,20240619-223111,0,,,,,0,,0,1,,1,,,,1,100,1,60,50000,0,0.016666518861866344,4209.929,4209.929,4209.929,4209.929,4209.929,4209.929,4209.929,4209.929,4209.929,,,,,,,,,,,,,,,,,,,,,,,,,,,,4209.929,4209.929,4209.929,4209.929,4209.929,4209.929,4209.929,4209.929,4209.929,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,
tpcc/aurora/tpcc-100-aurora-terminals1-20240619-223111/2-eu-west-1-0,2-eu-west-1-0,20240619-223111,0,,,,,0,,0,9,3.0,3,1.0,,2.0,9,100,1,60,50000,0,0.14999799295685515,3994.5748750000002,666.653,2065.06025,2911.7665,6379.33975,7317.425799999999,8256.922399999998,9008.51968,9196.419,666.653,666.653,666.653,666.653,666.653,666.653,666.653,666.653,666.653,7347.878,6335.072,6423.6075,6512.143,7854.281,8659.5638,8927.991399999999,9142.733479999999,9196.419,,,,,,,,,,2747.421333333333,2418.731,2472.031,2525.331,2911.7665,3143.6278,3220.9149,3282.74458,3298.202,1004.048,1004.048,1004.048,1004.048,1004.048,1004.048,1004.048,1004.048,1004.048,0.30000000000000004,0.2,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.2,0.2,,
