path,region,regions,hot,workload,mr,suffix,rejected,rejected.WorkloadF1,aborted,unexpected,completed,completed.WorkloadF1,total,throughput,avg,p0,p25,p50,p75,p90,p95,p99,p100,ood_index_page.WorkloadF1,ood_table.WorkloadF1,ood_tuple.WorkloadF1,other_aborts.WorkloadF1,deadlock.WorkloadF1,ood_index_page,ood_table,ood_tuple,other_aborts,deadlock,avg.WorkloadF1,p0.WorkloadF1,p25.WorkloadF1,p50.WorkloadF1,p75.WorkloadF1,p90.WorkloadF1,p95.WorkloadF1,p99.WorkloadF1,p100.WorkloadF1,throughput.WorkloadF1,scalefactor,terminals,time,rate,warmup,rejected.WorkloadF2,rejected.WorkloadF3,rejected.WorkloadF4,rejected.WorkloadF5,completed.WorkloadF2,completed.WorkloadF3,completed.WorkloadF4,completed.WorkloadF5,ood_index_page.WorkloadF4,ood_table.WorkloadF4,ood_tuple.WorkloadF4,other_aborts.WorkloadF4,deadlock.WorkloadF4,ood_index_page.WorkloadF2,ood_table.WorkloadF2,ood_tuple.WorkloadF2,other_aborts.WorkloadF2,deadlock.WorkloadF2,ood_index_page.WorkloadF5,ood_table.WorkloadF5,ood_tuple.WorkloadF5,other_aborts.WorkloadF5,deadlock.WorkloadF5,ood_index_page.WorkloadF3,ood_table.WorkloadF3,ood_tuple.WorkloadF3,other_aborts.WorkloadF3,deadlock.WorkloadF3,throughput.WorkloadF5,avg.WorkloadF5,p0.WorkloadF5,p25.WorkloadF5,p50.WorkloadF5,p75.WorkloadF5,p90.WorkloadF5,p95.WorkloadF5,p99.WorkloadF5,p100.WorkloadF5,throughput.WorkloadF4,avg.WorkloadF4,p0.WorkloadF4,p25.WorkloadF4,p50.WorkloadF4,p75.WorkloadF4,p90.WorkloadF4,p95.WorkloadF4,p99.WorkloadF4,p100.WorkloadF4,avg.WorkloadF3,p0.WorkloadF3,p25.WorkloadF3,p50.WorkloadF3,p75.WorkloadF3,p90.WorkloadF3,p95.WorkloadF3,p99.WorkloadF3,p100.WorkloadF3,avg.WorkloadF2,p0.WorkloadF2,p25.WorkloadF2,p50.WorkloadF2,p75.WorkloadF2,p90.WorkloadF2,p95.WorkloadF2,p99.WorkloadF2,p100.WorkloadF2,throughput.WorkloadF3,throughput.WorkloadF2,rejected.WorkloadF6,completed.WorkloadF6,avg.WorkloadF6,p0.WorkloadF6,p25.WorkloadF6,p50.WorkloadF6,p75.WorkloadF6,p90.WorkloadF6,p95.WorkloadF6,p99.WorkloadF6,p100.WorkloadF6,ood_index_page.WorkloadF6,ood_table.WorkloadF6,ood_tuple.WorkloadF6,other_aborts.WorkloadF6,deadlock.WorkloadF6,throughput.WorkloadF6
scalability/yugabyte/scalability-yugabyte-regions4-hot10000-F-mr5-20240528-201226/1-us-east-1-0,1-us-east-1-0,4,10000,F,5,20240528-201226,2665,2037,0,0,165533,157673,168198,1839.2405562218435,131.99634979695855,5.854,80.41925,91.3935,104.059,119.604,375.19225,1254.6767999999995,3056.241,0,0,0,0,0,0,0,0,0,0,92.6624534474113,5.854,79.80575,90.332,101.711,112.8872,120.20309999999998,138.84231999999983,2438.592,1774.6,1000,256,90,50000,30,489.0,93.0,46.0,,6434.0,1071.0,355.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,4.4,1187.2822893401014,22.545,945.19175,1194.7800000000002,1422.87,1671.249,1761.54705,1930.8516699999998,2088.243,1003.1841662315055,14.448,703.73,975.363,1241.792,1505.1552,1640.4305999999997,1912.75508,2143.007,839.9305421827189,9.306,504.39149999999995,680.606,1202.1535,1489.6292,1710.1798999999999,1964.12096,3056.241,13.1,77.30000000000001,,,,,,,,,,,,,,,,,
scalability/yugabyte/scalability-yugabyte-regions4-hot10000-F-mr5-20240528-201226/3-ap-northeast-1-0,3-ap-northeast-1-0,4,10000,F,5,20240528-201226,2369,1631,0,0,154354,147175,156723,1715.0315159080326,145.43531931333763,28.157,63.9985,73.191,84.215,99.6694,633.4605999999928,1813.9737999999995,5937.084,0,0,0,0,0,0,0,0,0,0,78.3688102731711,28.157,63.501,72.297,82.151,92.444,100.359,229.705,5865.77,1661.7,1000,256,90,50000,30,585.0,109.0,44.0,,5888.0,962.0,329.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,4.4,1813.0850735694821,178.731,1505.141,1761.956,2155.4175,2388.4772000000003,2508.7293999999997,3478.21258,4089.121,1607.3024028708132,174.345,1192.073,1533.949,1840.514,2275.0684,2494.6786,3673.6995999999945,5937.084,1377.6167254994496,170.111,928.599,1336.147,1718.709,2102.2734,2316.0806,2784.387959999999,4343.979,11.600000000000001,71.30000000000001,,,,,,,,,,,,,,,,,
scalability/yugabyte/scalability-yugabyte-regions4-hot10000-F-mr5-20240528-201226/2-eu-west-1-0,2-eu-west-1-0,4,10000,F,5,20240528-201226,2799,2023,0,0,165186,157687,167985,1835.3848427801734,136.38070074346115,35.986,78.573,89.435,102.32,119.2912,238.9924000000002,1410.9950000000003,3625.785,0,0,0,0,0,0,0,0,0,0,92.58166267665213,35.986,77.987,88.422,99.982,111.8296,120.37339999999996,162.22743999999994,2863.593,1773.6999999999998,1000,256,90,50000,30,608.0,123.0,45.0,,6116.0,1026.0,357.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,4.6,1324.6860625000002,541.899,1002.2652499999999,1289.8780000000002,1605.00025,1962.3611000000003,2082.9439499999985,2435.24966,3004.413,1123.7862464539007,190.382,796.1297500000001,1093.8095,1400.301,1684.1615000000004,1998.4960499999997,2182.68832,2907.127,950.075382610006,75.774,546.256,943.282,1325.6660000000002,1589.009,1848.83075,2141.775249999999,3625.785,12.0,74.1,,,,,,,,,,,,,,,,,
scalability/yugabyte/scalability-yugabyte-regions6-hot10000-F-mr5-20240528-172904/6-eu-central-1-0,6-eu-central-1-0,6,10000,F,5,20240528-172904,2669,1768,0,0,161097,153851,163766,1789.9572759541447,139.69006090147394,30.385,67.512,76.8155,87.8865,103.14,393.2840499999903,1750.26501,4768.489,0,0,0,0,0,0,0,0,0,0,81.58388592542092,30.385,67.0,75.932,85.841,96.13550000000001,103.91375,175.96074999999985,4768.489,1731.2,1000,256,90,50000,30,686.0,125.0,51.0,21.0,5785.0,906.0,334.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1651.227172619048,617.611,1296.35125,1633.1235,2018.95425,2153.2324,2482.749950000001,3217.217280000002,3384.499,4.0,1608.6059867021277,105.347,1263.48425,1550.9,2003.2085000000002,2176.7475,2354.3195,2856.74475,3745.836,1429.9059518190757,99.495,1066.9,1392.132,1769.961,2104.6084,2216.483,2802.8009200000006,3794.001,1205.3940185010977,97.169,748.62225,1243.8835,1569.70575,2020.2807,2141.5474,2467.879369999999,3524.869,11.4,71.6,18.0,70.0,1542.4747294117649,439.793,1230.933,1500.539,1945.019,2124.658,2256.5276,3094.711,3159.181,0.0,0.0,0.0,0.0,0.0,0.9
scalability/yugabyte/scalability-yugabyte-regions6-hot10000-F-mr5-20240528-172904/4-us-west-1-0,4-us-west-1-0,6,10000,F,5,20240528-172904,2912,2002,0,0,160657,153368,163569,1785.0592908905676,139.9379137239534,32.031,71.493,81.499,93.422,110.21760000000003,644.4644,1419.6781600000002,3461.051,0,0,0,0,0,0,0,0,0,0,85.77261059005411,32.031,70.97,80.515,91.295,102.533,111.14214999999996,192.92917999999668,2429.734,1716.9,1000,256,90,50000,30,678.0,120.0,60.0,33.0,5824.0,912.0,320.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1451.7303687150838,72.472,1299.6725,1471.084,1692.7145,1788.2114000000001,1833.816,2088.0673399999996,3461.051,4.0,1486.7861474530832,91.066,1313.191,1474.681,1705.928,1816.4504000000002,1879.4758,2122.6637999999984,2546.763,1310.482696729435,72.816,1110.686,1294.529,1499.353,1707.583,1772.8459999999998,1916.02936,2120.774,1130.9107818493685,66.373,956.864,1140.838,1310.839,1475.7962,1675.0574,1792.3853600000002,2663.069,11.3,73.69999999999999,19.0,81.0,1506.0765858585855,773.626,1340.7350000000001,1505.089,1706.856,1784.7186000000002,1831.8261,1923.5221799999983,2310.337,0.0,0.0,0.0,0.0,0.0,1.1
scalability/yugabyte/scalability-yugabyte-regions6-hot10000-F-mr5-20240528-172904/1-us-east-1-0,1-us-east-1-0,6,10000,F,5,20240528-172904,2744,2062,0,0,167512,159750,170256,1861.2399046735125,132.31726125728673,6.316,81.143,92.339,105.386,122.051,337.032,1257.568,3379.042,0,0,0,0,0,0,0,0,0,0,93.77891000767154,6.877,80.5445,91.25,103.03625,114.93350000000001,122.8505,143.21799999999988,2218.76,1804.3000000000002,1000,256,90,50000,30,510.0,87.0,47.0,20.0,6167.0,1008.0,344.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1204.1447117647058,6.316,1006.0,1164.0825,1386.84,1619.1988,1742.0086499999995,1910.37358,2415.651,4.2,1162.2888005181346,306.769,947.9935,1130.667,1380.8815,1603.2905,1700.1597499999998,1938.5836,2025.594,991.1778438077636,14.148,708.70325,950.4565,1231.45575,1500.4919,1611.9619,1851.98584,2112.042,829.072971307762,6.982,498.079,660.6914999999999,1083.1570000000002,1489.8894,1712.386,1957.62168,3379.042,12.3,74.3,18.0,90.0,1143.7629714285713,12.207,1005.246,1169.866,1343.261,1433.5806000000002,1537.8423999999998,1714.5801599999993,1729.96,0.0,0.0,0.0,0.0,0.0,1.4
scalability/yugabyte/scalability-yugabyte-regions6-hot10000-F-mr5-20240528-172904/5-ap-southeast-1-0,5-ap-southeast-1-0,6,10000,F,5,20240528-172904,2300,1540,0,0,154967,147861,157267,1721.853443032698,144.0389190375197,19.43,59.802499999999995,69.144,80.164,95.812,612.832,1850.0695999999998,7555.135,0,0,0,0,0,0,0,0,0,0,75.42016412423325,19.43,59.285,68.248,78.097,88.682,96.75,284.26654000000036,4955.286,1679.4,1000,256,90,50000,30,574.0,113.0,49.0,14.0,5627.0,917.0,336.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1931.8005594405593,620.891,1600.2925,1837.637,2003.306,2215.8761999999997,4165.895600000011,4768.151720000001,5152.57,4.300000000000001,1975.0395833333332,243.603,1576.0095,1846.193,2140.367,2415.3746000000015,4042.0870999999993,4851.479220000001,7227.062,1690.850415075377,241.348,1322.3835,1625.618,1899.1335,2147.5661999999998,2380.153299999999,4526.270739999997,6777.602,1394.5089410893534,235.112,1071.719,1340.997,1620.974,1935.1650000000002,2074.2527999999998,4037.7153199999902,7555.135,11.1,68.4,10.0,89.0,2013.7126630434782,898.759,1628.71625,1866.558,2113.68375,2537.8948000000005,4397.517200000001,4674.302000000001,4934.107,0.0,0.0,0.0,0.0,0.0,0.9
scalability/yugabyte/scalability-yugabyte-regions6-hot10000-F-mr5-20240528-172904/3-ap-northeast-1-0,3-ap-northeast-1-0,6,10000,F,5,20240528-172904,2460,1623,0,0,159462,152248,161922,1771.792678539234,140.0584686237761,25.452,58.321,67.348,78.255,93.81979999999999,609.0371999999984,1818.1617,5986.663,0,0,0,0,0,0,0,0,0,0,72.59368767233754,25.452,57.832,66.462,76.252,86.64460000000004,94.71964999999999,223.59164999999993,4098.742,1714.6,1000,256,90,50000,30,644.0,113.0,46.0,19.0,5657.0,947.0,335.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1841.683320855615,707.734,1553.3495,1785.244,2125.612,2363.9502,2497.6431,3996.70684,4114.377,4.2,1867.9108571428574,177.082,1523.1770000000001,1747.985,2175.7775,2414.944,2769.483,4015.2073,5986.663,1595.148045410628,172.097,1234.9,1549.989,1837.3965,2275.2554,2446.697,3336.294419999999,4253.096,1383.604571082391,173.914,940.2394999999999,1351.2885,1712.2507500000002,2086.2979,2307.0959999999995,2893.7771899999993,4295.244,11.5,69.2,15.0,102.0,1960.0521551724134,177.46,1603.3095,1791.9735,2205.04,2539.608,3683.20025,4205.613149999999,5928.028,0.0,0.0,0.0,0.0,0.0,1.2
scalability/yugabyte/scalability-yugabyte-regions6-hot10000-F-mr5-20240528-172904/2-eu-west-1-0,2-eu-west-1-0,6,10000,F,5,20240528-172904,2803,2037,0,0,161125,153662,163928,1790.2649397282194,139.91828667701256,36.259,79.01975,90.5675,104.36925,124.067,286.49384999999944,1434.3062900000032,5959.55,0,0,0,0,0,0,0,0,0,0,93.98542635967928,36.259,78.374,89.44,101.795,114.90640000000005,125.04919999999998,165.86847999999958,5959.55,1730.0,1000,256,90,50000,30,563.0,109.0,57.0,24.0,5977.0,935.0,328.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1304.6581746987952,634.273,993.13625,1248.301,1518.3767500000001,1983.6174999999998,2073.5910000000003,2273.54645,2312.524,4.2,1314.814207894737,112.772,1028.855,1308.657,1568.9395,1832.353500000001,2069.9264000000003,2354.601939999998,2797.088,1142.2120661478598,79.975,807.4259999999999,1112.1235000000001,1435.3029999999999,1738.0275000000001,2024.06585,2263.420960000001,2462.255,969.5415441630636,77.63,562.856,947.617,1331.18575,1603.969,1871.01,2136.67375,3237.523,12.0,72.3,13.0,76.0,1277.784258426966,368.326,1043.522,1229.75,1472.604,1709.333,2010.8534,2252.6380000000063,3438.174,0.0,0.0,0.0,0.0,0.0,1.0
scalability/yugabyte/scalability-yugabyte-regions6-hot10000-F-mr0-20240528-172904/6-eu-central-1-0,6-eu-central-1-0,6,10000,F,0,20240528-172904,3032,3032,0,0,187525,187525,190557,2083.5907569991773,120.89502312652061,48.861,105.015,118.601,133.596,149.121,160.196,201.862,394.002,0,0,0,0,0,0,0,0,0,0,120.89502312652061,48.861,105.015,118.601,133.596,149.121,160.196,201.862,394.002,2109.8,1000,256,90,50000,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability/yugabyte/scalability-yugabyte-regions6-hot10000-F-mr0-20240528-172904/4-us-west-1-0,4-us-west-1-0,6,10000,F,0,20240528-172904,3151,3151,0,0,189116,189116,192267,2101.2810727770297,119.81829770690219,44.63,104.132,118.025,133.121,148.318,158.78,186.28459999999998,337.916,0,0,0,0,0,0,0,0,0,0,119.81829770690219,44.63,104.132,118.025,133.121,148.318,158.78,186.28459999999998,337.916,2138.7,1000,256,90,50000,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability/yugabyte/scalability-yugabyte-regions6-hot10000-F-mr0-20240528-172904/1-us-east-1-0,1-us-east-1-0,6,10000,F,0,20240528-172904,3074,3074,0,0,188363,188363,191437,2092.912015904231,120.34562883340921,5.995,105.224,119.208,134.209,149.023,158.39,179.91800000000006,333.694,0,0,0,0,0,0,0,0,0,0,120.34562883340921,5.995,105.224,119.208,134.209,149.023,158.39,179.91800000000006,333.694,2124.6,1000,256,90,50000,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability/yugabyte/scalability-yugabyte-regions6-hot10000-F-mr0-20240528-172904/5-ap-southeast-1-0,5-ap-southeast-1-0,6,10000,F,0,20240528-172904,3147,3147,0,0,191581,191581,194728,2128.6618578232165,118.30809407523962,46.876,100.483,114.018,128.806,144.065,155.366,325.1605100000001,547.296,0,0,0,0,0,0,0,0,0,0,118.30809407523962,46.876,100.483,114.018,128.806,144.065,155.366,325.1605100000001,547.296,2157.9,1000,256,90,50000,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability/yugabyte/scalability-yugabyte-regions6-hot10000-F-mr0-20240528-172904/3-ap-northeast-1-0,3-ap-northeast-1-0,6,10000,F,0,20240528-172904,3152,3152,0,0,197118,197118,200270,2190.185036071784,115.04001324407291,44.186,97.496,111.36,127.03675000000001,143.8007,156.71369999999996,252.12747999999996,504.284,0,0,0,0,0,0,0,0,0,0,115.04001324407291,44.186,97.496,111.36,127.03675000000001,143.8007,156.71369999999996,252.12747999999996,504.284,2220.8,1000,256,90,50000,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability/yugabyte/scalability-yugabyte-regions6-hot10000-F-mr0-20240528-172904/2-eu-west-1-0,2-eu-west-1-0,6,10000,F,0,20240528-172904,2912,2912,0,0,185031,185031,187943,2055.882658698303,122.57309944748437,49.901,106.3375,120.608,136.15550000000002,151.9894,162.90879999999993,192.3998199999998,374.185,0,0,0,0,0,0,0,0,0,0,122.57309944748437,49.901,106.3375,120.608,136.15550000000002,151.9894,162.90879999999993,192.3998199999998,374.185,2085.3,1000,256,90,50000,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability/yugabyte/scalability-yugabyte-regions4-hot0-F-mr5-20240528-201226/4-us-west-1-0,4-us-west-1-0,4,1000000,F,5,20240528-201226,975,777,0,0,166799,158562,167774,1853.3158507282515,136.55321272340882,33.241,71.304,81.105,92.564,106.61460000000004,325.99214999998316,1401.7850199999987,2537.698,0,0,0,0,0,0,0,0,0,0,81.52302414633533,33.241,70.745,80.15,90.47,100.69749999999999,107.18525,122.55829999999993,1446.137,1773.5,1000,256,90,50000,30,166.0,25.0,7.0,,6719.0,1113.0,405.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,4.5,1541.0654814814816,753.828,1341.691,1546.746,1707.491,1851.3032,1944.3229999999996,2306.191999999999,2473.922,1334.8972243989315,75.981,1138.4675,1293.846,1477.9485,1724.653,1775.9905999999999,1934.5717399999999,2537.698,1144.2096900206063,75.049,1000.355,1145.8995,1315.9567499999998,1461.7015,1675.3376499999997,1790.2628,2398.283,12.8,76.4,,,,,,,,,,,,,,,,,
scalability/yugabyte/scalability-yugabyte-regions4-hot0-F-mr5-20240528-201226/1-us-east-1-0,1-us-east-1-0,4,1000000,F,5,20240528-201226,992,809,0,0,170542,162165,171534,1894.8995227478074,133.62631468139514,6.501,83.281,94.45349999999999,107.324,122.975,163.13714999999905,1257.6159800000023,2216.451,0,0,0,0,0,0,0,0,0,0,94.40386091250826,6.501,82.669,93.4085,105.032,116.351,123.61985000000001,138.36558000000002,2062.937,1806.2,1000,256,90,50000,30,156.0,23.0,4.0,,6847.0,1139.0,391.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,4.1,1227.7460515463918,603.678,1002.5815,1210.705,1449.44425,1638.3881000000001,1747.8607999999997,1945.33144,2029.883,1045.9608738033073,21.946,728.165,1023.453,1284.532,1587.077,1732.6707999999999,2024.3980399999998,2204.356,841.8260403632694,15.355,507.48,671.33,1204.94,1495.0384000000001,1710.7051999999999,1968.5948800000006,2216.451,12.7,78.0,,,,,,,,,,,,,,,,,
scalability/yugabyte/scalability-yugabyte-regions4-hot0-F-mr5-20240528-201226/3-ap-northeast-1-0,3-ap-northeast-1-0,4,1000000,F,5,20240528-201226,909,705,0,0,157893,150030,158802,1754.3657101669885,143.3016442420496,28.486,64.402,73.4915,84.04275000000001,97.255,456.84774999999996,1832.7450999999992,5835.813,0,0,0,0,0,0,0,0,0,0,74.38513873012712,28.486,63.908,72.602,82.113,91.4906,97.74539999999996,114.48403999999998,5835.813,1679.3000000000002,1000,256,90,50000,30,168.0,27.0,9.0,,6377.0,1109.0,377.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,4.4,1921.0257116402117,180.774,1533.00225,1792.17,2185.31175,2482.3336,2971.4795999999997,4531.838740000003,5519.669,1651.7843936651584,176.299,1269.029,1566.639,1875.897,2325.3892,2528.6959999999995,3626.227160000003,4702.306,1396.5072904331566,186.863,940.6715,1401.961,1720.5075000000002,2123.6747,2345.2259,2901.858139999998,4341.655,12.5,73.2,,,,,,,,,,,,,,,,,
scalability/yugabyte/scalability-yugabyte-regions4-hot0-F-mr5-20240528-201226/2-eu-west-1-0,2-eu-west-1-0,4,1000000,F,5,20240528-201226,989,808,0,0,172058,163771,173047,1911.7424492228463,132.0955328923381,37.018,76.0655,86.321,98.365,113.196,161.0765,1426.2831000000006,2965.462,0,0,0,0,0,0,0,0,0,0,86.77908262778871,37.018,75.5,85.325,96.21924999999999,106.912,114.05734999999994,130.60334999999975,2416.956,1824.2,1000,256,90,50000,30,153.0,24.0,4.0,,6807.0,1098.0,382.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,4.0,1299.8247710526318,517.393,993.183,1284.62,1527.57175,1871.5720000000006,2048.19075,2247.5425199999995,2965.462,1161.1288034265103,267.247,830.065,1160.524,1428.48,1714.0998000000002,2000.106,2238.7930800000004,2819.498,983.4211081277214,92.219,564.70925,968.002,1337.7585,1624.0348999999999,1957.7407999999996,2136.46063,2881.699,11.8,77.3,,,,,,,,,,,,,,,,,
scalability/yugabyte/scalability-yugabyte-regions4-hot10000-F-mr0-20240528-201226/4-us-west-1-0,4-us-west-1-0,4,10000,F,0,20240528-201226,3095,3095,0,0,192865,192865,195960,2142.932054320841,117.56812213342602,46.405,102.218,115.767,130.601,145.452,155.67455000000004,182.76337000000004,384.942,0,0,0,0,0,0,0,0,0,0,117.56812213342602,46.405,102.218,115.767,130.601,145.452,155.67455000000004,182.76337000000004,384.942,2172.5,1000,256,90,50000,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability/yugabyte/scalability-yugabyte-regions4-hot10000-F-mr0-20240528-201226/1-us-east-1-0,1-us-east-1-0,4,10000,F,0,20240528-201226,3159,3159,0,0,187764,187764,190923,2086.2489652150853,120.66559650070543,7.449,105.875,119.6,134.315,148.717,157.80239999999995,178.63835999999998,351.523,0,0,0,0,0,0,0,0,0,0,120.66559650070543,7.449,105.875,119.6,134.315,148.717,157.80239999999995,178.63835999999998,351.523,2120.3999999999996,1000,256,90,50000,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability/yugabyte/scalability-yugabyte-regions4-hot10000-F-mr0-20240528-201226/3-ap-northeast-1-0,3-ap-northeast-1-0,4,10000,F,0,20240528-201226,2910,2910,0,0,186242,186242,189152,2069.3348166590304,121.78481464933085,46.562,104.53275,118.5685,134.006,150.062,162.019,256.8534499999978,440.721,0,0,0,0,0,0,0,0,0,0,121.78481464933085,46.562,104.53275,118.5685,134.006,150.062,162.019,256.8534499999978,440.721,2097.7,1000,256,90,50000,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability/yugabyte/scalability-yugabyte-regions4-hot10000-F-mr0-20240528-201226/2-eu-west-1-0,2-eu-west-1-0,4,10000,F,0,20240528-201226,3118,3118,0,0,190492,190492,193610,2116.570412136261,118.99130825325571,47.538,103.179,116.98949999999999,132.223,147.72510000000003,158.673,187.89475000000002,377.321,0,0,0,0,0,0,0,0,0,0,118.99130825325571,47.538,103.179,116.98949999999999,132.223,147.72510000000003,158.673,187.89475000000002,377.321,2147.6,1000,256,90,50000,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability/yugabyte/scalability-yugabyte-regions3-hot10000-F-mr0-20240528-212043/1-us-east-1-0,1-us-east-1-0,3,10000,F,0,20240528-212043,3030,3030,0,0,186154,186154,189184,2068.3679078248856,121.78028171578589,7.02,106.812,120.7405,135.662,150.05860000000004,159.4253,179.84992000000005,424.503,0,0,0,0,0,0,0,0,0,0,121.78028171578589,7.02,106.812,120.7405,135.662,150.05860000000004,159.4253,179.84992000000005,424.503,2099.6,1000,256,90,50000,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability/yugabyte/scalability-yugabyte-regions3-hot10000-F-mr0-20240528-212043/3-ap-northeast-1-0,3-ap-northeast-1-0,3,10000,F,0,20240528-212043,3044,3044,0,0,185750,185750,188794,2063.882080394158,122.0168939683247,42.985,104.61925,118.6135,134.22075,150.48530000000002,162.76174999999998,261.14604,470.822,0,0,0,0,0,0,0,0,0,0,122.0168939683247,42.985,104.61925,118.6135,134.22075,150.48530000000002,162.76174999999998,261.14604,470.822,2095.6,1000,256,90,50000,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability/yugabyte/scalability-yugabyte-regions3-hot10000-F-mr0-20240528-212043/2-eu-west-1-0,2-eu-west-1-0,3,10000,F,0,20240528-212043,3098,3098,0,0,184649,184649,187747,2051.650061806593,122.70792740451542,51.545,106.70349999999999,120.808,136.162,151.671,162.1735,192.0764,413.928,0,0,0,0,0,0,0,0,0,0,122.70792740451542,51.545,106.70349999999999,120.808,136.162,151.671,162.1735,192.0764,413.928,2086.2,1000,256,90,50000,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability/yugabyte/scalability-yugabyte-regions5-hot10000-F-mr0-20240528-184629/4-us-west-1-0,4-us-west-1-0,5,10000,F,0,20240528-184629,3146,3146,0,0,188989,188989,192135,2099.8583910918314,119.90702948733318,48.479,104.32849999999999,118.261,133.18349999999998,148.236,158.4231,185.24432000000002,338.057,0,0,0,0,0,0,0,0,0,0,119.90702948733318,48.479,104.32849999999999,118.261,133.18349999999998,148.236,158.4231,185.24432000000002,338.057,2131.5,1000,256,90,50000,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
