path,region,suffix,rejected,rejected.NewOrder,rejected.Payment,rejected.OrderStatus,rejected.Delivery,rejected.StockLevel,aborted,aborted.NewOrder,unexpected,completed,completed.NewOrder,completed.Payment,completed.OrderStatus,completed.Delivery,completed.StockLevel,total,avg,p0,p25,p50,p75,p90,p95,p99,p100,avg.OrderStatus,p0.OrderStatus,p25.OrderStatus,p50.OrderStatus,p75.OrderStatus,p90.OrderStatus,p95.OrderStatus,p99.OrderStatus,p100.OrderStatus,avg.Payment,p0.Payment,p25.Payment,p50.Payment,p75.Payment,p90.Payment,p95.Payment,p99.Payment,p100.Payment,avg.Delivery,p0.Delivery,p25.Delivery,p50.Delivery,p75.Delivery,p90.Delivery,p95.Delivery,p99.Delivery,p100.Delivery,avg.StockLevel,p0.StockLevel,p25.StockLevel,p50.StockLevel,p75.StockLevel,p90.StockLevel,p95.StockLevel,p99.StockLevel,p100.StockLevel,avg.NewOrder,p0.NewOrder,p25.NewOrder,p50.NewOrder,p75.NewOrder,p90.NewOrder,p95.NewOrder,p99.NewOrder,p100.NewOrder,throughput.Payment,throughput.Delivery,throughput.NewOrder,ood_index_page.Delivery,ood_table.Delivery,ood_tuple.Delivery,other_aborts.Delivery,deadlock.Delivery,ood_index_page.Payment,ood_table.Payment,ood_tuple.Payment,other_aborts.Payment,deadlock.Payment,ood_index_page.NewOrder,ood_table.NewOrder,ood_tuple.NewOrder,other_aborts.NewOrder,deadlock.NewOrder,ood_index_page.OrderStatus,ood_table.OrderStatus,ood_tuple.OrderStatus,other_aborts.OrderStatus,deadlock.OrderStatus,ood_index_page.StockLevel,ood_table.StockLevel,ood_tuple.StockLevel,other_aborts.StockLevel,deadlock.StockLevel,ood_index_page,ood_table,ood_tuple,other_aborts,deadlock,throughput.OrderStatus,throughput,throughput.StockLevel,scalefactor,terminals,time,rate,warmup,unexpected.NewOrder
tpcc/sunstorm-serializable/tpcc-10-sunstorm-terminals60-20241222-093417/1-us-east-1-0,1-us-east-1-0,20241222-093417,811625,401707.0,406338.0,5.0,2574.0,1001.0,397,397,1,77064,22458,13977,13705,13465,13459,889087,16.161489417749113,0.367,2.504,5.736,13.916,24.67440000000001,83.92449999999997,178.14952000000002,412.345,1.4416384531192994,0.638,1.044,1.199,1.436,1.903,2.716,5.716599999999991,75.506,33.56916771608471,2.648,4.149,5.828,14.04425,157.462,167.92950000000002,230.673,412.345,9.75987939101374,0.367,2.081,7.651,13.817,19.7076,24.8398,57.67496000000021,117.486,3.4416286499739956,1.551,2.592,2.963,3.608,4.843400000000002,6.118099999999999,10.163980000000006,86.671,25.772324338765696,5.572,11.253,14.6465,20.44375,36.47439999999998,101.04029999999975,188.40432000000004,389.418,2450.3999999999996,223.3,2535.3999999999996,0.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,0.0,0.0,8.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,11,811598,1,229.7,1284.3820226546734,229.3,10,60,60,50000,0,1.0
tpcc/sunstorm-serializable/tpcc-10-sunstorm-terminals60-20241222-093417/3-ap-northeast-1-0,3-ap-northeast-1-0,20241222-093417,1151953,582656.0,565754.0,16.0,2008.0,1519.0,292,292,0,81380,15259,11439,18391,18177,18114,1233625,13.575098660604572,0.218,1.308,3.1094999999999997,8.686,15.056100000000004,29.04785000000005,218.89456000000024,625.96,1.1421546408569407,0.412,0.796,0.938,1.132,1.486,2.215,5.021199999999997,65.471,45.223036891336655,2.08,3.512,4.962,11.4235,208.81359999999998,214.82790000000003,322.0751800000005,625.96,5.951001705451945,0.218,1.263,4.097,8.602,12.807199999999998,15.8854,35.73520000000009,88.486,2.927024791563139,1.249,2.236,2.594,3.153,4.144,5.089499999999999,7.883400000000009,79.248,26.557674028442232,4.275,9.212,11.81,16.238500000000002,28.2998,173.79069999999993,231.5432,443.341,3423.3,313.8,3592.5,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0,10,1151925,0,320.1,1356.3166861961954,319.6,10,60,60,50000,0,
tpcc/sunstorm-serializable/tpcc-10-sunstorm-terminals60-20241222-093417/2-eu-west-1-0,2-eu-west-1-0,20241222-093417,982221,496598.0,482447.0,6.0,2114.0,1056.0,373,373,1,77060,16346,13435,15688,15946,15645,1059655,14.803627700852596,0.28,1.913,4.136,10.892,18.989,79.0011999999999,222.47693999999998,1030.197,1.316012429882713,0.476,0.901,1.061,1.299,1.791300000000001,2.6372999999999993,5.650069999999968,65.463,39.19146885001861,2.3,3.996,5.692,13.933499999999999,209.8816,216.517,288.58311999999995,643.09,7.540410008779632,0.28,1.62425,5.4375,10.72975,15.582,19.6425,50.221449999999855,99.164,3.4959507829977627,1.389,2.533,3.016,3.801,5.140800000000001,6.413,10.340799999999984,103.254,25.612495074946466,4.98,10.123,13.113,18.273,32.881600000000006,95.71059999999999,232.50607999999994,1030.197,2990.7,284.3,3130.3,0.0,0.0,0.0,0.0,0.0,11.0,0.0,2.0,0.0,0.0,7.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0,8,982195,1,267.1,1284.3181825100032,273.4,10,60,60,50000,0,1.0
tpcc/sunstorm-serializable/tpcc-10-sunstorm-terminals1-20241221-212144/1-us-east-1-0,1-us-east-1-0,20241221-212144,3279,1688.0,1584.0,,3.0,4.0,18,18,0,3301,1419,1357,175,163,187,6598,17.141851515151515,0.667,2.54,5.6259999999999994,9.85775,37.772999999996095,150.86219999999994,159.86140999999998,170.438,0.948857142857143,0.667,0.799,0.875,1.0105,1.2173999999999998,1.3073999999999995,1.9931599999999998,3.382,18.533829034635225,2.035,2.48,2.665,3.137,77.9342,153.7374,156.46480000000003,159.17,15.8729263803681,12.749,13.6725,14.086,16.453000000000003,19.966800000000003,20.718,32.0712,76.898,2.1024171122994653,1.51,1.8875,2.032,2.189,2.3446000000000002,2.5475,3.6465999999999954,6.614,19.93738716502116,4.801,6.9025,8.6345,10.5885,79.42509999999999,88.65809999999992,162.66031999999998,170.438,24.5,2.1,27.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,3279,0,2.6,55.01654347820722,2.7,10,1,60,50000,0,
tpcc/sunstorm-serializable/tpcc-10-sunstorm-terminals1-20241221-212144/3-ap-northeast-1-0,3-ap-northeast-1-0,20241221-212144,0,,,,,,10,10,0,2469,1119,1087,78,84,101,2479,24.267350081037275,0.471,2.1525,4.6885,7.7085,153.2802,206.94785,213.89391,227.963,0.8173205128205128,0.471,0.5892499999999999,0.6825000000000001,0.8605,1.2758999999999994,1.5276999999999983,2.237820000000004,3.034,29.971316758747697,1.629,2.026,2.205,2.9465,154.8275,208.11875,211.6521,227.963,12.227714285714285,8.812,9.5565,10.3305,11.862,16.9156,19.959949999999996,31.210080000000087,74.722,2.086960396039604,1.375,1.734,1.902,2.064,2.392,3.168,4.686,9.834,23.27194638069705,3.518,5.268000000000001,6.51,8.516,15.484800000000023,161.4348,216.25137999999998,220.087,18.4,1.2999999999999998,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1.3,41.14954683032814,1.6,10,1,60,50000,0,
tpcc/sunstorm-serializable/tpcc-10-sunstorm-terminals1-20241221-212144/2-eu-west-1-0,2-eu-west-1-0,20241221-212144,0,,,,,,12,12,0,2813,1222,1239,121,104,127,2825,21.21155547652916,0.673,2.5745,5.8655,10.036,77.2607,207.90714999999997,215.43616,441.506,0.9292148760330579,0.673,0.77,0.86,0.976,1.172,1.359,1.6867999999999999,3.292,25.220374798061385,2.021,2.451,2.7,3.16875,79.2392,208.691,211.03865,336.517,14.673153846153847,12.236,13.079,13.5105,15.11375,19.043,20.2039,23.095609999999997,32.28,2.260192,1.569,1.962,2.115,2.276,2.446,3.2493999999999996,4.89024,9.597,21.685995090016366,4.595,7.013249999999999,8.9455,10.987,18.215000000000003,85.5539,216.60599,441.506,21.4,1.6,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2.0,46.883221312127105,2.0,10,1,60,50000,0,
tpcc/sunstorm-serializable/tpcc-100-sunstorm-terminals10-20241222-100037/1-us-east-1-0,1-us-east-1-0,20241222-100037,3718,54.0,3663.0,,,1.0,134,134,0,27700,13059,11184,1144,1159,1154,31552,20.365509133574005,0.618,3.154,6.903,11.01225,79.92420000000004,154.5641,167.63102,394.663,0.9568732517482518,0.618,0.74775,0.8445,1.03225,1.2847,1.4415499999999997,2.1216999999999993,9.439,23.665917203147355,2.124,2.85975,3.288,4.065,84.9967,156.1557,169.44760000000002,394.663,17.065482312338222,11.976,13.704,14.958,18.058,21.1138,23.548299999999987,74.94772000000002,92.506,2.4177718993928883,1.583,2.051,2.224,2.453,2.7758,3.390799999999999,7.00948,14.35,21.11817413278199,4.654,7.484500000000001,9.293,11.703,68.11940000000034,144.73649999999938,168.49620000000002,311.051,210.60000000000002,19.0,222.89999999999998,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,1,3717,0,18.9,461.66039272501257,19.5,100,10,60,50000,0,
tpcc/sunstorm-serializable/tpcc-100-sunstorm-terminals10-20241222-100037/3-ap-northeast-1-0,3-ap-northeast-1-0,20241222-100037,4732,199.0,4530.0,,3.0,,90,90,0,19056,9007,7573,810,821,845,23878,27.872200314877986,0.373,2.577,5.269,9.072,155.53240000000002,209.789,220.62493999999992,568.119,0.7053716049382716,0.373,0.50425,0.574,0.858,1.05,1.2652999999999996,1.7639199999999995,3.526,38.82555599577391,1.557,2.243,2.8145,3.937,206.7905,211.16715,254.36774999999994,568.119,13.404113276492083,7.687,9.495,10.819,14.37,19.583,21.209,73.70739999999999,84.343,2.1384092526690393,1.294,1.766,1.924,2.1399999999999997,2.6190000000000024,3.4271999999999996,6.0793000000000035,10.684,24.840282335960918,3.24,5.512,6.921,9.833,25.180600000000133,202.10649999999853,219.74508000000003,374.875,151.5,13.9,154.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,,,,,,,,,,,2,0,1,4729,0,13.4,317.59892888173243,14.2,100,10,60,50000,0,
tpcc/sunstorm-serializable/tpcc-100-sunstorm-terminals10-20241222-100037/2-eu-west-1-0,2-eu-west-1-0,20241222-100037,3558,10.0,3548.0,,,,109,109,0,24235,11257,9977,962,1001,1038,27902,23.279098002805977,0.441,2.953,5.994,9.723,80.13170000000001,209.23545,218.13569999999999,528.027,0.8013933402705515,0.441,0.604,0.7,0.907,1.148,1.283,1.7323999999999993,7.489,30.222211386188235,1.961,2.641,3.117,4.055,91.91499999999986,210.7814,222.79116,528.027,14.268163836163836,9.411,11.224,12.241,15.05,19.225,22.085,67.142,85.908,2.3150038647342996,1.536,1.953,2.111,2.3075,2.6336,3.4368999999999987,6.756519999999973,17.861,21.77895789286666,3.752,6.382,7.943,10.372,18.521599999999996,94.65199999999972,218.77936,330.595,178.5,17.1,193.6,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,0,0,1,3557,0,15.399999999999999,403.91625439607776,18.1,100,10,60,50000,0,
tpcc/sunstorm-serializable/tpcc-100-sunstorm-terminals40-20241222-100037/1-us-east-1-0,1-us-east-1-0,20241222-100037,41158,2139.0,39014.0,,1.0,4.0,340,340,0,56817,30853,17615,2773,2771,2805,98315,26.21578044916925,0.646,4.774,10.329,15.88625,85.995,159.3375,210.83825,425.92,1.2269138117562206,0.646,0.89,1.038,1.278,1.581,1.9794000000000007,4.085920000000008,42.022,32.077714902072096,2.189,4.018,4.775,7.382,154.5916,163.031,233.42876000000012,425.92,23.3058029592205,12.686,17.231,19.651,22.6965,27.251,65.5815,87.15270000000004,156.065,3.0809426024955435,1.734,2.431,2.693,3.062,3.8087999999999997,5.0607999999999995,12.032320000000016,42.449,27.479650525087518,4.906,9.894,12.378499999999999,16.18525,84.04410000000003,161.29769999999996,200.8844999999995,360.57,558.4,49.7,577.1,0.0,0.0,0.0,0.0,0.0,3.0,0.0,11.0,0.0,0.0,8.0,0.0,46.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,11,0,57,41090,0,51.0,946.944539381184,52.0,100,40,60,50000,0,
tpcc/sunstorm-serializable/tpcc-100-sunstorm-terminals40-20241222-100037/3-ap-northeast-1-0,3-ap-northeast-1-0,20241222-100037,45264,3044.0,42215.0,,,5.0,290,290,0,40945,24093,10256,2240,2197,2159,86499,33.5691084051882,0.43,4.6495,8.324,13.168,160.16360000000006,215.38249999999996,277.7680600000004,663.668,0.9068241071428572,0.395,0.603,0.774,1.004,1.274,1.5100499999999997,3.6632100000000074,13.767,56.48719695787832,1.85,3.38575,4.328,71.53975,213.4135,222.92425,377.02640000000014,663.668,17.250729176149292,8.329,11.941,14.353,18.236,22.273600000000005,26.08359999999991,79.61096,95.692,2.7953459935155163,1.355,2.093,2.383,2.804,3.6706000000000003,4.7529999999999974,12.017640000000032,40.802,31.087420703108783,3.473,7.44,9.545,13.349,87.48039999999884,215.78579999999997,255.9160399999994,536.423,394.70000000000005,36.5,420.20000000000005,,,,,,32.0,0.0,44.0,0.0,0.0,77.0,0.0,209.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,109,0,253,44902,0,38.1,682.4119236990734,34.9,100,40,60,50000,0,
tpcc/sunstorm-serializable/tpcc-100-sunstorm-terminals40-20241222-100037/2-eu-west-1-0,2-eu-west-1-0,20241222-100037,24411,259.0,24146.0,,3.0,3.0,351,351,0,72383,35367,27506,3196,3154,3160,97145,29.16091984194966,0.452,4.328,8.379,13.354,86.3648,214.22394999999997,265.33097000000015,583.387,1.0718983103879849,0.452,0.706,0.8694999999999999,1.06925,1.4285,1.874,4.901700000000003,48.537,39.30771544390315,2.145,3.792,4.553,7.8295,211.0575,217.39875,286.43375000000003,583.387,19.561739061509197,10.074,13.94,16.194499999999998,19.50325,23.327600000000007,34.41194999999992,82.77906999999999,147.055,2.8850494140006333,1.521,2.258,2.507,2.881,3.6272,4.891599999999991,10.95268000000001,44.949,27.01158349827518,4.136,8.335,10.408,13.722,76.9945,160.92525,251.16529999999995,501.2,582.9000000000001,51.5,604.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,23.0,0.0,0.0,27.0,0.0,117.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,41,0,140,24230,0,52.7,1206.369626702378,52.0,100,40,60,50000,0,
tpcc/sunstorm-serializable/tpcc-10-sunstorm-terminals20-20241221-212144/1-us-east-1-0,1-us-east-1-0,20241221-212144,203931,101018.0,102677.0,2.0,91.0,143.0,195,195,0,43485,16358,14051,4434,4292,4350,247611,19.289102543464264,0.627,3.012,7.434,12.56025,42.7203000000003,150.66904999999997,169.092,358.526,0.9883733363410783,0.627,0.773,0.873,1.048,1.302,1.4933999999999996,3.085920000000013,12.577,27.23117657106256,2.063,3.148,3.656,6.003500000000001,127.947,156.724,187.215,358.526,14.386019804287047,7.07,9.44775,13.915,16.973,20.4172,22.799249999999994,47.59311000000012,81.519,2.3149371836171193,1.503,1.992,2.167,2.37975,2.676,3.0515,5.265000000000011,35.547,23.227122264335488,4.849,8.649,10.957,14.606,36.10470000000001,124.10464999999891,173.87437000000006,358.138,784.5,72.3,802.1,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,2,203922,0,73.0,724.7456228021783,72.3,10,20,60,50000,0,
tpcc/sunstorm-serializable/tpcc-10-sunstorm-terminals20-20241221-212144/3-ap-northeast-1-0,3-ap-northeast-1-0,20241221-212144,261079,131931.0,128871.0,1.0,76.0,200.0,160,160,0,33288,10099,9074,4746,4742,4627,294527,22.7099622086037,0.379,2.07475,5.158,9.767,21.861899999999984,172.39564999999953,221.40036999999987,629.544,0.7116881584492203,0.379,0.518,0.601,0.788,1.035,1.23425,1.8584000000000016,28.978,42.46069814855632,1.838,2.664,3.288,5.627,207.6437,210.8804,334.2846000000064,629.544,10.747130957401941,4.821,6.8695,9.534,12.10675,15.397700000000006,19.193149999999992,51.14000000000012,86.796,1.9948573281452657,1.17,1.662,1.852,2.085,2.422,2.84325,5.3985,29.728,30.41003455787702,3.593,6.77,8.711,13.037500000000001,157.93140000000008,212.19600000000003,226.39254,580.386,870.9,78.3,897.1,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,4,261071,0,82.1,554.7950460685952,79.0,10,20,60,50000,0,
tpcc/sunstorm-serializable/tpcc-10-sunstorm-terminals20-20241221-212144/2-eu-west-1-0,2-eu-west-1-0,20241221-212144,174510,85540.0,88776.0,1.0,63.0,130.0,183,183,0,32628,12145,9692,3510,3626,3655,207321,23.337027308670734,0.596,2.859,7.39,12.845500000000001,77.66020000000002,208.4427,225.87819999999982,624.297,0.941934188034188,0.596,0.741,0.839,1.021,1.2621,1.4345499999999998,2.3465699999999963,13.721,36.1096446187184,2.235,3.0825,3.593,6.4615,208.055,211.228,281.3791000000006,624.297,13.73211279646994,6.933,9.02025,13.296,16.17125,19.7855,21.8955,40.113749999999996,84.216,2.2859471811713195,1.482,1.958,2.132,2.34375,2.6347,3.10505,5.638659999999985,34.833,28.82054787978592,4.904,8.442,10.737,15.65,84.2002,214.37699999999998,231.81875999999994,509.537,641.3,63.2,669.6,0.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,10,174489,0,56.400000000000006,543.7991267492357,60.7,10,20,60,50000,0,
tpcc/sunstorm-serializable/tpcc-10-sunstorm-terminals80-20241222-093417/1-us-east-1-0,1-us-east-1-0,20241222-093417,1151114,580229.0,565620.0,6.0,3804.0,1455.0,358,358,0,99961,23638,19675,18874,18981,18793,1251433,15.67301766706683,0.371,2.934,6.257,14.81925,24.396,80.27334999999991,176.67105000000004,431.426,1.8955665995549436,0.693,1.238,1.465,1.868,2.857,4.339699999999997,7.68,93.79,34.6462634815756,2.887,5.055,8.231,18.551000000000002,156.08460000000014,171.14479999999998,229.3144199999995,431.426,9.683338443706864,0.371,2.113,7.207,13.528,20.315,25.85,60.731200000000655,146.349,4.911952854786357,1.595,3.393,4.203,5.616,7.667,9.414399999999997,13.790079999999952,68.512,24.246854973135342,6.275,13.031,16.765,21.927,33.143800000000006,73.99200000000008,185.71051999999997,407.911,3542.6,329.4,3686.1,0.0,0.0,0.0,0.0,0.0,13.0,0.0,8.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,9,1151088,0,325.0,1666.0083153834837,325.7,10,80,60,50000,0,
tpcc/sunstorm-serializable/tpcc-10-sunstorm-terminals80-20241222-093417/3-ap-northeast-1-0,3-ap-northeast-1-0,20241222-093417,1233484,621776.0,607435.0,17.0,2367.0,1889.0,343,343,0,86776,16364,11626,19803,19675,19308,1320603,13.986535113395409,0.302,1.69,4.021,9.724,16.687,29.62225,221.92200000000003,636.3,1.4712262283492399,0.461,0.943,1.143,1.491,2.245,3.254999999999978,6.345899999999998,70.565,45.932054532943404,2.375,4.118,6.374499999999999,14.96875,210.1885,218.69174999999998,331.09375,636.3,6.250412858958068,0.302,1.4905,3.908,8.562000000000001,13.327600000000002,17.0402,42.09807999999998,97.411,4.184717785373938,1.415,2.83075,3.5885,4.881,6.676599999999999,8.099649999999997,11.857300000000004,58.474,27.302579320459547,4.594,10.254750000000001,13.255,18.112,30.409400000000055,172.40789999999978,235.14321999999999,475.836,3591.7,333.6,3751.7,0.0,0.0,0.0,0.0,0.0,17.0,0.0,5.0,0.0,0.0,5.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,14,1233449,0,336.1,1446.2457493974564,333.3,10,80,60,50000,0,
tpcc/sunstorm-serializable/tpcc-10-sunstorm-terminals80-20241222-093417/2-eu-west-1-0,2-eu-west-1-0,20241222-093417,1104486,555854.0,544634.0,10.0,2559.0,1429.0,373,373,1,88150,19042,15319,18090,17942,17757,1193010,15.777169304246218,0.272,2.481,5.886,12.773,21.975399999999997,71.11739999999944,225.42492000000007,1049.225,1.8420264787175233,0.475,1.06425,1.322,1.823,2.9901000000000004,4.611649999999998,8.713770000000004,86.994,41.142470657353606,2.564,5.048500000000001,8.629,20.022,210.7752,220.77159999999998,290.3740199999999,539.347,7.8335028982276205,0.272,1.861,5.545,10.856,16.5888,21.028750000000002,50.478260000000034,150.171,5.466133532327101,1.432,3.54,4.699,6.544499999999999,8.825,10.567,15.29015000000002,128.821,25.70909326751392,5.404,11.73425,15.1165,20.77475,34.12370000000002,89.95690000000008,234.54022,1049.225,3237.1,303.2,3377.7,0.0,0.0,0.0,0.0,0.0,17.0,0.0,9.0,0.0,0.0,3.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,18,1104448,1,308.79999999999995,1469.1661784382595,304.3,10,80,60,50000,0,1.0
tpcc/sunstorm-serializable/tpcc-100-sunstorm-terminals1-20241222-100037/1-us-east-1-0,1-us-east-1-0,20241222-100037,0,,,,,,15,15,0,3105,1383,1357,120,131,114,3120,19.260499033505152,0.687,2.62775,6.003,10.00625,79.23760000000003,156.04085,171.12115999999997,497.319,1.0476833333333333,0.687,0.8174999999999999,0.906,1.1095,1.5083,1.8010999999999995,2.8520100000000017,3.123,21.39937951363301,2.029,2.47,2.73,3.343,81.5836,158.63000000000002,169.09944000000002,497.319,15.116276923076923,12.214,13.1985,13.7985,15.84,18.751000000000005,23.578449999999993,25.66318,25.767,2.367433628318584,1.731,2.045,2.202,2.375,2.7085999999999997,3.6395999999999944,5.062479999999999,7.154,20.52482212581345,4.662,6.7265,8.491,10.9825,32.063799999999986,101.38769999999946,172.21464,220.187,22.6,2.1,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2.2,51.74947157407088,1.9,100,1,60,50000,0,
tpcc/sunstorm-serializable/tpcc-100-sunstorm-terminals1-20241222-100037/3-ap-northeast-1-0,3-ap-northeast-1-0,20241222-100037,0,,,,,,11,11,0,2383,1084,1009,96,93,101,2394,25.12936634494335,0.471,2.1304999999999996,4.463,7.545,156.7032,207.7156,214.40079999999998,304.63,0.8040625,0.471,0.5842499999999999,0.65,0.8342499999999999,1.216,1.42725,2.8812499999999988,3.209,32.207339940535185,1.579,2.003,2.208,3.0,166.9738,209.2166,213.57288,288.901,13.029494623655914,8.375,9.497,10.338,12.246,19.9242,20.3236,55.33375999999995,83.437,2.108950495049505,1.221,1.71,1.909,2.122,2.432,3.038,6.424,9.145,23.87835516605166,3.25,4.9625,6.1455,8.48175,22.095000000000027,170.60805,216.38123000000002,304.63,16.5,1.6,18.299999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1.4,39.71656179839495,1.8,100,1,60,50000,0,
tpcc/sunstorm-serializable/tpcc-100-sunstorm-terminals1-20241222-100037/2-eu-west-1-0,2-eu-west-1-0,20241222-100037,0,,,,,,15,15,0,2760,1235,1204,114,111,96,2775,21.669791953606378,0.514,2.396,4.928,8.705,79.40820000000002,207.83020000000002,215.42682000000002,633.031,0.8770964912280702,0.514,0.64375,0.7355,0.99325,1.2696,1.5459999999999996,2.9133700000000045,3.517,25.364954318936878,1.901,2.27175,2.502,3.27825,81.55490000000002,208.7819,212.69643,347.444,12.726909909909908,9.338,10.474,11.51,12.9295,19.743,20.487000000000002,21.0609,32.725,2.3206770833333334,1.692,1.9485000000000001,2.1005000000000003,2.2619999999999996,2.473,4.03675,6.221399999999988,10.2,22.295048622366284,3.781,5.6785,7.1685,10.218,63.36810000000057,101.03219999999752,218.46064000000004,633.031,20.1,2.0,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1.9,45.99951495121467,1.6,100,1,60,50000,0,
