path,region,hot,workload,mr,suffix,rejected,rejected.WorkloadF1,rejected.WorkloadF2,rejected.WorkloadF3,aborted,unexpected,completed,completed.WorkloadF1,completed.WorkloadF2,completed.WorkloadF3,total,throughput,avg,p0,p25,p50,p75,p90,p95,p99,p100,scalefactor,terminals,time,rate,warmup,throughput.WorkloadF2,avg.WorkloadF2,p0.WorkloadF2,p25.WorkloadF2,p50.WorkloadF2,p75.WorkloadF2,p90.WorkloadF2,p95.WorkloadF2,p99.WorkloadF2,p100.WorkloadF2,throughput.WorkloadF1,avg.WorkloadF1,p0.WorkloadF1,p25.WorkloadF1,p50.WorkloadF1,p75.WorkloadF1,p90.WorkloadF1,p95.WorkloadF1,p99.WorkloadF1,p100.WorkloadF1,ood_index_page.WorkloadF3,ood_table.WorkloadF3,ood_tuple.WorkloadF3,other_aborts.WorkloadF3,deadlock.WorkloadF3,ood_index_page.WorkloadF1,ood_table.WorkloadF1,ood_tuple.WorkloadF1,other_aborts.WorkloadF1,deadlock.WorkloadF1,ood_index_page.WorkloadF2,ood_table.WorkloadF2,ood_tuple.WorkloadF2,other_aborts.WorkloadF2,deadlock.WorkloadF2,ood_index_page,ood_table,ood_tuple,other_aborts,deadlock,throughput.WorkloadF3,avg.WorkloadF3,p0.WorkloadF3,p25.WorkloadF3,p50.WorkloadF3,p75.WorkloadF3,p90.WorkloadF3,p95.WorkloadF3,p99.WorkloadF3,p100.WorkloadF3
ycsb/throughput-yugabyte/ycsb-throughput-yugabyte-hot100000-F-mr10-20240501-110250/2-eu-west-1-0,2-eu-west-1-0,100000,F,10,20240501-110250,2527,1768,633.0,126.0,0,0,186778,168593,15633.0,2552.0,189305,2075.297392818873,241.703787768409,70.504,137.325,157.053,181.69,381.7597999999994,1061.817749999997,1636.8050700000001,2502.389,1000,512,90,50000,30,179.4,990.7372176942699,10.284,569.512,768.843,1423.234,1643.5558,1674.976,1882.3568,2502.389,1891.6,155.90056083289093,78.391,135.162,153.1735,172.78975,191.82930000000002,204.041,232.36583999999996,2118.548,0.0,0.0,0.0,126.0,0.0,0,0,0,1768,0,0.0,0.0,0.0,633.0,0.0,0,0,0,2527,0,30.2,1201.6119470677838,581.114,1050.727,1192.955,1366.34775,1489.893,1582.78125,1717.2354999999998,1798.983
ycsb/throughput-yugabyte/ycsb-throughput-yugabyte-hot100000-F-mr10-20240501-110250/3-ap-northeast-1-0,3-ap-northeast-1-0,100000,F,10,20240501-110250,2303,1502,691.0,110.0,0,0,181279,163745,15043.0,2491.0,183582,2014.1940945503823,249.52254025500113,58.38,116.30225,133.4715,155.216,503.2198000000122,1289.6662999999992,1655.6986199999997,4258.242,1000,512,90,50000,30,174.4,1264.6797165823932,643.161,1107.6745,1229.921,1422.1390000000001,1627.5594999999998,1668.1485,1879.8142500000001,4258.242,1829.4,134.48117442445627,65.369,114.48,130.159,147.193,164.731,176.99900000000002,277.5834000000007,2004.43,0.0,0.0,0.0,110.0,0.0,0,0,0,1502,0,0.0,0.0,0.0,691.0,0.0,0,0,0,2303,0,28.700000000000003,1546.207147335423,925.391,1395.031,1538.2245,1702.982,1858.5716,1925.5168499999997,2087.0048099999995,3442.316
ycsb/throughput-yugabyte/ycsb-throughput-yugabyte-hot10000-F-mr15-20240501-110250/1-us-east-1-0,1-us-east-1-0,10000,F,15,20240501-110250,8232,4018,3447.0,767.0,0,0,173085,149776,20203.0,3106.0,181317,1923.1521939634624,253.108514250159,56.48,119.668,138.674,168.321,643.9214000000001,1092.2897999999998,1423.4291599999992,3401.457,1000,512,90,50000,30,262.0,849.0315232930527,75.932,547.3815,758.865,1122.1785,1304.5768,1465.3546999999999,1859.4123,2937.141,1703.6,143.2330863130329,64.695,116.72,132.929,151.561,172.201,192.041,463.67179999999973,3401.457,0.0,0.0,0.0,767.0,0.0,0,0,0,4018,0,0.0,0.0,0.0,3447.0,0.0,0,0,0,8232,0,42.7,1040.0774288793104,413.145,880.5432500000001,1019.3915,1168.7707500000001,1344.2532,1477.7629,1845.1708499999997,2836.146
ycsb/throughput-yugabyte/ycsb-throughput-yugabyte-hot10000-F-mr15-20240501-110250/2-eu-west-1-0,2-eu-west-1-0,10000,F,15,20240501-110250,7703,3606,3315.0,782.0,0,0,163644,142225,18579.0,2840.0,171347,1818.2603725159524,252.34542018351866,43.055,106.88550000000001,123.738,149.1905,616.4142000000002,1188.1453,1617.9756799999998,3902.913,1000,512,90,50000,30,243.0,924.4849064954263,7.941,532.51075,707.5799999999999,1378.11075,1603.4164999999998,1629.94525,1850.3610999999999,3210.401,1609.2,130.21841646715288,57.134,104.25725,118.762,135.261,152.912,167.63844999999998,536.3531299999999,3902.913,0.0,0.0,0.0,782.0,0.0,0,0,0,3606,0,0.0,0.0,0.0,3315.0,0.0,0,0,0,7703,0,39.3,1143.106811869778,428.456,969.463,1134.747,1313.7150000000001,1466.306,1602.1970000000001,1753.9703,2737.138
ycsb/throughput-yugabyte/ycsb-throughput-yugabyte-hot10000-F-mr15-20240501-110250/3-ap-northeast-1-0,3-ap-northeast-1-0,10000,F,15,20240501-110250,7205,2961,3490.0,754.0,0,0,158921,138300,17905.0,2716.0,166126,1765.776990573413,275.06648576811136,34.859,79.68125,93.136,115.34275,1112.7487,1371.47675,1724.3005699999994,4398.972,1000,512,90,50000,30,236.7,1226.1154014708015,547.592,1057.807,1210.305,1380.59,1594.8718,1649.3463999999983,1865.1020399999995,4398.972,1568.4,106.77572816779607,40.509,77.544,89.048,102.477,118.819,146.51024999999998,536.90025,2458.02,0.0,0.0,0.0,754.0,0.0,0,0,0,2961,0,0.0,0.0,0.0,3490.0,0.0,0,0,0,7205,0,37.7,1507.8213707692307,785.268,1350.04225,1479.417,1672.1205,1847.6958,1919.6859499999998,2187.4850899999997,3398.573
ycsb/throughput-yugabyte/ycsb-throughput-yugabyte-hot1000-F-mr50-20240501-110250/1-us-east-1-0,1-us-east-1-0,1000,F,50,20240501-110250,35199,6281,23985.0,4933.0,0,0,68009,45427,20134.0,2448.0,103208,755.6486709496637,422.613830811474,14.306,41.78625,250.5025,657.34125,1094.7907,1310.1336499999998,1812.6719700000026,5982.336,1000,512,90,50000,30,486.2,702.422039905835,71.449,418.412,592.013,999.076,1260.5244000000002,1487.7482000000005,1973.4437200000002,5982.336,569.3,128.8559363939124,14.306,33.816250000000004,41.892,84.028,344.424,557.4010000000001,1212.6114500000049,4814.602,0.0,0.0,0.0,4933.0,0.0,0,0,0,6281,0,0.0,0.0,0.0,23985.0,0.0,0,0,0,35199,0,82.0,823.6780020539505,71.855,584.7919999999999,802.82,1081.0610000000001,1338.0108000000002,1560.5017,2099.8453999999983,5836.257
ycsb/throughput-yugabyte/ycsb-throughput-yugabyte-hot1000-F-mr50-20240501-110250/2-eu-west-1-0,2-eu-west-1-0,1000,F,50,20240501-110250,29557,4735,20553.0,4269.0,0,0,55463,37701,15967.0,1795.0,85020,616.2521504200622,431.54044976404776,2.894,31.242,223.761,661.836,1244.143,1527.059,1995.952,6492.528,1000,512,90,50000,30,396.1,725.4862226214829,3.224,374.81325,531.8355,1098.8235,1523.5075,1691.41765,2199.0496400000015,6492.528,472.79999999999995,120.49485712600283,2.894,25.783,32.4775,48.6875,335.06519999999995,561.8904999999995,1348.97577,5755.051,0.0,0.0,0.0,4269.0,0.0,0,0,0,4735,0,0.0,0.0,0.0,20553.0,0.0,0,0,0,29557,0,65.4,856.6600969464374,3.59,519.765,869.617,1161.379,1463.984,1684.2075999999997,2280.89616,4441.367
ycsb/throughput-yugabyte/ycsb-throughput-yugabyte-hot1000-F-mr50-20240501-110250/3-ap-northeast-1-0,3-ap-northeast-1-0,1000,F,50,20240501-110250,22140,3709,15406.0,3025.0,0,0,44227,29504,13031.0,1692.0,66367,491.4076724695427,638.8877025443284,9.808,21.192,446.931,1124.65,1512.2138000000002,1735.0319499999998,2316.547040000001,6725.081,1000,512,90,50000,30,316.70000000000005,1094.303184247989,215.227,841.8059999999999,1085.9904999999999,1312.7492499999998,1653.2572999999998,1868.2078999999997,2540.37378,6142.374,369.2,165.60834747041775,9.808,17.6975,21.242,216.81900000000002,460.77459999999996,830.9645999999981,1540.037700000005,6725.081,0.0,0.0,0.0,3025.0,0.0,0,0,0,3709,0,0.0,0.0,0.0,15406.0,0.0,0,0,0,22140,0,52.099999999999994,1259.3212518295306,215.63,869.7072499999999,1306.9115,1593.513,1907.0965,2125.6475,2818.1538500000024,4235.697
ycsb/throughput-yugabyte/ycsb-throughput-yugabyte-hot100000-F-mr5-20240501-110250/1-us-east-1-0,1-us-east-1-0,100000,F,5,20240501-110250,2552,2158,338.0,56.0,0,0,205026,194915,8664.0,1447.0,207578,2278.041186801304,221.61115394983474,88.584,160.20775,182.25549999999998,207.924,239.742,442.331,1255.8627999999985,3498.562,1000,512,90,50000,30,100.2,930.2549726242568,82.8,612.112,939.659,1191.817,1380.8308,1540.6106,1899.8492399999998,2136.745,2200.7,182.7990849706129,92.581,158.995,180.134,203.20850000000002,225.8606,240.777,273.29958,3498.562,0.0,0.0,0.0,56.0,0.0,0,0,0,2158,0,0.0,0.0,0.0,338.0,0.0,0,0,0,2552,0,16.4,1112.2491072151045,646.863,952.6315,1084.448,1238.0880000000002,1405.2544,1549.1424999999995,1851.9595199999999,2304.988
ycsb/throughput-yugabyte/ycsb-throughput-yugabyte-hot100000-F-mr5-20240501-110250/2-eu-west-1-0,2-eu-west-1-0,100000,F,5,20240501-110250,2486,2058,359.0,69.0,0,0,193991,184663,8022.0,1306.0,196477,2155.4314038269295,233.9338075040032,88.004,166.962,191.206,219.407,254.58760000000004,389.21900000000005,1471.08256,4100.524,1000,512,90,50000,30,91.6,1016.1296378143134,16.143,600.113,784.7175,1454.41475,1675.4235000000003,1717.11855,1925.50669,2601.138,2070.2,192.00971095120713,92.216,165.62824999999998,188.88549999999998,214.308,239.314,256.20875,293.39040000000017,4100.524,0.0,0.0,0.0,69.0,0.0,0,0,0,2058,0,0.0,0.0,0.0,359.0,0.0,0,0,0,2486,0,14.7,1218.6490007440475,613.487,1071.1585,1205.4085,1374.7485,1514.4059,1605.1222,1753.18825,1840.163
ycsb/throughput-yugabyte/ycsb-throughput-yugabyte-hot100000-F-mr5-20240501-110250/3-ap-northeast-1-0,3-ap-northeast-1-0,100000,F,5,20240501-110250,2534,2028,429.0,77.0,0,0,196362,186878,8172.0,1312.0,198896,2181.7907917762054,230.8835833358541,82.323,150.214,171.2505,195.597,227.23370000000003,575.9277499999971,1595.77969,4089.37,1000,512,90,50000,30,95.1,1303.651897624703,685.339,1140.07825,1270.8175,1458.74325,1668.1433000000002,1717.7884499999998,1930.22857,4089.37,2101.0,173.20102595094204,86.05,149.085,169.262,191.09050000000002,213.351,228.5385,301.9991999999971,2248.006,0.0,0.0,0.0,77.0,0.0,0,0,0,2028,0,0.0,0.0,0.0,429.0,0.0,0,0,0,2534,0,14.6,1591.8517854491463,942.948,1425.2150000000001,1596.535,1747.743,1901.7686,1974.8183999999999,2165.6973599999997,3885.508
ycsb/throughput-yugabyte/ycsb-throughput-yugabyte-hot0-F-mr15-20240501-110250/1-us-east-1-0,1-us-east-1-0,1000000,F,15,20240501-110250,2500,1618,755.0,127.0,0,0,185794,158556,23455.0,3783.0,188294,2064.369776532836,243.73128670632283,53.973,114.922,132.695,158.242,629.15,1100.998,1393.4954000000018,2073.084,1000,512,90,50000,30,268.2,875.0512030793625,77.693,551.49825,904.914,1132.47325,1310.812,1467.3175,1860.1368499999999,2073.084,1773.5,129.9601092474813,63.765,112.076,127.445,144.2785,161.246,172.68109999999993,200.73552000000024,1739.124,0.0,0.0,0.0,127.0,0.0,0,0,0,1618,0,0.0,0.0,0.0,755.0,0.0,0,0,0,2500,0,42.900000000000006,1044.7082991920772,488.825,895.432,1013.228,1169.648,1332.37,1422.138,1654.0315599999994,2006.014
ycsb/throughput-yugabyte/ycsb-throughput-yugabyte-hot0-F-mr15-20240501-110250/2-eu-west-1-0,2-eu-west-1-0,1000000,F,15,20240501-110250,2524,1561,818.0,145.0,0,0,174909,149191,22050.0,3668.0,177433,1943.4217061435756,254.78836937875437,50.821,112.207,129.378,153.216,608.1924000000006,1243.5236000000011,1625.29296,2626.313,1000,512,90,50000,30,252.1,955.2320410752973,14.718,539.179,719.232,1393.727,1613.2108,1637.7087999999999,1846.8041600000001,2626.313,1673.6999999999998,126.50906100631444,63.134,109.494,124.283,140.27,155.9869,166.214,189.13673000000003,1823.112,0.0,0.0,0.0,145.0,0.0,0,0,0,1561,0,0.0,0.0,0.0,818.0,0.0,0,0,0,2524,0,42.099999999999994,1173.2802877736253,575.966,1021.88425,1164.1365,1334.1327500000002,1466.3065,1581.7069999999999,1685.1240500000001,1736.571
ycsb/throughput-yugabyte/ycsb-throughput-yugabyte-hot0-F-mr15-20240501-110250/3-ap-northeast-1-0,3-ap-northeast-1-0,1000000,F,15,20240501-110250,2263,1290,867.0,106.0,0,0,166464,142196,20808.0,3460.0,168727,1849.598978425382,271.0938134054632,38.62,85.305,98.511,117.6945,1121.1328000000003,1378.0621999999998,1650.2997199999993,3278.792,1000,512,90,50000,30,240.4,1229.5063325499414,693.161,1078.699,1188.429,1386.5445,1592.4543999999999,1625.9896,1836.9963599999999,3278.792,1588.9,98.48412153400565,47.169,83.197,94.606,107.218,120.08460000000001,129.1498,250.95192000000065,1683.228,0.0,0.0,0.0,106.0,0.0,0,0,0,1290,0,0.0,0.0,0.0,867.0,0.0,0,0,0,2263,0,39.2,1514.3074466075007,912.607,1368.439,1511.668,1670.674,1815.6824000000004,1874.3519999999994,2056.8083199999996,2293.898
ycsb/throughput-yugabyte/ycsb-throughput-yugabyte-hot0-F-mr5-20240501-110250/1-us-east-1-0,1-us-east-1-0,1000000,F,5,20240501-110250,2673,2297,329.0,47.0,0,0,207415,197334,8646.0,1435.0,210088,2304.588906320179,219.00128624476767,88.381,158.742,180.597,205.659,236.49980000000002,363.64479999999463,1247.08292,2185.929,1000,512,90,50000,30,98.5,931.5852519101124,92.719,611.463,943.787,1192.436,1377.3870000000002,1535.94545,1899.5342900000003,2185.929,2215.3999999999996,180.7622676219751,92.031,157.52625,178.46,201.126,223.581,237.75374999999997,268.0843,1660.91,0.0,0.0,0.0,47.0,0.0,0,0,0,2297,0,0.0,0.0,0.0,329.0,0.0,0,0,0,2673,0,16.2,1100.7750689655172,590.578,949.8775,1075.8505,1226.6985,1386.8668,1488.89025,1784.8545599999998,2025.951
ycsb/throughput-yugabyte/ycsb-throughput-yugabyte-hot0-F-mr5-20240501-110250/2-eu-west-1-0,2-eu-west-1-0,1000000,F,5,20240501-110250,2639,2227,342.0,70.0,0,0,199920,190133,8422.0,1365.0,202559,2221.314969623754,226.77164175184797,91.791,162.036,183.799,208.681,238.5328,411.24599999999975,1470.8615599999998,2093.927,1000,512,90,50000,30,96.4,1014.4992996072997,23.94,595.94525,784.1310000000001,1449.11825,1674.7397,1716.03145,1920.90842,2093.927,2138.1000000000004,183.77197360415641,95.279,160.81,181.6565,204.18175,225.92430000000002,239.5563,267.62349,1883.953,0.0,0.0,0.0,70.0,0.0,0,0,0,2227,0,0.0,0.0,0.0,342.0,0.0,0,0,0,2639,0,16.0,1229.077154939588,608.773,1081.0325,1217.329,1391.566,1515.0884000000003,1636.1022000000005,1753.4777400000003,1934.409
ycsb/throughput-yugabyte/ycsb-throughput-yugabyte-hot0-F-mr5-20240501-110250/3-ap-northeast-1-0,3-ap-northeast-1-0,1000000,F,5,20240501-110250,2586,2105,407.0,74.0,0,0,199927,190364,8222.0,1341.0,202513,2221.4072712852308,226.50888922613765,81.134,147.172,167.56,191.323,222.036,463.557,1597.9482,4325.857,1000,512,90,50000,30,95.8,1305.1767516316602,657.572,1138.853,1271.99,1461.547,1671.5194,1722.029,1925.02032,4325.857,2130.8,169.44786858011545,84.483,146.0505,165.6,187.0885,208.6052,223.716,301.4208800000002,2161.813,0.0,0.0,0.0,74.0,0.0,0,0,0,2105,0,0.0,0.0,0.0,407.0,0.0,0,0,0,2586,0,15.1,1591.894846998536,920.868,1421.538,1575.4389999999999,1754.5515,1911.5715,1973.5007500000002,2152.0173999999997,4146.477
ycsb/throughput-yugabyte/ycsb-throughput-yugabyte-hot1000-F-mr15-20240501-110250/1-us-east-1-0,1-us-east-1-0,1000,F,15,20240501-110250,40094,24298,13127.0,2669.0,0,0,134792,124303,9328.0,1161.0,174886,1497.6888651588408,257.7650210295113,50.191,111.034,135.85250000000002,220.6,644.6395000000003,967.3657000000011,1425.3351699999992,5183.686,1000,512,90,50000,30,248.3,717.284976204373,75.045,471.508,641.735,964.761,1245.2387999999999,1402.1591999999998,1827.5479999999977,5183.686,1646.0,174.2291067614219,50.191,108.075,128.362,162.883,258.2082,440.93559999999985,1044.7939099999983,5047.787,0.0,0.0,0.0,2669.0,0.0,0,0,0,24298,0,0.0,0.0,0.0,13127.0,0.0,0,0,0,40094,0,43.2,826.3822169437846,75.098,629.321,819.189,1076.228,1260.7258000000002,1445.0242,1876.8435599999998,3986.843
ycsb/throughput-yugabyte/ycsb-throughput-yugabyte-hot1000-F-mr15-20240501-110250/2-eu-west-1-0,2-eu-west-1-0,1000,F,15,20240501-110250,25310,12867,10355.0,2088.0,0,0,111806,103825,7121.0,860.0,137116,1242.2842434497795,212.9168945073915,4.279,60.924499999999995,81.087,130.584,597.769,1116.1345000000001,1571.1353,4750.619,1000,512,90,50000,30,190.0,733.8440271817709,5.287,430.59299999999996,591.001,1126.478,1366.734,1575.6115,1981.9771999999953,4724.634,1272.6,119.16421248379869,4.279,58.729,74.752,99.92,182.8730000000001,388.43529999999924,1056.9354999999925,4750.619,0.0,0.0,0.0,2088.0,0.0,0,0,0,12867,0,0.0,0.0,0.0,10355.0,0.0,0,0,0,25310,0,32.6,869.4536318135071,5.662,618.314,870.608,1150.133,1400.1062000000002,1563.6984,1982.68472,3472.725
ycsb/throughput-yugabyte/ycsb-throughput-yugabyte-hot1000-F-mr15-20240501-110250/3-ap-northeast-1-0,3-ap-northeast-1-0,1000,F,15,20240501-110250,29270,15492,11613.0,2165.0,0,0,117087,108675,7487.0,925.0,146357,1300.9591634280569,305.8209468228067,23.103,72.11,91.0715,291.65274999999997,1036.3100999999997,1341.1964999999996,1786.9050099999997,5554.805,1000,512,90,50000,30,210.3,1077.7313153377484,218.355,794.471,1081.67,1341.3665,1564.3444000000002,1773.3308,2231.493559999999,4160.231,1358.6,165.80978917383516,23.103,69.57525,84.49,118.791,336.0270000000002,556.6411499999998,1314.962079999997,5554.805,0.0,0.0,0.0,2165.0,0.0,0,0,0,15492,0,0.0,0.0,0.0,11613.0,0.0,0,0,0,29270,0,33.8,1216.0188101472995,220.164,847.321,1298.262,1559.825,1827.7456,1967.7127,2506.133520000001,4412.848
ycsb/throughput-yugabyte/ycsb-throughput-yugabyte-hot100000-F-mr0-20240501-110250/1-us-east-1-0,1-us-east-1-0,100000,F,0,20240501-110250,2624,2624,,,0,0,212317,212317,,,214941,2359.073319260264,214.51702535759816,111.528,187.879,212.275,238.655,264.1384,280.3282,313.4633999999998,584.269,1000,512,90,50000,30,,,,,,,,,,,2388.6000000000004,214.51702535759816,111.528,187.879,212.275,238.655,264.1384,280.3282,313.4633999999998,584.269,,,,,,0,0,0,2624,0,,,,,,0,0,0,2624,0,,,,,,,,,,
ycsb/throughput-yugabyte/ycsb-throughput-yugabyte-hot100000-F-mr0-20240501-110250/2-eu-west-1-0,2-eu-west-1-0,100000,F,0,20240501-110250,2689,2689,,,0,0,218917,218917,,,221606,2432.399603158322,208.3657321401018,105.198,181.696,206.151,232.45975,258.20340000000004,274.2727499999999,306.59523,589.307,1000,512,90,50000,30,,,,,,,,,,,2460.3,208.3657321401018,105.198,181.696,206.151,232.45975,258.20340000000004,274.2727499999999,306.59523,589.307,,,,,,0,0,0,2689,0,,,,,,0,0,0,2689,0,,,,,,,,,,
ycsb/throughput-yugabyte/ycsb-throughput-yugabyte-hot100000-F-mr0-20240501-110250/3-ap-northeast-1-0,3-ap-northeast-1-0,100000,F,0,20240501-110250,2587,2587,,,0,0,213324,213324,,,215911,2370.2419307428695,213.43660421920936,109.587,185.655,209.873,236.33,262.396,280.223,340.564,665.132,1000,512,90,50000,30,,,,,,,,,,,2397.1,213.43660421920936,109.587,185.655,209.873,236.33,262.396,280.223,340.564,665.132,,,,,,0,0,0,2587,0,,,,,,0,0,0,2587,0,,,,,,,,,,
ycsb/throughput-yugabyte/ycsb-throughput-yugabyte-hot1000-F-mr0-20240501-110250/1-us-east-1-0,1-us-east-1-0,1000,F,0,20240501-110250,43595,43595,,,0,0,173441,173441,,,217036,1927.107374416622,212.2564374203322,76.797,174.009,204.0935,241.17825,288.4211,326.7219499999998,426.8434799999997,1197.482,1000,512,90,50000,30,,,,,,,,,,,2427.0,212.2564374203322,76.797,174.009,204.0935,241.17825,288.4211,326.7219499999998,426.8434799999997,1197.482,,,,,,0,0,0,43595,0,,,,,,0,0,0,43595,0,,,,,,,,,,
ycsb/throughput-yugabyte/ycsb-throughput-yugabyte-hot1000-F-mr0-20240501-110250/2-eu-west-1-0,2-eu-west-1-0,1000,F,0,20240501-110250,45280,45280,,,0,0,167679,167679,,,212959,1863.0809962633246,228.63684549946362,84.238,190.76850000000002,219.517,253.081,294.7078,339.51289999999995,451.1748799999995,1235.933,1000,512,90,50000,30,,,,,,,,,,,2361.2,228.63684549946362,84.238,190.76850000000002,219.517,253.081,294.7078,339.51289999999995,451.1748799999995,1235.933,,,,,,0,0,0,45280,0,,,,,,0,0,0,45280,0,,,,,,,,,,
ycsb/throughput-yugabyte/ycsb-throughput-yugabyte-hot1000-F-mr0-20240501-110250/3-ap-northeast-1-0,3-ap-northeast-1-0,1000,F,0,20240501-110250,37823,37823,,,0,0,171653,171653,,,209476,1907.2405739477401,219.91108731169,69.678,165.59275,192.8985,237.76425,374.7117,413.6735499999999,485.1110799999996,1146.185,1000,512,90,50000,30,,,,,,,,,,,2326.4,219.91108731169,69.678,165.59275,192.8985,237.76425,374.7117,413.6735499999999,485.1110799999996,1146.185,,,,,,0,0,0,37823,0,,,,,,0,0,0,37823,0,,,,,,,,,,
ycsb/throughput-yugabyte/ycsb-throughput-yugabyte-hot1000-F-mr5-20240501-110250/1-us-east-1-0,1-us-east-1-0,1000,F,5,20240501-110250,41530,35286,5246.0,998.0,0,0,155313,151722,3208.0,383.0,196843,1725.6806093706587,231.9443674063963,62.058,154.971,184.795,229.474,323.4440000000001,557.0787999999997,1198.03016,5517.377,1000,512,90,50000,30,93.9,733.6921103547115,74.537,495.442,675.193,990.765,1248.9008,1374.2376,1742.1508000000035,3955.536,2077.5,205.10679376078548,62.058,153.79524999999998,182.141,220.765,278.218,343.91735,725.3487500000043,5517.377,0.0,0.0,0.0,998.0,0.0,0,0,0,35286,0,0.0,0.0,0.0,5246.0,0.0,0,0,0,41530,0,15.5,822.4248689604685,80.508,647.252,824.999,1085.681,1260.3645000000001,1402.0459999999998,1787.7742499999988,3771.522
ycsb/throughput-yugabyte/ycsb-throughput-yugabyte-hot1000-F-mr5-20240501-110250/2-eu-west-1-0,2-eu-west-1-0,1000,F,5,20240501-110250,30664,24826,4950.0,888.0,0,0,147861,144632,2910.0,319.0,178525,1642.8953341955053,190.8318605545072,32.487,115.942,138.375,168.918,247.54440000000005,554.6511999999999,1292.9235600000081,7231.62,1000,512,90,50000,30,85.4,744.3839683170856,8.582,471.738,633.8175000000001,1164.336,1408.529,1615.21975,1835.5242000000003,4461.095,1853.5,159.76668626608122,38.205,115.114,136.368,163.226,202.32160000000002,264.2449999999996,748.4669599999994,7231.62,0.0,0.0,0.0,888.0,0.0,0,0,0,24826,0,0.0,0.0,0.0,4950.0,0.0,0,0,0,30664,0,13.1,862.0733196308724,10.105,641.86825,840.8115,1161.29825,1392.7189000000005,1501.738,1782.205209999998,2551.835
ycsb/throughput-yugabyte/ycsb-throughput-yugabyte-hot1000-F-mr5-20240501-110250/3-ap-northeast-1-0,3-ap-northeast-1-0,1000,F,5,20240501-110250,33705,27531,5221.0,953.0,0,0,151867,148767,2759.0,341.0,185572,1687.4063204895715,241.8635545589141,51.019,124.70925,148.426,227.99650000000003,398.8985,831.4205,1490.7516000000003,5257.293,1000,512,90,50000,30,89.30000000000001,1091.44937449187,220.692,823.69725,1098.7555,1378.74725,1588.5044000000003,1783.6463,2426.0169699999983,4030.958,1947.1999999999998,196.73960289219082,51.019,123.548,145.8005,192.0915,348.77729999999997,415.9922999999998,1005.759500000002,5257.293,0.0,0.0,0.0,953.0,0.0,0,0,0,27531,0,0.0,0.0,0.0,5221.0,0.0,0,0,0,33705,0,14.3,1224.8480283018866,225.83,825.3555,1307.3515,1555.897,1851.0140000000004,1970.3785,2664.172679999999,3908.015
