path,region,suffix,rejected,aborted,aborted.NewOrder,unexpected,completed,completed.NewOrder,completed.Payment,completed.OrderStatus,completed.Delivery,completed.StockLevel,total,throughput,avg,p0,p25,p50,p75,p90,p95,p99,p100,avg.NewOrder,p0.NewOrder,p25.NewOrder,p50.NewOrder,p75.NewOrder,p90.NewOrder,p95.NewOrder,p99.NewOrder,p100.NewOrder,avg.OrderStatus,p0.OrderStatus,p25.OrderStatus,p50.OrderStatus,p75.OrderStatus,p90.OrderStatus,p95.OrderStatus,p99.OrderStatus,p100.OrderStatus,avg.Delivery,p0.Delivery,p25.Delivery,p50.Delivery,p75.Delivery,p90.Delivery,p95.Delivery,p99.Delivery,p100.Delivery,avg.StockLevel,p0.StockLevel,p25.StockLevel,p50.StockLevel,p75.StockLevel,p90.StockLevel,p95.StockLevel,p99.StockLevel,p100.StockLevel,avg.Payment,p0.Payment,p25.Payment,p50.Payment,p75.Payment,p90.Payment,p95.Payment,p99.Payment,p100.Payment,throughput.StockLevel,throughput.Delivery,throughput.NewOrder,ood_index_page,ood_table,ood_tuple,other_aborts,deadlock,throughput.OrderStatus,scalefactor,terminals,time,rate,warmup,throughput.Payment,rejected.NewOrder,ood_index_page.NewOrder,ood_table.NewOrder,ood_tuple.NewOrder,other_aborts.NewOrder,deadlock.NewOrder,rejected.Delivery,ood_index_page.Delivery,ood_table.Delivery,ood_tuple.Delivery,other_aborts.Delivery,deadlock.Delivery,rejected.StockLevel,ood_index_page.StockLevel,ood_table.StockLevel,ood_tuple.StockLevel,other_aborts.StockLevel,deadlock.StockLevel,rejected.Payment,ood_index_page.Payment,ood_table.Payment,ood_tuple.Payment,other_aborts.Payment,deadlock.Payment
tpcc/cockroach/tpcc-100-cockroach-terminals10-20241127-150318/1-us-east-1-0,1-us-east-1-0,20241127-150318,0,32,32,0,6606,2948,2885,271,262,240,6638,110.09971430041637,90.0638912944739,2.429,13.94,24.445,43.019,313.4860000000001,616.7236,889.9364400000001,1834.904,84.91082801899593,16.973,28.514,36.2745,46.8165,298.1478,605.5545500000001,666.1971300000008,1493.241,5.881391143911439,2.429,3.694,4.281,4.9185,5.397,5.8205,8.119000000000005,214.432,95.5778854961832,69.007,84.4445,98.6275,103.862,108.4293,112.3549,116.70699999999998,121.567,10.462720833333332,4.869,6.35525,7.404999999999999,9.804,13.947299999999998,15.91565,21.693239999999992,226.01,109.4000003468609,9.103,12.858,14.533,16.5995,420.43899999999996,791.4033000000003,943.36926,1834.904,3.9,4.2,48.4,0,0,0,0,0,4.300000000000001,100,10,60,50000,0,48.2,,,,,,,,,,,,,,,,,,,,,,,,
tpcc/cockroach/tpcc-100-cockroach-terminals10-20241127-150318/3-ap-northeast-1-0,3-ap-northeast-1-0,20241127-150318,0,23,23,0,4659,2075,1995,192,188,209,4682,77.64882402667817,126.99806719622157,2.903,13.606,26.5985,45.973,639.2700000000001,938.6273,1207.3942,3023.669,108.10139971070396,18.794,30.9,39.063,50.70375,64.20390000000002,746.2619499999996,862.13512,1831.751,13.659958333333334,2.903,3.6645,4.339,4.851,5.3101,5.545749999999997,604.22597,605.663,95.94448936170213,77.136,87.29400000000001,93.0235,106.81125,111.1901,113.80065,118.94393,123.615,11.01766028708134,4.696,6.358,7.226,8.288,13.645800000000003,14.782,19.82395999999996,611.302,172.62743208020052,10.667,13.019,13.994,15.6335,940.3436,1200.6979999999999,1403.36114,3023.669,3.6,3.3,34.599999999999994,0,0,0,0,0,3.1,100,10,60,50000,0,32.4,,,,,,,,,,,,,,,,,,,,,,,,
tpcc/cockroach/tpcc-100-cockroach-terminals10-20241127-150318/2-eu-west-1-0,2-eu-west-1-0,20241127-150318,0,17,17,0,5284,2327,2354,204,186,213,5301,88.06652222582801,112.47735093696762,3.069,17.688,30.16,54.1415,324.6302,841.5403999999997,1209.79644,2280.2,103.33525967325882,20.501,36.446,46.6665,58.660000000000004,298.365,815.268,860.79425,1648.361,7.664622549019608,3.069,4.7139999999999995,5.7669999999999995,6.4955,7.048200000000001,7.28665,11.549439999999997,217.285,114.94836021505377,73.251,95.168,121.465,130.767,142.2625,147.37075,154.44015,159.597,9.735460093896714,5.516,6.703,7.597,9.229,14.096400000000001,15.711399999999992,20.61084,224.331,143.98696663740122,11.585,16.696,18.457,20.28125,426.6106,1183.4767500000019,1211.55942,2280.2,3.5,3.0,38.3,0,0,0,0,0,3.1,100,10,60,50000,0,40.1,,,,,,,,,,,,,,,,,,,,,,,,
tpcc/cockroach/tpcc-100-cockroach-terminals100-20241127-150318/1-us-east-1-0,1-us-east-1-0,20241127-150318,0,239,239,0,59443,26628,25656,2366,2406,2387,59682,990.7069686361507,100.20839298812288,3.386,21.282,37.900999999999996,66.20649999999999,318.7411000000001,622.7376,896.387019999999,1614.212,98.39106433319563,22.71,43.116,54.778,72.62,112.439,397.35909999999535,701.44764,1614.212,6.445315433403805,3.495,5.223,5.964,6.741,7.7032,8.989199999999999,14.3206000000001,112.257,149.18307024106403,104.66,134.82475,145.598,160.77425,178.5505,188.41825,208.29589999999996,269.483,13.643593213238374,6.46,10.166,11.536,14.914,20.8702,23.6224,30.74831999999997,294.964,114.20253137667602,10.838,19.439,22.5655,29.00325,426.14149999999995,805.77575,958.3328,1143.365,39.4,40.2,449.8,0,0,0,0,0,39.4,100,100,60,50000,0,425.5,,,,,,,,,,,,,,,,,,,,,,,,
tpcc/cockroach/tpcc-100-cockroach-terminals100-20241127-150318/3-ap-northeast-1-0,3-ap-northeast-1-0,20241127-150318,1,197,197,0,44530,19992,19222,1809,1761,1746,44728,742.1631347988939,133.4528611017539,2.751,17.844,35.941,64.497,650.7374000000009,908.2923999999999,1208.26844,1866.879,121.52377134710619,22.05,41.909499999999994,53.712,70.225,99.114,747.361,868.8763,1866.879,5.4758451327433635,2.937,4.5625,5.308999999999999,6.2265,6.9913,7.540199999999999,9.95695,17.206,127.49353378762068,83.032,113.378,127.018,140.361,151.574,158.534,185.06120000000004,259.032,12.587771477663232,5.806,9.0505,10.144,13.3225,18.445,21.211,27.20119999999998,498.857,169.4279106232442,12.107,16.789,18.549,22.195,931.7395,1084.8946000000003,1211.12716,1445.357,28.0,29.2,336.1,0,0,0,1,0,29.7,100,100,60,50000,0,317.1,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0
tpcc/cockroach/tpcc-100-cockroach-terminals100-20241127-150318/2-eu-west-1-0,2-eu-west-1-0,20241127-150318,0,213,213,0,49466,22293,21175,2035,1944,2019,49679,824.4313756248482,120.29610445558566,3.855,22.941,45.119,82.2705,333.45,838.7692499999999,1213.8157,2040.595,120.48607621226394,26.627,52.644,67.915,89.793,129.91899999999987,388.1083999999991,890.04464,2040.595,7.7794010853478035,4.495,6.315,7.129,7.9975000000000005,9.129800000000001,10.051199999999985,16.912280000000003,142.581,164.84932664609053,120.657,150.2715,162.52800000000002,175.16250000000002,189.9904,200.07174999999995,229.83369999999977,375.183,14.01264437840515,6.42,10.373999999999999,11.785,15.3215,20.4826,23.7613,29.7792,623.137,136.95447626918536,13.893,21.4595,24.02,29.486,429.60360000000003,1017.0187999999999,1218.1338600000001,1438.845,33.4,32.9,377.4,0,0,0,0,0,32.7,100,100,60,50000,0,351.3,,,,,,,,,,,,,,,,,,,,,,,,
tpcc/cockroach/tpcc-10-cockroach-terminals1-20241127-135551/1-us-east-1-0,1-us-east-1-0,20241127-135551,0,13,13,0,717,299,328,30,32,28,730,11.949876580678852,82.01091061452513,3.183,10.9185,18.573500000000003,30.214,296.4185,608.278,888.42065,1370.78,63.41954362416108,15.629,21.557499999999997,27.032,31.7955,36.3994,344.4975999999945,621.86096,852.991,4.661866666666667,3.183,3.98975,4.4455,4.7845,5.373200000000001,7.162399999999993,8.93495,9.209,87.11840625,79.718,84.35725,86.703,88.50375,92.5694,95.01585,97.69586000000001,97.849,7.660363636363636,6.472,6.750249999999999,6.8495,7.3785,8.475900000000003,13.239499999999996,14.57799,14.868,111.86730182926831,8.473,10.395499999999998,11.346499999999999,13.634,418.168,741.85505,950.2692900000014,1370.78,0.4,0.4,5.2,0,0,0,0,0,0.4,10,1,60,50000,0,5.5,,,,,,,,,,,,,,,,,,,,,,,,
tpcc/cockroach/tpcc-10-cockroach-terminals1-20241127-135551/3-ap-northeast-1-0,3-ap-northeast-1-0,20241127-135551,0,10,10,0,421,186,177,18,15,25,431,7.016591914586102,140.00931666666668,3.576,11.85,25.3035,44.8625,609.1752,879.6129,1424.6376,2934.198,125.36293010752689,21.903,29.636,39.436,47.431,55.992000000000004,835.28,1296.4987000000008,2876.599,31.176722222222217,3.576,4.261,4.641,5.3557500000000005,6.085800000000001,77.90689999999933,399.7005799999992,480.149,95.48807692307695,93.054,93.756,94.012,94.247,99.3896,103.56279999999998,107.11095999999999,107.998,28.9965,5.935,6.715,7.0009999999999994,7.324,8.866100000000001,13.299499999999997,384.9028899999996,483.622,185.600197740113,9.899,11.617,12.299,13.405,879.4427999999999,1205.5194000000001,1887.2262800000078,2934.198,0.4,0.30000000000000004,3.2,0,0,0,0,0,0.4,10,1,60,50000,0,2.5,,,,,,,,,,,,,,,,,,,,,,,,
tpcc/cockroach/tpcc-10-cockroach-terminals1-20241127-135551/2-eu-west-1-0,2-eu-west-1-0,20241127-135551,0,7,7,0,440,217,183,12,14,14,447,7.333234923887287,133.62757403189065,4.272,17.630499999999998,42.64,69.846,354.3686,874.8902999999999,1211.52668,2546.675,136.48163888888888,33.555,47.06,60.284,74.108,336.1925,863.86475,946.5067999999995,1410.883,23.08083333333333,4.272,5.231,5.802,6.07625,7.5128,100.98144999999984,192.22029000000012,215.03,94.08957142857143,91.104,91.724,92.4555,94.841,98.0734,101.59835,105.70687,106.734,23.71876923076923,7.328,7.378,7.508,7.699,8.1734,92.0627999999997,192.6069599999998,217.743,149.0340163934426,15.428,16.988,17.709,18.711,424.5302,1010.8597,1460.7300600000015,2546.675,0.2,0.4,3.9000000000000004,0,0,0,0,0,0.2,10,1,60,50000,0,2.7,,,,,,,,,,,,,,,,,,,,,,,,
tpcc/cockroach/tpcc-10-cockroach-terminals40-20241127-135551/1-us-east-1-0,1-us-east-1-0,20241127-135551,111,261,261,0,11485,5048,5041,454,470,472,11857,191.41522028859862,204.74784701784938,2.51,22.837,40.081,295.087,771.1536000000001,932.0841999999999,1409.7628399999999,2871.243,182.82951862123613,17.32,34.366,45.436,77.2795,626.8435999999999,892.5663,1185.3219399999994,2286.48,4.834855875831486,2.896,4.0925,4.6,5.1025,5.611,5.8675,7.377,79.122,66.69306382978723,15.968,35.8555,65.0155,86.31899999999999,108.04310000000001,125.70444999999998,173.43884000000003,508.112,28.45230084745763,5.63,7.33625,8.677,15.7905,32.34490000000002,50.35149999999994,540.7846200000005,593.696,274.08089744098396,9.556,15.935,33.645,440.319,905.7,1053.57,1642.6930000000007,2871.243,8.2,8.399999999999999,88.69999999999999,0,0,0,111,0,7.6,10,40,60,50000,0,84.80000000000001,102.0,0.0,0.0,0.0,102.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,,,,,,,,,,,,
tpcc/cockroach/tpcc-10-cockroach-terminals40-20241127-135551/3-ap-northeast-1-0,3-ap-northeast-1-0,20241127-135551,51,142,142,0,7402,3226,3297,291,290,298,7595,123.36580326641936,317.93633644102147,3.086,22.587,40.427,597.927,1179.651,1398.898,2255.64,3479.392,258.43594666666667,18.416,33.711,45.051,77.75,916.6916,1223.0766,1700.0904399999988,2752.857,4.537,3.086,3.9779999999999998,4.48,4.794499999999999,5.164,5.38,6.576100000000015,19.79,73.2357703180212,19.701,46.1475,58.605,79.6495,100.6708,124.24479999999984,671.2984400000001,774.605,45.39651006711409,5.758,7.2692499999999995,9.107,15.67625,36.46840000000001,388.0865,584.7719399999994,817.481,450.071779496512,9.19,15.329,32.321,903.407,1236.4724,1752.6719999999993,2427.65688,3479.392,5.0,4.699999999999999,55.5,0,0,0,51,0,4.699999999999999,10,40,60,50000,0,54.7,48.0,0.0,0.0,0.0,48.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,,,,,,,,,,,,
tpcc/cockroach/tpcc-10-cockroach-terminals40-20241127-135551/2-eu-west-1-0,2-eu-west-1-0,20241127-135551,72,179,179,0,9297,4102,4071,382,366,376,9548,154.9475828125432,251.87920815404473,3.762,26.605,50.703500000000005,248.73675,1024.521,1243.6745,1718.3402999999985,3988.232,227.7511999512314,22.057,45.218,60.739,94.438,850.487,1217.583,1528.152,3006.291,5.475680628272252,3.762,4.84525,5.3145,5.93675,6.487100000000001,6.85265,7.473039999999999,19.211,72.90512841530054,19.332,45.712500000000006,65.4195,90.3055,118.32,132.37975,196.83170000000126,831.067,47.02368882978723,5.125,8.01475,10.773,18.271250000000002,59.3745,285.81674999999996,638.133,1046.068,334.3172571849668,10.344,19.143,37.37,442.262,1217.455,1414.5545000000002,2236.296900000001,3988.232,6.0,6.5,73.2,0,0,0,72,0,6.5,10,40,60,50000,0,69.8,66.0,0.0,0.0,0.0,66.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,,,,,,,,,,,,
tpcc/cockroach/tpcc-10-cockroach-terminals10-20241127-135551/1-us-east-1-0,1-us-east-1-0,20241127-135551,0,151,151,0,7039,3079,3095,314,279,272,7190,117.3149811632273,83.72666458303738,2.57,13.2365,22.806,41.388999999999996,301.25779999999986,606.8105999999999,887.1038199999999,1456.842,77.16766774926924,16.01,27.942,35.315,45.4365,59.0586,386.82269999998823,623.39902,1058.543,4.20568152866242,2.57,3.6615,4.1955,4.63125,5.0984,5.372349999999997,7.162850000000001,10.597,89.91046594982079,67.395,77.507,92.846,98.5755,102.78300000000002,105.3944,112.68657999999976,144.247,7.325819852941176,5.276,6.46825,7.039,7.5645,8.7537,9.678,14.286620000000001,16.935,104.5075174531351,8.679,12.45425,14.003,16.151,419.8884,760.7573999999997,905.65603,1456.842,4.4,4.5,53.900000000000006,0,0,0,0,0,5.6,10,10,60,50000,0,52.5,,,,,,,,,,,,,,,,,,,,,,,,
tpcc/cockroach/tpcc-10-cockroach-terminals10-20241127-135551/3-ap-northeast-1-0,3-ap-northeast-1-0,20241127-135551,0,93,93,0,4739,2103,2062,187,198,189,4832,78.98197153012931,124.86986030808185,2.884,12.992,24.523,44.2355,616.0177999999999,879.1243999999999,1206.29334,2529.742,109.82759153590109,17.172,29.1615,37.236,48.076499999999996,64.03279999999991,813.3482999999999,850.3646200000001,1874.351,8.951582887700534,2.884,3.7065,4.157,4.529999999999999,5.0302,5.4064,76.34077999999418,447.673,91.98616836734692,74.353,86.64325000000001,93.3995,97.03125,101.9685,104.8825,120.84995000000004,133.672,7.448772972972974,5.459,6.556,6.966,7.463,8.5724,12.812199999999967,15.6282,16.629,164.66913821532495,8.525,12.079,13.6075,15.266,880.5651,1199.03245,1207.28,2529.742,3.3,3.0,36.6,0,0,0,0,0,3.2,10,10,60,50000,0,35.3,,,,,,,,,,,,,,,,,,,,,,,,
tpcc/cockroach/tpcc-10-cockroach-terminals10-20241127-135551/2-eu-west-1-0,2-eu-west-1-0,20241127-135551,0,114,114,0,5520,2491,2384,211,223,211,5634,91.9985712192563,106.98370556260193,3.403,16.5355,32.388,60.3525,319.17099999999994,826.7814999999997,1208.81154,2348.317,103.94888755020081,21.142,38.13525,48.649,65.131,113.38249999999758,441.988649999954,865.94541,1468.77,8.056909952606635,3.403,4.5735,4.998,5.616,6.006,6.509,193.58620000000118,217.399,103.40304484304933,81.665,90.324,108.078,111.7495,115.55160000000001,117.8291,122.5359,135.281,10.10837914691943,5.86,7.0385,7.584,8.2805,9.559,14.7225,20.338000000000015,219.121,128.6603654414871,10.809,15.0875,17.056,18.583,422.002,1009.1066,1210.3443,2348.317,3.6,3.7,42.8,0,0,0,0,0,4.0,10,10,60,50000,0,39.8,,,,,,,,,,,,,,,,,,,,,,,,
tpcc/cockroach/tpcc-100-cockroach-terminals40-20241127-150318/1-us-east-1-0,1-us-east-1-0,20241127-150318,0,103,103,0,26583,11908,11421,1085,1072,1097,26686,443.04357860021236,89.81333831163946,2.906,15.808,28.554499999999997,50.5075,304.7986000000001,611.6217499999997,910.8173999999999,1241.625,84.30559553203997,18.017,33.522,42.421,55.253,74.54459999999995,334.6819999999999,666.31284,1241.625,5.168558525345622,2.906,4.217,4.743,5.409,5.974,6.5106,8.702040000000014,216.543,112.85277319587628,82.192,104.10300000000001,114.212,121.819,128.8362,133.4015,143.70449999999997,156.248,10.00548769371012,5.134,7.745,8.657,10.758,15.522,17.589600000000008,22.405199999999986,42.838,109.11390140968392,10.099,14.663,16.519,19.264,417.286,789.164,944.3446,1191.222,18.299999999999997,18.2,199.3,0,0,0,0,0,18.5,100,40,60,50000,0,192.4,,,,,,,,,,,,,,,,,,,,,,,,
tpcc/cockroach/tpcc-100-cockroach-terminals40-20241127-150318/3-ap-northeast-1-0,3-ap-northeast-1-0,20241127-150318,0,92,92,0,18560,8341,8051,700,761,707,18652,309.33249971317986,127.89701088362068,2.419,14.818750000000001,29.4185,52.626,630.0314000000001,884.2915,1205.31284,1520.49,116.97899904088239,19.48,34.336,43.946,57.425,601.243,819.884,857.2388000000002,1520.49,4.567362857142857,2.419,3.73975,4.4785,5.2475000000000005,5.8746,6.209799999999999,6.98527,19.944,103.13438633377135,71.827,92.096,101.591,115.399,123.49,127.547,133.2412,170.833,10.691543140028289,5.155,7.1715,8.176,9.811499999999999,14.683599999999998,16.112399999999997,20.987239999999947,588.747,162.58325565217393,10.22,14.003,15.286,17.2305,886.6818999999999,1199.8,1207.74928,1411.56,11.7,12.8,138.5,0,0,0,0,0,11.4,100,40,60,50000,0,134.4,,,,,,,,,,,,,,,,,,,,,,,,
tpcc/cockroach/tpcc-100-cockroach-terminals40-20241127-150318/2-eu-west-1-0,2-eu-west-1-0,20241127-150318,0,106,106,0,21654,9528,9494,860,885,887,21760,360.8961483960056,109.91886385258394,3.279,19.214,35.992,66.579,317.45599999999996,830.5155999999994,1210.5392800000002,1655.407,107.92408260732654,22.665,43.492000000000004,55.543,73.646,98.10819999999998,378.771599999997,871.857,1655.407,6.070260465116279,3.279,5.1555,6.009499999999999,6.88725,7.5568,7.970149999999999,9.284759999999999,23.741,129.99805762711864,73.708,107.038,134.341,146.996,156.99880000000002,162.88559999999998,171.32899999999992,186.862,11.370572717023675,5.533,8.143,9.261,11.686,16.312399999999997,18.141099999999998,22.468459999999993,720.744,128.72498324375593,11.372,17.261,20.106,22.765,424.4458,1012.1882,1212.8827999999999,1421.649,14.4,14.0,160.39999999999998,0,0,0,0,0,14.7,100,40,60,50000,0,156.5,,,,,,,,,,,,,,,,,,,,,,,,
