path,region,suffix,rejected,rejected.NewOrder,rejected.Payment,aborted,aborted.NewOrder,unexpected,completed,completed.NewOrder,completed.Payment,completed.OrderStatus,completed.Delivery,completed.StockLevel,total,throughput,avg,p0,p25,p50,p75,p90,p95,p99,p100,throughput.Delivery,avg.Delivery,p0.Delivery,p25.Delivery,p50.Delivery,p75.Delivery,p90.Delivery,p95.Delivery,p99.Delivery,p100.Delivery,throughput.OrderStatus,avg.OrderStatus,p0.OrderStatus,p25.OrderStatus,p50.OrderStatus,p75.OrderStatus,p90.OrderStatus,p95.OrderStatus,p99.OrderStatus,p100.OrderStatus,throughput.NewOrder,avg.NewOrder,p0.NewOrder,p25.NewOrder,p50.NewOrder,p75.NewOrder,p90.NewOrder,p95.NewOrder,p99.NewOrder,p100.NewOrder,scalefactor,terminals,time,rate,warmup,throughput.Payment,avg.Payment,p0.Payment,p25.Payment,p50.Payment,p75.Payment,p90.Payment,p95.Payment,p99.Payment,p100.Payment,avg.StockLevel,p0.StockLevel,p25.StockLevel,p50.StockLevel,p75.StockLevel,p90.StockLevel,p95.StockLevel,p99.StockLevel,p100.StockLevel,ood_index_page.NewOrder,ood_table.NewOrder,ood_tuple.NewOrder,other_aborts.NewOrder,deadlock.NewOrder,ood_index_page.Payment,ood_table.Payment,ood_tuple.Payment,other_aborts.Payment,deadlock.Payment,ood_index_page,ood_table,ood_tuple,other_aborts,deadlock,throughput.StockLevel,rejected.Delivery,ood_index_page.Delivery,ood_table.Delivery,ood_tuple.Delivery,other_aborts.Delivery,deadlock.Delivery,rejected.StockLevel,unexpected.NewOrder,ood_index_page.StockLevel,ood_table.StockLevel,ood_tuple.StockLevel,other_aborts.StockLevel,deadlock.StockLevel
tpcc/sunstorm/tpcc-10-sunstorm-terminals20-20240514-165443/2-eu-west-1-0,2-eu-west-1-0,20240514-165443,11483,2185.0,9062.0,204,204,0,37969,17650,15504,1621,1609,1585,49656,632.8146914938109,29.566951249629557,0.535,2.844,6.991,11.041,82.48689999999999,220.67845,259.6302699999996,717.891,26.7,11.893142857142857,6.24,7.7915,11.878,13.995750000000001,17.2783,19.8993,26.500890000000023,79.476,26.7,0.8678809376927823,0.535,0.704,0.777,0.967,1.122,1.285,1.8835999999999975,13.063,296.4,24.27795685321253,3.379,7.174,8.999,11.349,73.868,221.185,230.581,457.432,10,20,60,50000,0,291.6,42.05185801973382,0.813,2.59375,3.063,12.895,218.0095,221.7555,298.9516199999999,717.891,2.432673913043478,1.454,1.97425,2.163,2.415,2.9642000000000017,3.694349999999999,6.989460000000001,37.256,3.0,0.0,14.0,2168.0,0.0,4.0,0.0,2.0,9056.0,0.0,7,0,16,11460,0,26.8,62.0,0.0,0.0,0.0,62.0,0.0,174.0,,0.0,0.0,0.0,174.0,0.0
tpcc/sunstorm/tpcc-100-sunstorm-terminals1-20240517-143519/1-us-east-1-0,1-us-east-1-0,20240517-143519,0,,,11,11,0,3406,1529,1498,133,140,106,3417,56.76611718295166,17.501339285714284,0.468,1.885,4.146,6.75675,75.799,172.22525000000002,179.60955,581.581,2.3,10.68161428571429,8.47,9.07475,9.509,10.441749999999999,11.5447,14.347699999999977,22.035079999999944,81.283,2.3,0.7481278195488722,0.468,0.545,0.611,0.761,1.0456,1.5431999999999986,2.231600000000004,3.952,26.5,18.026390513320337,2.841,4.6715,5.854,7.186999999999999,13.404000000000005,174.72599999999997,181.48198,581.581,100,1,60,50000,0,25.1,20.162508010680906,1.474,1.74825,1.911,2.45525,78.4591,173.05485,177.36395,260.419,2.3063523809523807,1.538,1.923,2.082,2.249,2.528,4.0501999999999985,6.4089599999999916,10.768,,,,,,,,,,,0,0,0,0,0,1.8,,,,,,,,,,,,,
tpcc/sunstorm/tpcc-100-sunstorm-terminals1-20240517-143519/3-ap-northeast-1-0,3-ap-northeast-1-0,20240517-143519,0,,,10,10,0,2447,1070,1066,93,114,104,2457,40.7828175068198,24.33943671143671,0.459,1.874,4.121,7.144,171.02220000000005,216.99839999999998,225.75656,366.838,1.8,10.989298245614036,8.136,8.94625,9.5765,10.5725,12.3458,16.614599999999992,26.193500000000032,84.124,1.5,0.8038387096774194,0.459,0.557,0.66,0.927,1.2219999999999998,1.559199999999998,2.5479599999999993,2.766,16.8,24.538832407407405,3.216,4.749750000000001,6.0805,8.212,17.105400000000003,219.39745,227.66439,365.371,100,1,60,50000,0,18.0,29.788269230769227,1.45,1.74025,1.9195,2.5675,174.786,219.4015,223.75444999999996,366.838,2.098317307692308,1.446,1.7759999999999998,1.9155,2.088,2.3225000000000002,3.064449999999998,5.8982399999999995,7.388,,,,,,,,,,,0,0,0,0,0,1.7000000000000002,,,,,,,,,,,,,
tpcc/sunstorm/tpcc-100-sunstorm-terminals1-20240517-143519/2-eu-west-1-0,2-eu-west-1-0,20240517-143519,0,,,12,12,0,2828,1271,1210,90,144,113,2840,47.13260552185093,21.07781261007397,0.522,2.0255,4.797,8.0425,77.1102,217.80979999999997,225.6244,675.602,2.5,11.930958333333333,9.78,10.7,11.2275,11.795,14.398500000000016,19.29315,20.713819999999995,23.017,1.4,0.924077777777778,0.522,0.645,0.744,0.92725,1.2549000000000003,1.3807,2.5572199999999947,10.836,20.8,21.77008190327613,2.551,5.244,6.705500000000001,8.4495,78.2636000000003,86.87505,227.81740000000002,675.602,100,1,60,50000,0,18.3,24.699336363636363,1.556,1.888,2.0655,2.581,78.99610000000001,219.2063,222.81806,290.915,2.1525929203539826,1.509,1.81,1.982,2.17,2.448,3.1169999999999987,5.414359999999994,10.123,,,,,,,,,,,0,0,0,0,0,1.8,,,,,,,,,,,,,
tpcc/sunstorm/tpcc-10-sunstorm-terminals60-20240514-165443/1-us-east-1-0,1-us-east-1-0,20240514-165443,81180,18384.0,60948.0,379,379,0,67383,35170,21869,3603,3495,3246,148942,1123.0488357539894,40.3434512185539,0.708,5.745,10.822,21.372,171.261,186.069,311.22259999999983,580.931,58.5,13.655371900826445,2.548,7.567,12.258,17.109,21.7814,25.9028,62.36056000000027,102.01,58.9,1.202925339994449,0.708,0.934,1.048,1.2585,1.564,1.871,3.9577200000000006,15.493,667.5,23.733189709458593,3.782,9.105,11.75,15.335,31.42939999999996,95.98019999999995,190.1978,374.925,10,60,60,50000,0,636.5,67.40424886584576,2.301,3.9604999999999997,11.013,109.179,184.591,246.5989999999998,353.5527800000002,580.931,3.3137307800619547,1.511,2.416,2.743,3.413,5.026,6.294499999999999,10.5775,49.405,9.0,0.0,23.0,18352.0,0.0,14.0,0.0,8.0,60926.0,0.0,23,0,31,81126,0,58.9,502.0,0.0,0.0,0.0,502.0,0.0,1346.0,,0.0,0.0,0.0,1346.0,0.0
tpcc/sunstorm/tpcc-10-sunstorm-terminals60-20240514-165443/3-ap-northeast-1-0,3-ap-northeast-1-0,20240514-165443,65334,17596.0,46144.0,291,291,0,50858,26008,16957,2681,2781,2431,116483,847.623108823075,52.5143458363166,0.35,3.501,6.708,13.014,218.3938,228.0364,412.32395999999994,732.592,46.2,8.941779685264663,1.725,5.093999999999999,7.714,10.78975,14.289000000000001,17.26675,38.918900000000136,114.368,43.8,0.8378929503916449,0.35,0.536,0.645,0.844,1.064,1.283,3.599399999999996,48.78,516.3,24.719133295800766,1.933,5.427,7.094,9.65025,19.3505,184.464,229.76524999999998,454.828,10,60,60,50000,0,489.9,95.45723880647681,1.448,2.921,7.465,180.75099999999998,228.7872,376.5321999999999,446.43152,732.592,2.6673237037037034,1.02,1.8857499999999998,2.221,2.82225,4.044999999999999,5.0857499999999956,8.261079999999998,62.562,17.0,0.0,50.0,17529.0,0.0,11.0,0.0,6.0,46127.0,0.0,28,0,56,65250,0,45.3,414.0,0.0,0.0,0.0,414.0,0.0,1180.0,,0.0,0.0,0.0,1180.0,0.0
tpcc/sunstorm/tpcc-10-sunstorm-terminals60-20240514-165443/2-eu-west-1-0,2-eu-west-1-0,20240514-165443,84307,25360.0,57219.0,361,361,0,57333,29379,18582,3179,3213,2980,142001,955.5378581237675,44.621568248447204,0.563,5.008,9.362,19.155,212.43460000000005,229.23835000000003,374.30810999999943,696.573,53.5,11.783770588235294,2.144,6.7692499999999995,10.6645,14.669,18.9137,22.29309999999999,40.34272000000006,102.188,52.9,1.0514070462409562,0.563,0.771,0.905,1.1025,1.3532000000000002,1.7222999999999988,4.133939999999995,20.641,607.6,23.963960823354554,2.815,7.707,10.108,13.836500000000001,28.23620000000001,94.33409999999996,234.28694,457.761,10,60,60,50000,0,575.7,77.77048047395562,1.935,3.74825,9.8605,114.46424999999999,228.02519999999998,293.0122,440.2049200000001,696.573,3.0516941497423464,1.293,2.2225,2.571,3.1654999999999998,4.575000000000007,5.797699999999999,9.769539999999997,49.689,13.0,0.0,47.0,25300.0,0.0,7.0,0.0,5.0,57207.0,0.0,20,0,52,84235,0,54.599999999999994,469.0,0.0,0.0,0.0,469.0,0.0,1259.0,,0.0,0.0,0.0,1259.0,0.0
tpcc/sunstorm/tpcc-100-sunstorm-terminals40-20240517-143519/1-us-east-1-0,1-us-east-1-0,20240517-143519,488,277.0,211.0,502,502,0,109471,49074,47133,4461,4373,4430,110461,1824.4864270812784,21.766173435525367,0.429,3.07,6.144,10.023,79.8384,175.41839999999996,214.7990399999996,446.065,75.4,16.7791641893437,8.746,12.089,13.537,15.808,19.264200000000002,25.367799999999917,84.8026,143.947,74.1,0.981510647836808,0.429,0.631,0.74,0.94,1.281,1.861,6.12499999999998,32.616,840.3,23.032748637739655,3.164,6.788,8.452,10.918,79.58089999999999,154.02169999999992,210.13828000000004,446.065,100,40,60,50000,0,803.3,24.63163007974888,1.621,2.738,3.2475,4.407,85.64720000000001,177.6859,226.61606999999998,412.445,3.072387308039747,1.578,2.381,2.6915,3.126,4.056500000000001,5.376449999999996,10.493789999999903,39.831,64.0,0.0,202.0,11.0,0.0,28.0,0.0,105.0,78.0,0.0,92,0,307,89,0,75.1,,,,,,,,,,,,,
tpcc/sunstorm/tpcc-100-sunstorm-terminals40-20240517-143519/3-ap-northeast-1-0,3-ap-northeast-1-0,20240517-143519,1160,622.0,538.0,402,402,0,83069,37098,35932,3331,3416,3292,84631,1384.4607300505959,28.68240006706105,0.417,2.81725,5.488,9.079,175.0,222.31875,263.63014999999984,619.117,56.4,14.98811943793911,8.243,10.812750000000001,12.0095,14.0705,17.406,21.536749999999998,79.3962,122.638,55.099999999999994,0.8425709996997898,0.417,0.57,0.663,0.8545,1.101,1.419,3.9293999999999922,36.453,629.1,29.288358444746883,2.792,6.135,7.627,9.879,76.90360000000008,224.8886,264.16679999999957,519.463,100,40,60,50000,0,602.0,34.33212061726678,1.435,2.509,2.983,3.839,179.4018,223.31879999999995,274.5232000000001,619.117,2.6724159829838956,1.43,2.095,2.339,2.724,3.459,4.513999999999999,9.468799999999996,20.72,217.0,0.0,385.0,20.0,0.0,92.0,0.0,307.0,139.0,0.0,309,0,692,159,0,54.1,,,,,,,,,,,,,
tpcc/sunstorm/tpcc-100-sunstorm-terminals40-20240517-143519/2-eu-west-1-0,2-eu-west-1-0,20240517-143519,578,335.0,242.0,427,427,0,95715,42805,41244,3822,3934,3910,96720,1595.236918711632,24.917719008694206,0.499,3.158,6.509,10.698,80.31200000000001,221.57125,260.83989999999983,673.987,67.3,17.67593645144891,9.952,13.11625,14.4435,16.701500000000003,19.9422,23.290049999999994,85.56103,149.542,65.4,1.0156036106750392,0.499,0.683,0.793,1.002,1.295,1.7969499999999998,5.087599999999998,33.691,735.2,26.083310320087023,3.44,7.257,9.037,11.493,80.10280000000003,163.33549999999903,257.7182000000002,519.842,100,40,60,50000,0,694.9,28.700892963618294,1.678,2.859,3.32,4.267,86.73640000000005,223.5116,272.2608000000001,673.987,2.9152380342974147,1.618,2.294,2.542,2.917,3.6702000000000004,4.904,10.412640000000001,43.1,99.0,0.0,226.0,10.0,0.0,36.0,0.0,151.0,55.0,0.0,135,0,377,66,0,67.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,
tpcc/sunstorm/tpcc-100-sunstorm-terminals10-20240517-143519/1-us-east-1-0,1-us-east-1-0,20240517-143519,7,2.0,5.0,155,155,0,32880,14744,14131,1346,1295,1364,33042,547.9919166077709,18.137322395108068,0.379,2.17725,4.541,7.28175,76.6235,173.02315,181.39239999999995,293.395,22.0,11.934715830115831,8.273,9.492,10.218,11.341000000000001,14.587,18.987299999999998,75.18941999999998,85.519,22.5,0.642425705794948,0.379,0.51,0.5565,0.664,0.9444999999999999,1.035,1.5506999999999975,4.582,250.0,18.792692504030093,2.503,5.132,6.347,7.9094999999999995,16.974400000000163,113.57269999999893,182.38332999999994,285.976,100,10,60,50000,0,232.6,21.227946284501066,1.411,1.981,2.2785,2.943,78.92720000000001,174.6274,181.01574999999997,293.395,2.2487914831130693,1.465,1.912,2.0825,2.2615,2.5828,3.1574500000000003,6.012280000000016,14.78,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0,0,0,7,0,22.6,,,,,,,,,,,,,
tpcc/sunstorm/tpcc-100-sunstorm-terminals10-20240517-143519/3-ap-northeast-1-0,3-ap-northeast-1-0,20240517-143519,16,12.0,4.0,97,97,0,23492,10519,10163,885,990,935,23605,391.53001311314364,25.39886556723758,0.413,2.144,4.4704999999999995,7.191,173.283,219.2976,227.01290000000003,399.428,15.8,11.895525252525252,8.444,9.54525,10.0945,11.144,14.2299,19.1343,73.27162000000003,80.037,14.600000000000001,0.6638293785310735,0.413,0.517,0.565,0.689,0.9808,1.0418,1.5263599999999953,6.698,178.39999999999998,24.563855015082957,2.564,5.065,6.2615,7.68225,14.92680000000004,184.26754999999997,227.64393,399.428,100,10,60,50000,0,166.5,31.892770146610253,1.399,1.9655,2.232,2.854,175.9754,220.7817,227.21376,347.299,2.1691069518716577,1.368,1.827,1.985,2.189,2.559,3.3537999999999997,6.51485999999999,10.182,5.0,0.0,5.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,6,0,7,3,0,15.6,,,,,,,,,,,,,
tpcc/sunstorm/tpcc-100-sunstorm-terminals10-20240517-143519/2-eu-west-1-0,2-eu-west-1-0,20240517-143519,8,3.0,5.0,126,126,0,28158,12529,12190,1169,1109,1161,28292,469.29820125821095,21.18055810911148,0.472,2.369,5.053,8.21,76.4836,219.3799,228.47618,401.144,18.9,13.468624887285843,9.471,10.96,11.586,12.787,17.136000000000003,19.6542,74.89492000000004,111.771,19.4,0.742835757057314,0.472,0.587,0.646,0.771,1.0111999999999999,1.1716,1.809,11.012,213.8,22.461658393929813,2.927,5.792,7.207,8.8695,18.935699999999986,221.94209999999995,229.776,375.68,100,10,60,50000,0,206.10000000000002,24.31945438884331,1.581,2.194,2.516,3.1157500000000002,78.7201,220.3203,226.56474000000003,401.144,2.240534482758621,1.475,1.89275,2.064,2.2672499999999998,2.5681000000000003,3.2920499999999997,6.507900000000032,13.244,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,1,0,2,5,0,19.9,,,,,,,,,,,,,
tpcc/sunstorm/tpcc-10-sunstorm-terminals1-20240514-171428/1-us-east-1-0,1-us-east-1-0,20240514-171428,0,,,13,13,0,2908,1373,1180,97,133,125,2921,48.46656015251519,20.520751027397257,0.748,2.65975,6.8225,10.900500000000001,78.0915,175.05974999999998,183.00112,192.847,2.1,16.69526315789474,14.025,14.743,15.144,16.336,19.9346,23.91,31.48892000000007,82.847,1.6,1.0986494845360826,0.748,0.899,1.0,1.146,1.3582000000000003,1.6363999999999979,2.8883199999999927,3.808,23.200000000000003,23.2162417027417,5.308,7.39375,9.415,11.347,80.92750000000001,180.091,184.67705,192.847,10,1,60,50000,0,19.3,21.308406276505515,2.24,2.5435,2.704,3.2795,79.1562,175.09849999999997,177.44668000000001,186.239,2.3458560000000004,1.793,2.113,2.252,2.408,2.5500000000000003,2.8941999999999997,4.2239600000000035,7.871,,,,,,,,,,,0,0,0,0,0,2.2,,,,,,,,,,,,,
tpcc/sunstorm/tpcc-10-sunstorm-terminals1-20240514-171428/3-ap-northeast-1-0,3-ap-northeast-1-0,20240514-171428,0,,,10,10,0,2550,1136,1103,105,101,105,2560,42.499602943209545,23.360540445486517,0.405,1.8715000000000002,3.851,6.0120000000000005,171.37120000000004,179.0748999999999,222.68116,234.282,1.6,9.116712871287127,7.911,8.2,8.606,9.478,10.218,10.727,17.815,18.421,1.8,0.6480095238095238,0.405,0.5,0.563,0.665,0.9556,1.0333999999999999,1.4290399999999996,3.041,17.8,21.61291441048035,3.142,4.344,5.278,6.453,10.733400000000087,178.2734,223.79504,234.282,10,1,60,50000,0,18.200000000000003,30.712352994555353,1.573,1.798,1.9215,2.14275,174.065,218.37105000000003,221.21759,233.044,1.8750380952380954,1.397,1.657,1.762,1.898,2.108,2.3095999999999997,3.5075199999999986,6.549,,,,,,,,,,,0,0,0,0,0,1.7000000000000002,,,,,,,,,,,,,
tpcc/sunstorm/tpcc-10-sunstorm-terminals1-20240514-171428/2-eu-west-1-0,2-eu-west-1-0,20240514-171428,0,,,11,11,0,2974,1326,1266,123,141,118,2985,49.56614955376771,20.08931524288107,0.565,2.306,5.341,8.639,76.17179999999999,190.19739999996486,224.72156,232.883,2.4000000000000004,12.956219858156029,11.121,11.673,11.956,12.824,15.076,20.071,24.045399999999997,24.505,1.8,0.8918292682926829,0.565,0.6890000000000001,0.776,0.9085000000000001,1.3192,1.4649999999999996,2.913340000000001,3.388,21.7,20.473521348314605,4.338,6.0845,7.478,9.0235,15.219800000000006,83.8467,225.8562,232.883,10,1,60,50000,0,20.6,24.046854660347552,1.93,2.233,2.358,2.6077500000000002,77.369,219.18449999999999,221.2912,230.954,2.108415254237288,1.526,1.852,1.982,2.176,2.3269,2.8265499999999975,4.33761,7.743,,,,,,,,,,,0,0,0,0,0,1.9,,,,,,,,,,,,,
tpcc/sunstorm/tpcc-10-sunstorm-terminals80-20240514-165443/1-us-east-1-0,1-us-east-1-0,20240514-165443,126689,34697.0,88902.0,432,432,0,74601,39948,22082,4447,4355,3769,201722,1243.3363375779322,43.403239066474754,0.694,6.799,11.798,27.2785,174.98360000000002,190.5249,330.3307800000002,647.465,72.6,14.513178041543027,2.55,7.559,13.135,17.875,23.702,28.894,71.13259999999983,160.979,75.4,1.3948626040026983,0.694,0.984,1.124,1.351,1.731,2.2897,5.283339999999999,80.119,833.2,22.898610992835206,3.45,9.05825,12.033,15.972,28.010199999999998,92.72454999999991,190.65016000000003,475.877,10,80,60,50000,0,805.5999999999999,75.35315426794679,2.382,6.080500000000001,18.051,140.043,194.07620000000006,257.8213,357.72525999999976,647.465,3.8326355311355313,1.504,2.571,3.0365,4.11925,6.0013000000000005,7.639099999999995,14.185339999999984,76.527,16.0,0.0,46.0,34635.0,0.0,11.0,0.0,5.0,88886.0,0.0,27,0,51,126611,0,74.6,851.0,0.0,0.0,0.0,851.0,0.0,2239.0,,0.0,0.0,0.0,2239.0,0.0
tpcc/sunstorm/tpcc-10-sunstorm-terminals80-20240514-165443/3-ap-northeast-1-0,3-ap-northeast-1-0,20240514-165443,96560,27115.0,66846.0,305,305,0,54727,29316,16022,3261,3278,2850,151592,912.1118195220353,58.13013817355815,0.371,4.156,7.442,17.546499999999998,221.4357,239.99224999999979,432.9242600000001,737.051,57.0,9.583113670809338,1.659,4.9805,8.084,11.559999999999999,15.7216,19.5054,53.072359999999996,100.622,55.3,0.8777359705611777,0.371,0.558,0.689,0.904,1.207,1.399,3.909400000000008,84.537,617.8,23.288480197749372,1.756,5.427,7.329,10.129249999999999,17.790000000000013,182.9908499999999,230.26157,514.894,10,80,60,50000,0,596.0999999999999,110.20744051364912,1.46,4.059,11.605,210.925,278.5862000000001,391.7152,462.83995999999917,737.051,2.9271860047846885,0.967,1.978,2.3945,3.1055,4.61,5.942549999999996,9.626820000000004,54.506,9.0,0.0,60.0,27046.0,0.0,13.0,0.0,3.0,66830.0,0.0,22,0,63,96475,0,55.5,721.0,0.0,0.0,0.0,721.0,0.0,1878.0,,0.0,0.0,0.0,1878.0,0.0
tpcc/sunstorm/tpcc-10-sunstorm-terminals80-20240514-165443/2-eu-west-1-0,2-eu-west-1-0,20240514-165443,123644,37862.0,82957.0,381,381,0,63106,33475,18368,3942,3925,3396,187131,1051.7563900075677,48.40598531520794,0.584,6.097,10.5545,25.12525,219.67419999999996,233.28934999999998,400.68014999999934,692.374,66.2,12.851544762870912,2.258,6.6205,11.287,15.62,20.883000000000003,25.604499999999984,65.1800599999999,213.708,66.5,1.2051139015728056,0.584,0.825,0.9735,1.201,1.5868000000000002,2.1088999999999998,4.6870500000000135,66.531,741.0,23.65919015415443,2.788,7.935,10.656,14.623,26.658400000000007,92.08779999999989,234.20691999999997,461.732,10,80,60,50000,0,714.4000000000001,86.27017776320105,1.993,5.633,17.394,153.5075,235.2565,300.81399999999996,443.83305,692.374,3.648112515802781,1.41,2.4234999999999998,2.893,3.88,5.8322,7.4032999999999864,13.265280000000006,65.739,11.0,0.0,42.0,37809.0,0.0,13.0,0.0,3.0,82941.0,0.0,24,0,45,123575,0,65.2,784.0,0.0,0.0,0.0,784.0,0.0,2041.0,,0.0,0.0,0.0,2041.0,0.0
