path,region,hot,workload,mr,suffix,rejected,rejected.WorkloadF1,rejected.WorkloadF2,rejected.WorkloadF3,aborted,unexpected,completed,completed.WorkloadF1,completed.WorkloadF2,completed.WorkloadF3,total,throughput.WorkloadF3,avg.WorkloadF3,p0.WorkloadF3,p25.WorkloadF3,p50.WorkloadF3,p75.WorkloadF3,p90.WorkloadF3,p95.WorkloadF3,p99.WorkloadF3,p100.WorkloadF3,throughput.WorkloadF1,avg.WorkloadF1,p0.WorkloadF1,p25.WorkloadF1,p50.WorkloadF1,p75.WorkloadF1,p90.WorkloadF1,p95.WorkloadF1,p99.WorkloadF1,p100.WorkloadF1,ood_index_page.WorkloadF3,ood_table.WorkloadF3,ood_tuple.WorkloadF3,other_aborts.WorkloadF3,deadlock.WorkloadF3,ood_index_page.WorkloadF2,ood_table.WorkloadF2,ood_tuple.WorkloadF2,other_aborts.WorkloadF2,deadlock.WorkloadF2,ood_index_page.WorkloadF1,ood_table.WorkloadF1,ood_tuple.WorkloadF1,other_aborts.WorkloadF1,deadlock.WorkloadF1,ood_index_page,ood_table,ood_tuple,other_aborts,deadlock,avg,p0,p25,p50,p75,p90,p95,p99,p100,avg.WorkloadF2,p0.WorkloadF2,p25.WorkloadF2,p50.WorkloadF2,p75.WorkloadF2,p90.WorkloadF2,p95.WorkloadF2,p99.WorkloadF2,p100.WorkloadF2,throughput,scalefactor,terminals,time,rate,warmup,throughput.WorkloadF2
ycsb/rmw-aurora-eventual/ycsb-throughput-aurora-hot100000-F-mr0-20240507-204505/1-us-east-1-0,1-us-east-1-0,100000,F,0,20240507-204505,673,673,,,0,0,731127,731127,,,731800,,,,,,,,,,,8129.2,7.964300971364614,4.932,6.948,7.715,8.486,9.654,10.4485,14.524,60.501,,,,,,,,,,,0,0,0,673,0,0,0,0,673,0,7.964300971364614,4.932,6.948,7.715,8.486,9.654,10.4485,14.524,60.501,,,,,,,,,,8123.624482644459,1000,64,90,50000,30,
ycsb/rmw-aurora-eventual/ycsb-throughput-aurora-hot100000-F-mr0-20240507-204505/2-eu-west-1-0,2-eu-west-1-0,100000,F,0,20240507-204505,15,15,,,0,0,13758,13758,,,13773,,,,,,,,,,,153.2,423.7458010584376,211.313,349.191,418.2265,487.028,554.9865,560.19975,628.27665,1047.069,,,,,,,,,,,0,0,0,15,0,0,0,0,15,0,423.7458010584376,211.313,349.191,418.2265,487.028,554.9865,560.19975,628.27665,1047.069,,,,,,,,,,152.865535657031,1000,64,90,50000,30,
ycsb/rmw-aurora-eventual/ycsb-throughput-aurora-hot10000-F-mr50-20240507-204505/3-ap-northeast-1-0,3-ap-northeast-1-0,10000,F,50,20240507-204505,464,94,281.0,89.0,0,0,5458,2717,2325.0,416.0,5922,4.6,1147.228743902439,497.044,834.93125,1004.1785,1331.5035,1830.3861,2159.14025,2673.3531999999996,3317.901,30.3,1034.4679067732116,504.562,835.62275,1001.3554999999999,1167.9155,1334.2365,1491.62565,1683.10307,2652.674,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,281.0,0.0,0,0,0,94,0,0,0,0,464,0,1067.2560164710337,503.017,835.247,1001.6179999999999,1169.96075,1347.4244000000003,1667.0074,2331.0921399999997,3475.852,1087.3759517271922,501.179,834.8285,1001.5695000000001,1171.64375,1504.1116,1843.6548000000005,2494.258709999999,3475.852,60.64439381783066,1000,64,90,50000,30,25.6
ycsb/rmw-aurora-eventual/ycsb-throughput-aurora-hot10000-F-mr50-20240507-204505/1-us-east-1-0,1-us-east-1-0,10000,F,50,20240507-204505,2157,746,1139.0,272.0,0,0,705705,352543,302845.0,50317.0,707862,560.1,8.815514901345662,5.086,7.028,7.699,8.488,9.615,10.516,20.176369999999974,1106.99,3918.3,8.046163064583713,5.072,6.997,7.668,8.429,9.526,10.361149999999965,15.773689999999943,1196.955,0.0,0.0,0.0,272.0,0.0,0.0,0.0,0.0,1139.0,0.0,0,0,0,746,0,0,0,0,2157,0,8.296180634428532,5.082,7.01,7.679,8.448,9.558,10.4,16.59658000000031,1206.306,8.500223639321533,5.093,7.021,7.688,8.464,9.584,10.423,17.239780000000028,1206.306,7841.129512955571,1000,64,90,50000,30,3359.2
ycsb/rmw-aurora-eventual/ycsb-throughput-aurora-hot10000-F-mr50-20240507-204505/2-eu-west-1-0,2-eu-west-1-0,10000,F,50,20240507-204505,525,102,329.0,94.0,0,0,13447,6613,5808.0,1026.0,13972,11.399999999999999,451.96040159045725,210.452,349.20074999999997,418.3895,488.52925,624.4735000000001,764.5237500000001,975.9962500000001,1635.389,72.7,425.8455239275205,211.074,348.95,417.856,487.008,555.6312,562.9642,692.1201599999999,1266.078,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,329.0,0.0,0,0,0,102,0,0,0,0,525,0,433.19054100357874,211.065,349.144,417.977,487.393,557.1166,624.2174,836.1668400000002,1727.853,438.38492816801977,211.249,349.406,418.117,487.70475,558.4505,627.8025,899.5423,1727.853,149.41024244660198,1000,64,90,50000,30,64.3
ycsb/rmw-aurora-eventual/ycsb-throughput-aurora-hot1000-F-mr15-20240507-204505/3-ap-northeast-1-0,3-ap-northeast-1-0,1000,F,15,20240507-204505,752,339,307.0,106.0,0,0,5298,4532,662.0,104.0,6050,1.2,1504.2615454545453,498.427,996.35,1175.009,1999.959,2658.78,2847.283,3289.6613999999995,3489.4,50.3,1050.1629390886192,502.694,834.1034999999999,1000.595,1167.3020000000001,1335.079,1500.8455,1985.305120000001,2964.533,0.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,307.0,0.0,0,0,0,339,0,0,0,0,752,0,1091.8522321221492,501.523,834.2345,1001.077,1170.0015,1495.6123,1822.5597999999998,2519.016419999992,3489.639,1304.3529387144993,497.989,835.938,1161.716,1657.299,2167.0204000000003,2498.2254000000003,3154.3421200000007,3489.639,58.86613112091963,1000,64,90,50000,30,7.4
ycsb/rmw-aurora-eventual/ycsb-throughput-aurora-hot1000-F-mr15-20240507-204505/1-us-east-1-0,1-us-east-1-0,1000,F,15,20240507-204505,23723,19128,3842.0,753.0,0,0,588718,500795,75405.0,12518.0,612441,138.6,15.632340867047377,4.468,7.361,8.512,10.061,12.248,15.918599999999996,272.66136000000057,1063.179,5552.6,9.25695300267924,4.46,7.3,8.398,9.938,11.661,13.658,21.16045000000001,1025.696,0.0,0.0,0.0,753.0,0.0,0.0,0.0,0.0,3842.0,0.0,0,0,0,19128,0,0,0,0,23723,0,9.819525361358084,4.456,7.306,8.411,9.956,11.716,13.808,22.532699999999956,1168.747,12.589916614386587,4.442,7.343,8.484,10.056,12.026400000000008,14.755599999999992,103.9209999999999,1168.747,6541.266601498606,1000,64,90,50000,30,835.3
ycsb/rmw-aurora-eventual/ycsb-throughput-aurora-hot1000-F-mr15-20240507-204505/2-eu-west-1-0,2-eu-west-1-0,1000,F,15,20240507-204505,1007,426,435.0,146.0,0,0,13205,11258,1685.0,262.0,14212,3.1,572.1384218181818,207.739,353.991,485.294,695.313,1012.5031999999998,1171.7289,1470.4303799999996,1845.387,125.2,428.24285746853917,210.354,348.16525,417.04650000000004,486.08575,554.9485,620.26575,759.8133500000001,1239.141,0.0,0.0,0.0,146.0,0.0,0.0,0.0,0.0,435.0,0.0,0,0,0,426,0,0,0,0,1007,0,439.97593217714467,210.182,348.34625,417.428,486.93125,557.241,628.11025,963.5338000000013,1845.387,494.2281773809524,207.896,349.34000000000003,420.83450000000005,554.18625,765.6896,907.10885,1196.1699700000015,1682.115,146.72124836808737,1000,64,90,50000,30,18.8
ycsb/rmw-aurora-eventual/ycsb-throughput-aurora-hot10000-F-mr0-20240507-204505/3-ap-northeast-1-0,3-ap-northeast-1-0,10000,F,0,20240507-204505,22,22,,,0,0,5747,5747,,,5769,,,,,,,,,,,64.0,1019.2617731716148,504.389,835.47725,1001.0805,1167.61625,1331.9563,1340.8267,1507.10927,2876.24,,,,,,,,,,,0,0,0,22,0,0,0,0,22,0,1019.2617731716148,504.389,835.47725,1001.0805,1167.61625,1331.9563,1340.8267,1507.10927,2876.24,,,,,,,,,,63.855536640126594,1000,64,90,50000,30,
ycsb/rmw-aurora-eventual/ycsb-throughput-aurora-hot10000-F-mr0-20240507-204505/1-us-east-1-0,1-us-east-1-0,10000,F,0,20240507-204505,1895,1895,,,0,0,719357,719357,,,721252,,,,,,,,,,,7988.8,8.117965055880699,5.081,7.098,7.817,8.632,9.745,10.56,15.030329999999958,54.277,,,,,,,,,,,0,0,0,1895,0,0,0,0,1895,0,8.117965055880699,5.081,7.098,7.817,8.632,9.745,10.56,15.030329999999958,54.277,,,,,,,,,,7992.762181265883,1000,64,90,50000,30,
ycsb/rmw-aurora-eventual/ycsb-throughput-aurora-hot10000-F-mr0-20240507-204505/2-eu-west-1-0,2-eu-west-1-0,10000,F,0,20240507-204505,39,39,,,0,0,13803,13803,,,13842,,,,,,,,,,,153.2,422.68898615865464,211.232,348.98875,417.6925,486.59475,554.2267,559.11365,628.2766299999998,1234.572,,,,,,,,,,,0,0,0,39,0,0,0,0,39,0,422.68898615865464,211.232,348.98875,417.6925,486.59475,554.2267,559.11365,628.2766299999998,1234.572,,,,,,,,,,153.36617836920357,1000,64,90,50000,30,
ycsb/rmw-aurora-eventual/ycsb-throughput-aurora-hot10000-F-mr5-20240507-204505/3-ap-northeast-1-0,3-ap-northeast-1-0,10000,F,5,20240507-204505,52,33,13.0,6.0,0,0,5686,5404,231.0,51.0,5738,0.6,1085.532612244898,662.445,840.42,1002.137,1163.388,1173.8398,1638.227199999997,3003.6361999999986,3168.377,59.8,1025.9493203771408,504.406,835.287,1000.667,1166.987,1331.829,1342.5202,1507.92688,2345.091,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,13.0,0.0,0,0,0,33,0,0,0,0,52,0,1027.5048354059984,504.406,835.2737500000001,1000.7915,1167.106,1332.1006,1343.3128,1510.68188,3168.377,1041.3989823008849,501.31,833.87875,1001.0509999999999,1170.6715,1337.429,1495.47125,2146.41,2685.09,63.17760890753903,1000,64,90,50000,30,2.6
ycsb/rmw-aurora-eventual/ycsb-throughput-aurora-hot10000-F-mr5-20240507-204505/1-us-east-1-0,1-us-east-1-0,10000,F,5,20240507-204505,1818,1679,111.0,28.0,0,0,720347,684115,31038.0,5194.0,722165,58.6,9.148427387529596,5.027,7.0605,7.8285,8.6715,9.8143,10.62595,22.501719999999942,729.181,7599.2,8.06537838151002,4.998,7.028,7.777,8.578,9.707,10.511,15.151360000000102,511.27,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,111.0,0.0,0,0,0,1679,0,0,0,0,1818,0,8.09270599873061,5.003,7.032,7.78,8.582,9.713,10.515,15.202530000000028,918.681,8.512060034648187,5.087,7.114,7.833,8.664,9.8005,10.5855,16.06569999999991,918.681,8003.804466649127,1000,64,90,50000,30,345.4
ycsb/rmw-aurora-eventual/ycsb-throughput-aurora-hot10000-F-mr5-20240507-204505/2-eu-west-1-0,2-eu-west-1-0,10000,F,5,20240507-204505,81,43,30.0,8.0,0,0,13786,13059,626.0,101.0,13867,1.1,443.97888888888883,277.702,348.3745,417.147,487.21950000000004,561.4295999999999,701.8222999999997,906.7089399999978,1422.186,144.6,422.3485828027981,211.289,348.786,417.335,486.31399999999996,554.4102,559.7528,628.30938,1161.772,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,30.0,0.0,0,0,0,43,0,0,0,0,81,0,423.055031191841,211.289,348.794,417.392,486.329,554.6226,560.2458,631.74084,1422.186,434.740831147541,211.85,349.31025,418.21000000000004,486.659,557.3597000000001,627.7831999999999,840.4299699999999,1102.425,153.17646421300893,1000,64,90,50000,30,6.699999999999999
ycsb/rmw-aurora-eventual/ycsb-throughput-aurora-hot0-F-mr0-20240507-202741/3-ap-northeast-1-0,3-ap-northeast-1-0,1000000,F,0,20240507-202741,4,4,,,0,0,5798,5798,,,5802,,,,,,,,,,,64.6,1008.6949076564462,503.435,834.017,999.817,1165.491,1328.4512,1336.2854,1500.97564,2236.229,,,,,,,,,,,0,0,0,4,0,0,0,0,4,0,1008.6949076564462,503.435,834.017,999.817,1165.491,1328.4512,1336.2854,1500.97564,2236.229,,,,,,,,,,64.42157386202902,1000,64,90,50000,30,
ycsb/rmw-aurora-eventual/ycsb-throughput-aurora-hot0-F-mr0-20240507-202741/1-us-east-1-0,1-us-east-1-0,1000000,F,0,20240507-202741,809,809,,,0,0,726014,726014,,,726823,,,,,,,,,,,8079.3,8.037103817404022,5.06,7.058,7.798,8.569,9.606,10.365,13.740530000000028,52.857,,,,,,,,,,,0,0,0,809,0,0,0,0,809,0,8.037103817404022,5.06,7.058,7.798,8.569,9.606,10.365,13.740530000000028,52.857,,,,,,,,,,8066.776599312332,1000,64,90,50000,30,
ycsb/rmw-aurora-eventual/ycsb-throughput-aurora-hot0-F-mr0-20240507-202741/2-eu-west-1-0,2-eu-west-1-0,1000000,F,0,20240507-202741,17,17,,,0,0,13847,13847,,,13864,,,,,,,,,,,153.6,420.99586534330786,210.757,348.087,416.696,485.42,553.135,557.359,625.598,1105.334,,,,,,,,,,,0,0,0,17,0,0,0,0,17,0,420.99586534330786,210.757,348.087,416.696,485.42,553.135,557.359,625.598,1105.334,,,,,,,,,,153.85498696051823,1000,64,90,50000,30,
ycsb/rmw-aurora-eventual/ycsb-throughput-aurora-hot1000-F-mr5-20240507-204505/3-ap-northeast-1-0,3-ap-northeast-1-0,1000,F,5,20240507-204505,282,149,96.0,37.0,0,0,5575,5303,242.0,30.0,5857,0.4,1645.797243243243,832.581,991.214,1502.166,2338.386,2728.1621999999998,2865.9379999999996,3240.14456,3378.431,58.7,1030.5987690201448,504.174,835.604,1001.89,1168.747,1334.7477999999999,1488.0024,1674.4538000000002,2651.924,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,96.0,0.0,0,0,0,149,0,0,0,0,282,0,1045.5237358665431,503.774,835.665,1002.11,1169.461,1336.6704,1499.0363,2023.1618000000212,3378.431,1272.5718971193417,499.314,837.2345,1159.042,1660.5369999999998,2153.2437999999997,2361.5866999999994,2673.35658,3311.145,61.944063068613474,1000,64,90,50000,30,2.8
ycsb/rmw-aurora-eventual/ycsb-throughput-aurora-hot1000-F-mr5-20240507-204505/1-us-east-1-0,1-us-east-1-0,1000,F,5,20240507-204505,25508,23762,1428.0,318.0,0,0,611490,580546,26518.0,4426.0,636998,49.3,16.4596787258248,4.609,7.576,8.7,10.3675,12.4702,16.606400000000004,295.3043400000024,1102.702,6438.299999999999,9.24794472158508,4.58,7.457,8.507,10.12,11.778,13.616,21.30060000000009,1025.923,0.0,0.0,0.0,318.0,0.0,0.0,0.0,0.0,1428.0,0.0,0,0,0,23762,0,0,0,0,25508,0,9.457647315004227,4.58,7.46,8.513,10.126,11.794,13.663,21.845,1347.2,12.875973757168357,4.583,7.509,8.604,10.227,12.105,14.619,117.45490000000098,1347.2,6794.298291739894,1000,64,90,50000,30,294.9
ycsb/rmw-aurora-eventual/ycsb-throughput-aurora-hot1000-F-mr5-20240507-204505/2-eu-west-1-0,2-eu-west-1-0,1000,F,5,20240507-204505,525,334,142.0,49.0,0,0,13456,12813,550.0,93.0,13981,1.1,580.7770833333334,213.501,398.73249999999996,487.653,767.2112500000001,1028.9344999999998,1159.516,1311.5533499999997,1445.282,142.5,428.36287490001604,211.234,349.03274999999996,417.948,486.97925,555.7005,617.85765,741.1779599999998,1247.734,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,142.0,0.0,0,0,0,334,0,0,0,0,525,0,432.71172246729543,211.149,349.0865,418.047,487.25725,556.3439,622.5364,834.5256200000003,1949.297,504.6407481884057,209.448,350.13800000000003,420.06550000000004,555.84725,829.1144,966.16795,1258.0132,1949.297,149.51021783241262,1000,64,90,50000,30,5.8
ycsb/rmw-aurora-eventual/ycsb-throughput-aurora-hot100000-F-mr50-20240507-204505/3-ap-northeast-1-0,3-ap-northeast-1-0,100000,F,50,20240507-204505,124,26,82.0,16.0,0,0,5668,2812,2455.0,401.0,5792,4.300000000000001,1053.472847150259,500.862,834.60475,1000.7370000000001,1171.0194999999999,1338.0935,1505.7930000000001,2162.4673999999995,2339.683,31.8,1021.1067321693907,504.579,834.76825,1000.9135,1165.9865,1330.5887,1341.5422,1662.6089,2502.214,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,82.0,0.0,0,0,0,26,0,0,0,0,124,0,1033.3548481338482,503.95,834.913,1000.927,1166.961,1332.463,1488.8371999999997,1985.6704799999998,2991.455,1044.2555563559322,504.616,835.117,1001.012,1167.6965,1335.0244,1495.98535,2072.4589299999807,2991.455,62.9773174562718,1000,64,90,50000,30,27.1
ycsb/rmw-aurora-eventual/ycsb-throughput-aurora-hot100000-F-mr50-20240507-204505/1-us-east-1-0,1-us-east-1-0,100000,F,50,20240507-204505,528,261,221.0,46.0,0,0,725609,362698,311394.0,51517.0,726137,571.5,8.12166205947466,4.934,6.962,7.721,8.5155,9.746,10.583,14.84830000000004,480.82,4035.5,7.957935750006346,4.862,6.89,7.687,8.458,9.67,10.515,14.690920000000043,508.523,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,221.0,0.0,0,0,0,261,0,0,0,0,528,0,8.017794267058306,4.886,6.915,7.702,8.481,9.696,10.544,14.821019999999903,1081.499,8.069140413336536,4.901,6.934,7.716,8.502,9.717,10.573,14.979040000000154,1081.499,8062.232479183407,1000,64,90,50000,30,3465.7
ycsb/rmw-aurora-eventual/ycsb-throughput-aurora-hot100000-F-mr50-20240507-204505/2-eu-west-1-0,2-eu-west-1-0,100000,F,50,20240507-204505,126,26,88.0,12.0,0,0,13744,6968,5810.0,966.0,13870,10.7,424.477657782516,211.372,348.60775,417.03549999999996,485.49975,554.4657,561.6718999999999,693.9903099999999,1079.946,76.9,423.924607580003,210.955,348.611,417.124,486.245,553.864,558.43,628.2822,1035.369,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,88.0,0.0,0,0,0,26,0,0,0,0,126,0,425.0720008234766,211.032,348.6125,417.10450000000003,486.129,554.2402000000001,560.26915,689.8994300000002,1245.225,426.47412444602026,211.05,348.608,417.097,486.084,554.74,616.603,759.8234000000001,1245.225,152.7094507029504,1000,64,90,50000,30,64.1
ycsb/rmw-aurora-eventual/ycsb-throughput-aurora-hot0-F-mr15-20240507-204505/3-ap-northeast-1-0,3-ap-northeast-1-0,1000000,F,15,20240507-204505,39,21,16.0,2.0,0,0,5719,4875,709.0,135.0,5758,1.4,1038.2568604651165,506.603,838.622,1003.734,1167.531,1328.9752,1337.0754,1909.0208799999996,2314.13,54.0,1021.4789379944408,504.62,835.44,1001.284,1166.692,1331.135,1338.617,1505.2088,2837.131,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,16.0,0.0,0,0,0,21,0,0,0,0,39,0,1024.2088400145772,504.514,835.54575,1001.4135,1166.979,1331.3912,1339.3788,1513.39747,2837.131,1041.0593920704846,504.499,836.267,1002.199,1169.863,1334.256,1493.419,1825.4904000000001,2495.071,63.54401511495467,1000,64,90,50000,30,8.0
ycsb/rmw-aurora-eventual/ycsb-throughput-aurora-hot0-F-mr15-20240507-204505/1-us-east-1-0,1-us-east-1-0,1000000,F,15,20240507-204505,634,551,75.0,8.0,0,0,723711,615318,92959.0,15434.0,724345,171.3,8.125215654520918,5.13,7.11375,7.8,8.57925,9.825,10.54705,14.754419999999959,162.651,6847.299999999999,8.055465612503383,5.044,7.026,7.74,8.52,9.721,10.588,15.274800000000047,525.452,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,75.0,0.0,0,0,0,551,0,0,0,0,634,0,8.069915166095598,5.048,7.032,7.744,8.524,9.727,10.591,15.283339999999967,568.372,8.161841644550503,5.085,7.061,7.765,8.545,9.752,10.623,15.551459999999992,568.372,8041.21324146858,1000,64,90,50000,30,1033.1999999999998
ycsb/rmw-aurora-eventual/ycsb-throughput-aurora-hot0-F-mr15-20240507-204505/2-eu-west-1-0,2-eu-west-1-0,1000000,F,15,20240507-204505,53,23,26.0,4.0,0,0,13789,11694,1769.0,326.0,13842,3.5,426.66419375,212.806,350.14375,418.0955,487.91075,555.3925,560.6718999999999,629.03453,704.347,129.3,421.4144657714587,211.079,348.8455,417.768,486.69175,554.6596999999999,559.37375,627.57764,1141.555,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,26.0,0.0,0,0,0,23,0,0,0,0,53,0,422.6056225081821,211.185,348.96000000000004,417.8275,486.76874999999995,554.8257,559.7552,628.48497,1256.784,429.697423699422,212.13,349.45124999999996,418.1655,487.04175,556.4727,620.09105,695.79889,1256.784,153.2100779968295,1000,64,90,50000,30,19.4
ycsb/rmw-aurora-eventual/ycsb-throughput-aurora-hot100000-F-mr10-20240507-204505/3-ap-northeast-1-0,3-ap-northeast-1-0,100000,F,10,20240507-204505,35,22,11.0,2.0,0,0,5776,5203,497.0,76.0,5811,0.8,1050.3252328767126,666.202,990.748,1004.576,1164.736,1329.2338,1492.4248,1869.3790800000006,2327.685,57.7,1012.660106327593,503.629,834.5615,1000.0840000000001,1166.173,1330.7808,1339.2076499999998,1506.02541,2504.587,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,11.0,0.0,0,0,0,22,0,0,0,0,35,0,1014.4834609276304,503.882,834.765,1000.156,1166.176,1330.661,1339.266,1508.0612,2504.587,1022.684847599165,505.672,836.4404999999999,1000.373,1166.134,1330.0975999999998,1338.8427,2038.9251399999957,2327.549,64.17733900658105,1000,64,90,50000,30,5.6
ycsb/rmw-aurora-eventual/ycsb-throughput-aurora-hot100000-F-mr10-20240507-204505/1-us-east-1-0,1-us-east-1-0,100000,F,10,20240507-204505,644,590,46.0,8.0,0,0,716236,644559,61501.0,10176.0,716880,112.4,8.248078068043743,5.173,7.14775,7.863,8.67425,9.774000000000001,10.67725,16.595499999999998,134.187,7145.6,8.137240905165024,5.14,7.113,7.832,8.613,9.674,10.544,14.900380000000006,359.009,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,46.0,0.0,0,0,0,590,0,0,0,0,644,0,8.148466013242514,5.146,7.119,7.836,8.617,9.68,10.551,14.937,639.388,8.246621619350178,5.189,7.161,7.87,8.655,9.726800000000003,10.594399999999995,15.051120000000068,639.388,7958.162243091384,1000,64,90,50000,30,681.0
ycsb/rmw-aurora-eventual/ycsb-throughput-aurora-hot100000-F-mr10-20240507-204505/2-eu-west-1-0,2-eu-west-1-0,100000,F,10,20240507-204505,39,28,9.0,2.0,0,0,13756,12370,1179.0,207.0,13795,2.2,423.01525742574256,212.915,349.61175000000003,418.35249999999996,486.89275,556.7987,621.96555,691.8891300000005,838.266,137.3,423.5807172813925,211.557,349.433,418.394,487.326,555.1272,559.8592,628.55224,1181.034,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,0,0,0,28,0,0,0,0,39,0,423.49108982571136,211.534,349.40225,418.327,487.38175,555.266,560.12275,629.13775,1181.034,422.63869456427955,210.753,349.03,417.864,487.8725,556.8166,619.0863,630.61164,967.461,152.84421712433513,1000,64,90,50000,30,12.7
