path,region,suffix,rejected,rejected.NewOrder,rejected.Payment,rejected.OrderStatus,rejected.Delivery,rejected.StockLevel,aborted,aborted.NewOrder,unexpected,completed,completed.NewOrder,completed.Payment,completed.OrderStatus,completed.Delivery,completed.StockLevel,total,throughput,avg,p0,p25,p50,p75,p90,p95,p99,p100,scalefactor,terminals,time,rate,warmup,throughput.NewOrder,avg.NewOrder,p0.NewOrder,p25.NewOrder,p50.NewOrder,p75.NewOrder,p90.NewOrder,p95.NewOrder,p99.NewOrder,p100.NewOrder,throughput.Delivery,avg.Delivery,p0.Delivery,p25.Delivery,p50.Delivery,p75.Delivery,p90.Delivery,p95.Delivery,p99.Delivery,p100.Delivery,throughput.OrderStatus,avg.OrderStatus,p0.OrderStatus,p25.OrderStatus,p50.OrderStatus,p75.OrderStatus,p90.OrderStatus,p95.OrderStatus,p99.OrderStatus,p100.OrderStatus,throughput.Payment,avg.Payment,p0.Payment,p25.Payment,p50.Payment,p75.Payment,p90.Payment,p95.Payment,p99.Payment,p100.Payment,throughput.StockLevel,avg.StockLevel,p0.StockLevel,p25.StockLevel,p50.StockLevel,p75.StockLevel,p90.StockLevel,p95.StockLevel,p99.StockLevel,p100.StockLevel,unexpected.NewOrder
tpcc/sunstorm/tpcc-10-sunstorm-terminals10-20240127-232220/3-us-west-1,3-us-west-1,20240127-232220,28,21.0,6.0,,1.0,,229,229,0,51932,23068,22496,2149,2099,2120,52189,865.5333333333333,11.493478139980823,0.484,2.116,4.803,7.963,58.465399999999995,67.203,74.08665000000002,141.419,10,10,60,50000,0,391.6,13.054388664662945,2.565,5.529,6.963,8.445,15.738700000000103,69.49985,75.50384000000003,141.419,35.099999999999994,12.727690181124881,9.842,11.08425,11.6175,12.5985,15.671899999999999,18.549649999999996,20.290280000000017,98.372,34.900000000000006,0.7130344506517691,0.484,0.578,0.62,0.722,0.999,1.04,1.3485400000000036,23.74,374.20000000000005,11.689164888414686,1.532,1.983,2.206,2.674,59.81830000000001,67.54374999999999,70.88735999999999,138.528,35.3,1.9706632075471697,1.338,1.766,1.911,2.079,2.2803000000000004,2.41205,2.9776799999999986,24.959,
tpcc/sunstorm/tpcc-10-sunstorm-terminals10-20240127-232220/2-us-east-2,2-us-east-2,20240127-232220,31,19.0,8.0,,4.0,,304,304,0,64939,28987,28170,2516,2622,2644,65274,1082.3166666666666,9.187335428387474,0.508,2.336,5.262,8.718,17.16,57.784,65.35567999999999,133.744,10,10,60,50000,0,490.2,11.284158545330373,2.773,6.065,7.591,9.297,17.094200000000004,60.352799999999995,67.01128,133.744,45.4,14.111560045749144,10.549,12.267,12.984,14.3155,17.692200000000003,19.901700000000005,24.003060000000005,83.402,40.7,0.7653751987281399,0.508,0.61775,0.683,0.809,1.04,1.26525,1.6463999999999996,6.825,471.79999999999995,7.96637855494408,1.629,2.177,2.433,2.916,17.738800000000005,58.2968,60.477,130.552,44.5,2.098150907715582,1.439,1.887,2.043,2.245,2.451,2.574,3.0085400000000035,10.393,
tpcc/sunstorm/tpcc-10-sunstorm-terminals100-20240127-230613/1-us-east-1,1-us-east-1,20240127-230613,278223,55881.0,212107.0,,3905.0,6330.0,1046,1046,0,187351,104905,52891,10373,10263,8919,466620,3122.516666666667,22.849458639909123,0.508,7.124,11.519,22.059,72.925,83.10625,138.45670000000007,376.388,10,100,60,50000,0,1996.4,17.22059980207902,1.845,8.81,11.789,16.153,28.191,74.63979999999998,91.48452000000002,376.388,175.8,18.251342515542806,1.937,9.449,15.068,21.738,31.189200000000003,40.80909999999999,89.40209999999979,252.503,172.2,1.5127493492721489,0.508,0.898,1.069,1.39,2.157,3.244,7.63,97.829,1902.4,32.81462837130951,1.694,6.449,13.3765,58.8535,81.6131,105.95019999999995,152.07185000000004,346.916,176.8,4.771425088440578,1.367,2.996,3.911,5.6665,8.0722,10.028500000000003,14.935480000000004,87.887,
tpcc/sunstorm/tpcc-10-sunstorm-terminals100-20240127-230613/3-us-west-1,3-us-west-1,20240127-230613,232929,47544.0,177195.0,,2903.0,5287.0,891,891,0,151868,85722,41652,8710,8491,7293,385688,2531.133333333333,27.7933680907085,0.508,6.383,10.518,33.4025,76.609,112.43094999999984,160.34400999999988,418.166,10,100,60,50000,0,1632.6,17.485909276510178,1.83,7.9857499999999995,10.706,14.64225,30.507900000000006,75.44389999999999,96.03953999999983,333.749,142.89999999999998,15.394786691398098,1.256,8.068249999999999,13.015,18.53825,25.674500000000002,32.86525,80.048,211.841,146.6,1.2504743368928697,0.508,0.846,1.007,1.245,1.6861999999999997,2.354,5.422760000000002,97.757,1554.5,44.58931335226657,1.812,5.972250000000001,17.152,70.871,117.5517,135.47509999999997,189.41245000000004,418.166,144.6,3.9341641463696178,1.336,2.579,3.208,4.512499999999999,6.3566,7.781699999999999,11.764279999999996,87.431,
tpcc/sunstorm/tpcc-10-sunstorm-terminals100-20240127-230613/2-us-east-2,2-us-east-2,20240127-230613,280200,59988.0,210414.0,,4040.0,5758.0,1037,1037,1,187706,103945,53760,10468,10225,9308,468944,3128.4333333333334,22.779886055837473,0.547,7.919,12.856,23.931,65.74780000000001,78.9208,125.78432000000001,1135.623,10,100,60,50000,0,2018.0,18.541463447984803,1.901,9.902,13.309,18.4465,30.978400000000022,68.7113,89.471,1135.623,176.7,20.754648501101425,2.341,10.808,17.495,25.155,36.667,47.702,91.77940000000005,170.16,178.39999999999998,1.7208404661826517,0.547,1.037,1.247,1.669,2.7136000000000022,4.042299999999999,8.87631,57.898,1938.3000000000002,30.974316702647222,1.894,6.961,14.352,51.767,75.85539999999999,100.91884999999999,139.78580000000017,261.804,180.39999999999998,5.693755455652337,1.451,3.476,4.581,6.67,9.39,11.66959999999999,19.08591999999999,138.476,1.0
tpcc/sunstorm/tpcc-1-sunstorm-terminals100-20240127-225003/1-us-east-1,1-us-east-1,20240127-225003,65596,21069.0,43150.0,2.0,1274.0,101.0,117,117,0,14436,10212,374,1327,1174,1349,80149,240.6,174.59411967735335,0.001,10.275,29.869,300.967,579.3384,728.4825999999993,1109.433239999999,1632.639,1,100,60,50000,0,257.1,25.83418709719,1.523,8.757249999999999,15.529,26.18,56.7855,84.67425,159.02075000000002,620.265,23.0,14.115305255579553,0.001,6.725,11.859,19.564,28.363000000000007,33.97279999999998,49.527039999999936,78.935,22.4,3.710240391861341,0.571,1.1669999999999998,3.728,4.6825,6.2208000000000006,7.6437,13.548260000000006,67.638,243.60000000000002,379.52851043877064,2.117,124.873,347.655,549.792,773.9906000000003,964.1023999999991,1371.36028,1632.639,21.8,3.03930886627907,1.15,2.037,2.4465000000000003,3.34925,4.9645,6.387,9.154,55.773,
tpcc/sunstorm/tpcc-1-sunstorm-terminals100-20240127-225003/3-us-west-1,3-us-west-1,20240127-225003,57149,19048.0,36910.0,7.0,1065.0,119.0,98,98,1,11992,8402,329,1163,959,1139,69240,199.86666666666667,204.2102649167122,0.001,10.85125,32.994,348.16175,620.5509999999999,840.84475,1282.1601499999995,2748.357,1,100,60,50000,0,221.60000000000002,30.663455030030033,1.464,9.22975,16.834,28.7355,77.5032,90.01354999999994,208.45480999999754,1026.821,18.700000000000003,14.92073396880416,0.001,6.544499999999999,12.166,20.529,29.070800000000002,35.31394999999995,58.55897000000007,85.29,19.1,3.887886500429922,0.567,1.256,3.808,4.9945,6.730399999999999,8.499999999999998,12.83867999999999,71.024,210.4,444.2649006325567,2.688,145.313,413.044,594.196,869.8220000000002,1100.5085999999994,1690.764639999978,2748.357,18.700000000000003,3.369416239316239,0.983,2.04025,2.51,3.48725,5.214700000000003,7.088749999999997,11.729379999999972,64.494,1.0
tpcc/sunstorm/tpcc-1-sunstorm-terminals100-20240127-225003/2-us-east-2,2-us-east-2,20240127-225003,83638,27194.0,54725.0,2.0,1577.0,140.0,114,114,3,17863,12562,508,1745,1361,1687,101618,297.71666666666664,138.0932166241595,0.001,10.92925,31.832,245.95425,404.9854999999999,529.8317999999999,761.956319999999,1583.028,1,100,60,50000,0,321.4,26.145946655681996,1.544,9.23,16.552,26.852,54.437,79.008,171.83899999999912,1089.067,27.5,16.80041215403129,0.001,7.1825,12.6805,23.31575,33.562400000000004,40.42749999999995,84.54662999999964,163.611,29.9,3.827507736389685,0.548,1.218,3.971,5.151,6.806000000000004,7.9972,12.648719999999969,68.06,319.2,291.10547470125954,2.552,129.21550000000002,276.6655,389.11875,544.0897,618.1334499999994,889.8390999999997,1583.028,28.700000000000003,3.144552204176334,0.861,2.1,2.5235,3.33025,4.819400000000001,6.3482999999999965,9.823569999999995,55.63,3.0
tpcc/sunstorm/tpcc-100-sunstorm-terminals10-20240125-165214/1-us-east-1,1-us-east-1,20240125-165214,29,14.0,15.0,,,,218,218,0,49321,21983,21351,2000,1932,2055,49568,822.0166666666667,12.102272703412075,0.572,2.793,6.313,10.473,22.54669999999999,70.94239999999996,89.62110999999996,406.939,100,10,60,50000,0,389.20000000000005,14.057681519192647,3.03,7.051,8.907,11.281,24.131,73.284,88.19519999999994,209.258,33.6,20.11967546583851,11.327,15.58925,17.399,20.095,23.928700000000003,27.942499999999992,95.24191000000002,207.585,34.5,3.4185475000000003,0.572,2.44775,3.238,4.013,5.2893,6.8915,11.063219999999998,48.363,381.2,10.648616357504217,1.766,2.408,2.875,4.113250000000001,23.084299999999992,71.3663,89.72933999999991,233.951,35.3,6.994302823758521,1.389,1.93625,2.0985,2.32375,2.6867,3.336,152.61260000000004,406.939,
tpcc/sunstorm/tpcc-100-sunstorm-terminals10-20240125-165214/3-us-west-1,3-us-west-1,20240125-165214,16,12.0,4.0,,,,211,211,0,42534,18965,18424,1637,1743,1765,42761,708.9,14.025383792764542,0.525,2.536,5.824,9.726,61.731700000000004,72.30684999999998,97.47303999999998,293.863,100,10,60,50000,0,343.1,15.611422982630016,2.778,6.452,8.136,10.54,63.56,74.41,92.95389999999982,213.707,30.2,18.72941193344808,10.775,14.1715,15.944,18.615000000000002,22.101,27.14679999999998,92.53689999999999,175.708,27.700000000000003,3.383530238240684,0.525,2.452,3.227,4.025,5.3928,6.614199999999999,9.622799999999994,42.023,319.0,13.612621891627757,1.577,2.163,2.602,3.91475,64.3053,72.08615,103.04186999999831,203.463,30.2,6.330134277620398,1.282,1.748,1.91,2.122,2.4826,3.3156,141.8694799999997,293.863,
tpcc/sunstorm/tpcc-100-sunstorm-terminals10-20240125-165214/2-us-east-2,2-us-east-2,20240125-165214,41,14.0,27.0,,,,250,250,0,58215,25831,25188,2408,2372,2416,58506,970.25,10.253464087169224,0.403,2.338,4.998,8.299,21.115,61.594,85.9238,325.823,100,10,60,50000,0,464.6,11.813637723402623,2.185,5.593,6.985,9.029,21.749800000000004,63.49109999999999,85.19917000000004,169.262,41.4,14.795595107549557,8.33,11.337,12.699,14.9545,18.341,21.073,87.17800000000001,115.224,43.1,2.0343558970099664,0.403,1.236,1.869,2.485,3.3287000000000018,4.145950000000002,7.279589999999989,35.1,443.4,9.473756867259448,1.427,2.094,2.455,3.45725,23.550900000000016,62.172599999999974,87.59818000000004,320.56,42.3,5.281912629399586,1.271,1.762,1.93,2.144,2.4372,2.847,116.63242000000031,325.823,
tpcc/sunstorm/tpcc-100-sunstorm-terminals20-20240125-165403/1-us-east-1,1-us-east-1,20240125-165403,26,21.0,5.0,,,,432,432,0,92452,41334,40026,3734,3731,3627,92910,1540.8666666666666,12.911720532810719,0.586,3.041,6.862,11.344,23.79,71.855,92.41110000000015,422.834,100,20,60,50000,0,728.3,15.210338195142981,3.227,7.705,9.65,12.142,25.429500000000022,75.05209999999998,89.94674000000005,211.734,65.0,21.77627579737336,11.981,16.4315,18.404,21.561,26.198,32.756,88.9889999999999,201.284,64.5,3.3698406534547405,0.586,1.333,3.0694999999999997,4.036,5.732800000000001,7.610899999999997,15.31796000000002,49.773,702.7,11.300211069465266,1.795,2.721,3.129,4.107,24.707599999999992,71.675,98.57583999999984,318.395,62.8,4.935941825199889,1.571,2.1695,2.368,2.6135,2.9464,3.4257,81.02655999999972,422.834,
tpcc/sunstorm/tpcc-100-sunstorm-terminals20-20240125-165403/3-us-west-1,3-us-west-1,20240125-165403,141,89.0,52.0,,,,351,351,0,82227,36723,35672,3120,3303,3409,82719,1370.45,14.520169214185362,0.531,2.672,6.083,10.158,62.726699999999994,73.16085,108.84978999999969,385.529,100,20,60,50000,0,654.7,16.23658785916633,2.935,6.802,8.562,10.94,64.94479999999999,75.26939999999998,105.21048000000006,207.171,55.7,19.665090826521343,10.791,14.689,16.546,19.349,23.667600000000004,29.75799999999999,87.68284000000001,210.928,51.0,3.2840144230769233,0.531,1.49675,3.011,3.93425,5.266099999999999,6.8123999999999985,12.10606,105.671,622.0,14.13911209241035,1.633,2.371,2.74,3.653,65.8904,72.66939999999997,114.91973999999996,298.773,58.5,5.143587855676152,1.388,1.93,2.121,2.369,2.738,3.3045999999999998,108.44668000000034,385.529,
tpcc/sunstorm/tpcc-100-sunstorm-terminals20-20240125-165403/2-us-east-2,2-us-east-2,20240125-165403,54,26.0,28.0,,,,495,495,0,107719,48065,46500,4355,4416,4383,108268,1795.3166666666666,11.079854314734883,0.408,2.635,5.578,9.235,21.832399999999996,63.026,86.82172000000014,433.046,100,20,60,50000,0,842.4000000000001,12.928401832972916,2.255,6.265499999999999,7.822,9.992,23.013799999999996,65.67629999999996,85.41184,211.71,77.4,16.273799093997734,8.696,12.555499999999999,14.046,16.147,19.464,22.374200000000002,80.73201999999995,118.684,75.6,1.8441972445464982,0.408,0.835,1.663,2.345,3.1212,3.9573,6.638760000000004,32.994,811.7,10.170519584435699,1.457,2.409,2.751,3.518,24.943,63.2025,92.76499999999983,217.998,72.3,4.19180424366872,1.374,1.994,2.199,2.4665,2.8088,3.2729,66.8855200000005,433.046,
tpcc/sunstorm/tpcc-1-sunstorm-terminals80-20240127-225003/1-us-east-1,1-us-east-1,20240127-225003,64041,20132.0,42583.0,1.0,1167.0,158.0,99,99,0,14042,9734,493,1314,1183,1318,78182,234.03333333333333,142.49123057831468,0.0,9.70725,25.9875,243.61425,449.0036000000004,612.4807999999999,812.9964799999977,1617.898,1,80,60,50000,0,263.5,23.285856058060617,1.432,8.348,13.858,23.728,43.874,81.089,154.6364000000001,629.97,23.299999999999997,13.856256559766763,0.0,6.0,11.3285,18.8355,28.25650000000001,33.8397,44.4695699999999,118.459,23.6,3.37575494672755,0.503,1.1560000000000001,3.6345,4.55375,5.853300000000001,6.587899999999999,12.6287999999997,46.902,255.5,302.58730303865497,2.258,92.412,289.938,414.684,633.2494,709.329,1001.1318399999994,1617.898,23.6,2.7744889867841414,0.931,1.907,2.2960000000000003,3.0035,4.066,5.415200000000003,8.352060000000016,46.27,
tpcc/sunstorm/tpcc-1-sunstorm-terminals80-20240127-225003/3-us-west-1,3-us-west-1,20240127-225003,50108,16284.0,32760.0,4.0,894.0,166.0,86,86,1,11117,7785,388,1028,922,994,61312,185.28333333333333,182.6873515604161,0.001,10.057500000000001,29.774,361.091,521.0257999999999,735.9872999999999,1067.9614399999994,1620.025,1,80,60,50000,0,199.9,29.709473763621123,1.629,8.71825,15.094,27.287,77.46660000000001,88.7606,163.8692299999999,1027.917,17.200000000000003,13.554501876172607,0.001,6.20725,10.761,19.471,28.4015,34.234,43.335799999999914,93.517,16.9,3.657123540856031,0.566,1.215,3.6865,4.68875,6.183400000000001,7.5976,11.684500000000002,52.782,188.89999999999998,395.43102765348135,2.103,142.9715,393.19050000000004,507.22900000000004,754.9855,897.4117500000004,1429.3525,1620.025,17.8,2.942794258373206,0.823,1.945,2.376,3.153,4.7862,6.290599999999999,8.814399999999992,41.034,1.0
tpcc/sunstorm/tpcc-1-sunstorm-terminals80-20240127-225003/2-us-east-2,2-us-east-2,20240127-225003,77538,24619.0,51165.0,7.0,1556.0,191.0,119,119,2,17152,11993,621,1604,1336,1598,94811,285.8666666666667,117.90606241673659,0.001,10.248249999999999,27.2255,212.45125,339.9622000000002,477.05679999999995,658.6214299999991,1322.038,1,80,60,50000,0,285.1,23.913645285509954,1.491,8.7835,14.8265,24.9395,48.54980000000002,75.90869999999997,147.21032999999997,1035.689,26.3,15.605304938271603,0.001,7.06325,12.581,21.68225,31.512900000000002,38.00025,57.66968999999985,153.889,26.1,3.8159301745635914,0.531,1.187,3.8625,5.085000000000001,6.236,7.2397,12.469150000000004,65.392,278.0,246.47332946224253,2.374,91.08250000000001,241.748,325.39425,493.24190000000004,562.5534,744.8074699999995,1322.038,27.8,2.8734533898305084,0.881,2.01675,2.408,3.1585,4.2805,5.441699999999999,8.25905,49.255,2.0
tpcc/sunstorm/tpcc-10-sunstorm-terminals1-20240127-230613/1-us-east-1,1-us-east-1,20240127-230613,0,,,,,,37,37,0,6931,3161,2974,274,251,271,6968,115.51666666666667,8.593636663795579,0.486,1.901,4.3565000000000005,7.126,16.615499999999997,67.08125,72.099,233.426,10,1,60,50000,0,53.5,10.133361588989677,2.498,4.937,6.234,7.53,14.9286,24.17879999999999,72.95192,233.426,4.300000000000001,11.825490039840638,9.531,10.064,10.337,10.779,13.404,17.6265,47.978,83.069,4.1,0.6850328467153285,0.486,0.5652499999999999,0.605,0.6847500000000001,1.0144,1.15105,1.42535,2.96,49.9,8.016253279515642,1.549,1.818,1.948,2.336,17.3088,67.63459999999999,69.14324,79.956,4.6,1.7664132841328413,1.186,1.5765,1.718,1.8405,2.006,2.0525,3.535,8.386,
tpcc/sunstorm/tpcc-10-sunstorm-terminals1-20240127-230613/3-us-west-1,3-us-west-1,20240127-230613,0,,,,,,25,25,0,5595,2535,2402,223,208,227,5620,93.25,10.665743503025988,0.479,1.888,4.429,7.2545,57.24,67.32804999999999,72.90854,136.916,10,1,60,50000,0,44.6,12.213701445877295,2.642,5.041,6.405,7.743,14.5022,69.6013,73.72992,136.916,3.5,11.302235576923076,9.693,10.34225,10.5825,10.9915,12.774100000000002,19.000749999999993,19.577280000000002,21.126,3.8,0.7186995515695066,0.479,0.5865,0.638,0.7484999999999999,1.0168,1.0338,1.6940600000000006,2.884,40.0,10.720943773427738,1.524,1.794,1.925,2.231,58.433,67.643,69.237,85.268,3.5,1.8201057268722467,1.274,1.6115,1.757,1.9064999999999999,2.0602,2.154,3.4074200000000014,8.641,
tpcc/sunstorm/tpcc-10-sunstorm-terminals1-20240127-230613/2-us-east-2,2-us-east-2,20240127-230613,0,,,,,,36,36,0,7043,3148,3037,276,320,262,7079,117.38333333333334,8.46373364419952,0.525,2.027,4.762,7.854,16.508200000000006,57.0072,63.15095999999999,167.742,10,1,60,50000,0,52.5,10.374178391959799,2.627,5.42625,6.8415,8.286999999999999,15.807700000000022,58.873999999999995,64.16927,80.914,5.6,12.069515625,10.068,10.965499999999999,11.339,11.95125,13.969200000000006,19.10355,19.67758,20.462,4.5,0.7515072463768115,0.525,0.61575,0.659,0.79325,1.0234999999999999,1.0534999999999999,1.59975,3.361,50.6,7.345897528830313,1.622,1.937,2.076,2.516,17.1192,57.386,58.64125999999999,167.742,4.1,1.9205538461538463,1.37,1.7457500000000001,1.8695,2.00175,2.1364,2.2372,3.833020000000003,7.721,
tpcc/sunstorm/tpcc-10-sunstorm-terminals60-20240127-230613/1-us-east-1,1-us-east-1,20240127-230613,146310,26387.0,115424.0,1.0,1512.0,2986.0,831,831,3,153905,79371,52530,7543,7526,6935,301049,2565.0833333333335,18.94608365331437,0.52,4.984,9.161,16.886,67.3386,76.35929999999999,128.27443999999988,1049.338,10,60,60,50000,0,1450.8,15.11044021783782,1.792,7.671,9.94,13.201,24.34,71.691,82.858,1049.338,126.3,12.765364452660767,1.179,6.797,10.954,15.599,20.674,27.136199999999988,68.93711999999958,116.763,125.8,1.118935428268364,0.52,0.767,0.893,1.071,1.433,2.1065499999999986,5.776060000000005,50.961,1384.5,26.562879784820318,1.74,3.36,8.885,38.864999999999995,74.3673,90.15114999999999,141.14352999999994,266.59,126.2,3.5578918132522155,1.108,2.32,2.695,3.481,5.097,6.546,22.01779999999997,80.528,3.0
tpcc/sunstorm/tpcc-10-sunstorm-terminals60-20240127-230613/3-us-west-1,3-us-west-1,20240127-230613,132850,30734.0,98272.0,,1248.0,2596.0,678,678,0,127833,65345,43673,6501,6426,5888,261361,2130.55,22.35873671446516,0.505,4.35325,8.595,16.291,70.144,80.66115000000005,135.40447999999998,274.882,10,60,60,50000,0,1210.9,15.729746609200946,1.746,7.193,9.418,12.523499999999999,24.295200000000012,72.669,85.42269999999998,175.213,108.3,11.909699845201237,1.953,6.64525,10.477,14.81225,19.524200000000008,23.97974999999999,46.89853999999983,112.544,108.0,1.0230158437163515,0.505,0.745,0.865,1.047,1.351,1.709,3.961,42.241,1160.6,34.17706953310165,1.69,3.093,8.223,63.782,81.05640000000001,122.3628,156.92571999999967,274.882,109.5,2.975005110732538,1.313,2.214,2.57,3.214,4.472800000000001,5.446199999999999,8.077159999999974,55.349,
tpcc/sunstorm/tpcc-10-sunstorm-terminals60-20240127-230613/2-us-east-2,2-us-east-2,20240127-230613,149733,28620.0,116479.0,,1818.0,2816.0,832,832,2,164492,83534,57562,7933,7978,7485,315059,2741.5333333333333,17.956586577201314,0.499,4.901,9.632,16.96,58.992,68.642,113.564,1038.684,10,60,60,50000,0,1509.2,15.1265913831291,2.003,8.197,10.677,14.025,24.43540000000001,64.27419999999998,77.60161999999997,1038.684,134.10000000000002,14.066680377780537,1.16,7.633,12.084,17.2085,22.771000000000008,29.503699999999988,74.14898,182.626,132.5,1.1804976046394353,0.499,0.843,0.975,1.166,1.532800000000001,2.0697999999999994,4.819819999999969,58.267,1468.9,24.139993220025225,1.785,3.415,8.857,36.796,65.909,81.7245,125.58629999999991,238.33,134.8,3.560586026852312,1.386,2.529,2.922,3.67625,5.163,6.432699999999999,10.824269999999938,111.225,2.0
tpcc/sunstorm/tpcc-100-sunstorm-terminals60-20240125-165832/1-us-east-1,1-us-east-1,20240125-165832,1194,782.0,410.0,,1.0,1.0,688,688,0,142663,63779,61511,5779,5754,5840,144545,2377.7166666666667,25.09628925671717,0.664,5.13475,10.931,19.229,76.8227,91.51170000000013,147.01428999999993,7059.257,100,60,60,50000,0,1275.2,29.43081644018367,3.957,11.541,14.821,20.757,81.42970000000001,92.61985,148.84444000000005,7059.257,113.6,49.5217248999478,11.946,24.963,29.134,37.467,88.7418,98.04409999999999,124.56253999999997,6939.971,107.8,12.581134971448348,0.664,2.839,5.841,8.34,11.944599999999998,15.982599999999996,32.02152000000005,6892.038,1203.8,20.194948192085807,1.814,4.232,5.348,9.246500000000001,74.50139999999999,91.00469999999987,144.41357999999997,6908.303,114.0,17.241375749272137,1.739,3.092,3.636,4.5205,7.268799999999999,62.11609999999957,375.13679999999965,6991.133,
tpcc/sunstorm/tpcc-100-sunstorm-terminals60-20240125-165832/3-us-west-1,3-us-west-1,20240125-165832,8812,4194.0,4617.0,,1.0,,691,691,0,143100,63983,61499,5871,5918,5829,152603,2385.0,24.644671195950398,0.575,4.404,9.609,17.031,76.044,95.429,153.332,6953.192,100,60,60,50000,0,1210.0,27.774980500839824,3.236,10.116,12.9895,18.00675,79.0634,92.67814999999995,152.62316,6774.05,111.1,34.48799949298631,10.495,21.274,24.645,30.794,79.72,89.11519999999999,120.2995600000002,417.932,111.2,5.306156361778232,0.575,2.4185,4.294,6.166,8.901,11.422,25.407700000000034,272.11,1165.8000000000002,23.282318927973204,1.745,3.683,4.608,8.002,74.84479999999999,107.67899999999989,155.3394399999994,6953.192,107.1,13.611653971521703,1.53,2.739,3.208,4.055,7.077799999999994,36.145399999999945,274.871320000001,1069.211,
tpcc/sunstorm/tpcc-100-sunstorm-terminals60-20240125-165832/2-us-east-2,2-us-east-2,20240125-165832,7851,3569.0,4282.0,,,,650,650,0,133883,59998,57449,5457,5409,5570,142384,2231.383333333333,26.304806987780886,0.51,5.225,10.462,18.981,72.95420000000003,88.63279999999999,140.21920000000043,6945.982,100,60,60,50000,0,1235.8000000000002,29.63680779722664,2.432,10.734,13.841,20.36275,78.786,89.62049999999999,140.51675000000003,6887.923,113.4,38.24556061447344,11.112,22.6545,27.064,35.917500000000004,86.72260000000001,95.30339999999995,122.65015999999976,341.554,107.6,6.369146287809349,0.51,2.1805,5.45,8.0405,12.078800000000003,16.16720000000001,31.63332000000001,102.201,1182.8000000000002,24.530449056025603,1.483,4.299,5.469,9.907,67.109,88.366,139.1186,6945.982,108.69999999999999,16.113732040229884,1.684,2.882,3.4124999999999996,4.388,8.907700000000002,52.44964999999983,400.88042999999993,794.606,
tpcc/sunstorm/tpcc-1-sunstorm-terminals1-20240127-225003/1-us-east-1,1-us-east-1,20240127-225003,51,2.0,49.0,,,,19,19,0,4627,2117,1946,189,175,200,4697,77.11666666666666,12.88352842377261,0.479,3.776,4.653499999999999,7.207,20.648999999999997,72.12599999999998,122.77677999999997,292.677,1,1,60,50000,0,36.3,10.547286985018726,2.6,4.998,6.2775,7.54825,18.639,67.288,72.03610000000003,102.274,3.2,13.178649425287357,11.545,12.2765,12.5685,13.09525,15.065300000000008,18.284249999999997,19.430790000000002,19.555,3.0999999999999996,1.944243386243386,0.479,0.6,2.643,2.782,2.9742,3.0412,3.4291200000000037,10.239,32.599999999999994,17.637916709511572,1.558,1.948,3.988,4.301,73.7834,114.4048,129.27339999999984,292.677,3.5,1.67903,1.295,1.5465,1.647,1.79475,1.9052,1.9808999999999997,2.4035799999999994,3.995,
tpcc/sunstorm/tpcc-1-sunstorm-terminals1-20240127-225003/3-us-west-1,3-us-west-1,20240127-225003,78,2.0,76.0,,,,17,17,0,3904,1799,1624,161,164,156,3999,65.06666666666666,15.292231828615149,0.487,3.838,4.744,7.28,61.389,113.949,131.0076,261.61,1,1,60,50000,0,30.2,12.566681542699724,2.741,5.094,6.344,7.702500000000001,59.17280000000004,68.70289999999999,72.8825,125.808,2.5999999999999996,13.658103658536586,11.701,12.2645,12.554,12.98,16.77280000000002,19.010749999999998,20.21942000000001,85.419,2.5999999999999996,1.9902919254658387,0.487,0.638,2.675,2.835,2.925,3.116,4.652200000000008,6.422,26.700000000000003,21.12056430769231,1.513,1.967,3.969,4.35,119.9126,125.00139999999999,139.316,261.61,2.5,1.7491973684210524,1.346,1.63925,1.717,1.8225,1.9934000000000003,2.0684,2.266990000000001,4.215,
tpcc/sunstorm/tpcc-1-sunstorm-terminals1-20240127-225003/2-us-east-2,2-us-east-2,20240127-225003,63,,60.0,,3.0,,26,26,0,4540,1929,2024,209,197,181,4629,75.66666666666667,13.09980525739321,0.511,3.939,4.798,7.815,55.31100000000002,66.67520000000005,106.99987999999998,221.126,1,1,60,50000,0,31.599999999999998,10.545027635619244,2.982,5.21025,6.6545000000000005,8.184,18.413400000000006,59.91319999999999,63.701060000000005,136.538,3.4,14.168984848484847,12.31,13.01575,13.3915,13.92325,17.660700000000002,19.2969,19.68498,33.503,3.2,2.094732057416268,0.511,0.666,2.801,2.955,3.0832,3.1696,3.586759999999997,4.295,33.599999999999994,17.613589223924862,1.629,2.043,4.17,4.6005,68.4036,99.25709999999998,109.20707999999999,221.126,2.9,1.7683867403314917,1.315,1.606,1.73,1.859,2.011,2.174,2.3171999999999984,5.374,
