path,region,hot,workload,mr,suffix,rejected,aborted,unexpected,completed,completed.WorkloadC1,total,scalefactor,terminals,time,rate,warmup,throughput.WorkloadC1,avg.WorkloadC1,p0.WorkloadC1,p25.WorkloadC1,p50.WorkloadC1,p75.WorkloadC1,p90.WorkloadC1,p95.WorkloadC1,p99.WorkloadC1,p100.WorkloadC1,ood_index_page,ood_table,ood_tuple,other_aborts,deadlock,throughput,avg,p0,p25,p50,p75,p90,p95,p99,p100,completed.WorkloadC2,completed.WorkloadC3,throughput.WorkloadC3,avg.WorkloadC3,p0.WorkloadC3,p25.WorkloadC3,p50.WorkloadC3,p75.WorkloadC3,p90.WorkloadC3,p95.WorkloadC3,p99.WorkloadC3,p100.WorkloadC3,throughput.WorkloadC2,avg.WorkloadC2,p0.WorkloadC2,p25.WorkloadC2,p50.WorkloadC2,p75.WorkloadC2,p90.WorkloadC2,p95.WorkloadC2,p99.WorkloadC2,p100.WorkloadC2
read-only/aurora/ycsb-read-only-aurora-hot0-F-mr50-20240610-110239/2-eu-west-1-0,2-eu-west-1-0,1000000,F,50,20240610-110239,0,0,0,1801144,899944,1801144,1000,128,90,50000,30,10016.5,6.362992321206913,2.459,3.85,4.726,7.46,11.366,14.418,21.746,216.296,0,0,0,0,0,20012.60239665111,6.388576645626689,2.459,3.857,4.744,7.499,11.429,14.48125,21.823850000000096,216.296,773687.0,127513.0,1420.9,6.447110499360799,2.578,3.869,4.773,7.596,11.533,14.637899999999995,22.15389999999998,65.879,8610.3,6.408689057588103,2.541,3.861,4.761,7.527,11.482900000000024,14.533449999999954,21.845,214.667
read-only/aurora/ycsb-read-only-aurora-hot10000-F-mr50-20240610-110239/1-us-east-1-0,1-us-east-1-0,10000,F,50,20240610-110239,0,0,0,2051044,1025571,2051044,1000,128,90,50000,30,11410.400000000001,5.566117195803826,1.21,3.088,4.3,6.372,8.556,10.226,16.576949999999954,130.861,0,0,0,0,0,22789.312912809648,5.5877830793655106,1.132,3.095,4.315,6.392,8.588,10.258,16.719,130.861,879909.0,145564.0,1617.5,5.650077923505528,1.335,3.105,4.34,6.446,8.676,10.344,17.12348000000001,124.904,9812.5,5.602730158423473,1.132,3.102,4.328,6.406,8.609,10.281,16.831,129.032
read-only/aurora/ycsb-read-only-aurora-hot10000-F-mr50-20240610-110239/3-ap-northeast-1-0,3-ap-northeast-1-0,10000,F,50,20240610-110239,0,0,0,1807366,903624,1807366,1000,128,90,50000,30,10045.400000000001,6.3315838178053285,2.279,3.624,4.513,7.38,11.665,15.156,24.082400000000025,74.192,0,0,0,0,0,20081.63146669376,6.367215306451062,2.279,3.63,4.535,7.435,11.754,15.274,24.207,74.192,775675.0,128067.0,1423.6999999999998,6.438794781888891,2.423,3.646,4.576,7.547,11.951,15.504349999999992,24.225820000000006,67.772,8622.9,6.396906516439046,2.301,3.636,4.554,7.479,11.828,15.369,24.355,69.1
read-only/aurora/ycsb-read-only-aurora-hot10000-F-mr50-20240610-110239/2-eu-west-1-0,2-eu-west-1-0,10000,F,50,20240610-110239,0,0,0,1772564,887736,1772564,1000,128,90,50000,30,9876.6,6.471376529990346,2.479,3.838,4.804,7.892,11.762,14.462,20.42531999999995,212.348,0,0,0,0,0,19695.093978625395,6.492097343994369,2.407,3.843,4.819,7.924,11.811,14.517,20.492,214.489,759908.0,124920.0,1387.9,6.542705112399129,2.534,3.854,4.851,7.993,11.955,14.635,20.59189,49.906,8461.6,6.507984199617035,2.407,3.846,4.833,7.95,11.841,14.558,20.557459999999963,214.489
read-only/aurora/ycsb-read-only-aurora-hot0-F-mr0-20240610-110239/1-us-east-1-0,1-us-east-1-0,1000000,F,0,20240610-110239,0,0,0,2072455,2072455,2072455,1000,128,90,50000,30,22926.6,5.531361496038028,0.963,3.082,4.294,6.253,8.53,10.455,19.344,136.393,0,0,0,0,0,23027.13755069752,5.531361496038028,0.963,3.082,4.294,6.253,8.53,10.455,19.344,136.393,,,,,,,,,,,,,,,,,,,,,,
read-only/aurora/ycsb-read-only-aurora-hot0-F-mr0-20240610-110239/3-ap-northeast-1-0,3-ap-northeast-1-0,1000000,F,0,20240610-110239,0,0,0,1805175,1805175,1805175,1000,128,90,50000,30,20048.3,6.375921505091009,2.282,3.576,4.547,7.802,11.875,14.879,22.475,88.688,0,0,0,0,0,20057.33281009663,6.375921505091009,2.282,3.576,4.547,7.802,11.875,14.879,22.475,88.688,,,,,,,,,,,,,,,,,,,,,,
read-only/aurora/ycsb-read-only-aurora-hot0-F-mr0-20240610-110239/2-eu-west-1-0,2-eu-west-1-0,1000000,F,0,20240610-110239,0,0,0,1813825,1813825,1813825,1000,128,90,50000,30,20164.3,6.345109869509629,2.413,3.803,4.693,7.463,11.419,14.407,21.782,67.706,0,0,0,0,0,20153.375325576857,6.345109869509629,2.413,3.803,4.693,7.463,11.419,14.407,21.782,67.706,,,,,,,,,,,,,,,,,,,,,,
read-only/aurora/ycsb-read-only-aurora-hot100000-F-mr10-20240610-110239/1-us-east-1-0,1-us-east-1-0,100000,F,10,20240610-110239,0,0,0,2061629,1856056,2061629,1000,128,90,50000,30,20651.9,5.555127597061116,1.284,3.13,4.326,6.275,8.472,10.197,19.698570000000068,166.176,0,0,0,0,0,22906.968234439195,5.56125247028623,1.284,3.134,4.333,6.284,8.485,10.211,19.72398999999999,166.176,176766.0,28807.0,321.4,5.660578337094255,1.585,3.173,4.411,6.403,8.625,10.393799999999999,22.46831999999992,113.444,1967.6,5.609378047331587,1.513,3.165,4.387,6.363,8.589,10.332399999999994,19.73192000000004,121.619
read-only/aurora/ycsb-read-only-aurora-hot100000-F-mr10-20240610-110239/3-ap-northeast-1-0,3-ap-northeast-1-0,100000,F,10,20240610-110239,0,0,0,1784725,1605862,1784725,1000,128,90,50000,30,17855.4,6.43577101934489,2.255,3.559,4.561,7.891,12.199,15.31,22.502,70.331,0,0,0,0,0,19830.253942032876,6.447850391993264,2.255,3.562,4.57,7.911,12.228,15.343,22.558,70.331,153601.0,25262.0,279.1,6.612908313539192,2.426,3.605,4.715,8.18825,12.547,15.588099999999997,23.212549999999993,52.015,1705.6,6.546991308027866,2.362,3.583,4.637,8.076,12.470100000000006,15.645,22.994209999999846,60.36
read-only/aurora/ycsb-read-only-aurora-hot100000-F-mr10-20240610-110239/2-eu-west-1-0,2-eu-west-1-0,100000,F,10,20240610-110239,0,0,0,1799043,1619490,1799043,1000,128,90,50000,30,18077.6,6.386047726996251,2.456,3.867,4.768,7.566,11.442,14.346,21.082,216.041,0,0,0,0,0,19989.133644451715,6.395316947715708,2.456,3.869,4.775,7.58,11.462,14.371,21.11785999999987,216.041,154244.0,25309.0,281.1,6.560245159250771,2.749,3.91,4.89,7.774,11.832,14.85975,22.144600000000032,57.122,1711.0,6.465579211836712,2.529,3.89,4.832,7.692,11.613,14.543,21.316,61.764
read-only/aurora/ycsb-read-only-aurora-hot10000-F-mr0-20240610-110239/1-us-east-1-0,1-us-east-1-0,10000,F,0,20240610-110239,0,0,0,2075275,2075275,2075275,1000,128,90,50000,30,23091.9,5.520158028322814,1.365,3.082,4.26,6.31,8.529,10.096,15.335,144.177,0,0,0,0,0,23058.477106771406,5.520158028322814,1.365,3.082,4.26,6.31,8.529,10.096,15.335,144.177,,,,,,,,,,,,,,,,,,,,,,
read-only/aurora/ycsb-read-only-aurora-hot10000-F-mr0-20240610-110239/3-ap-northeast-1-0,3-ap-northeast-1-0,10000,F,0,20240610-110239,0,0,0,1821684,1821684,1821684,1000,128,90,50000,30,20285.300000000003,6.317265260030436,1.746,3.576,4.589,7.646,11.431,14.486,22.949,90.514,0,0,0,0,0,20240.85617091654,6.317265260030436,1.746,3.576,4.589,7.646,11.431,14.486,22.949,90.514,,,,,,,,,,,,,,,,,,,,,,
read-only/aurora/ycsb-read-only-aurora-hot10000-F-mr0-20240610-110239/2-eu-west-1-0,2-eu-west-1-0,10000,F,0,20240610-110239,0,0,0,1800633,1800633,1800633,1000,128,90,50000,30,20041.6,6.392586526002426,2.471,3.867,4.804,7.72,11.382,14.049,20.476,218.163,0,0,0,0,0,20006.804061805422,6.392586526002426,2.471,3.867,4.804,7.72,11.382,14.049,20.476,218.163,,,,,,,,,,,,,,,,,,,,,,
read-only/aurora/ycsb-read-only-aurora-hot100000-F-mr5-20240610-110239/1-us-east-1-0,1-us-east-1-0,100000,F,5,20240610-110239,0,0,0,2081694,1977398,2081694,1000,128,90,50000,30,22038.5,5.501029789407674,1.227,3.129,4.33,6.244,8.15,9.694,16.270209999999963,149.235,0,0,0,0,0,23129.795361534023,5.505619698822905,1.227,3.131,4.333,6.251,8.159,9.706,16.287,149.235,89667.0,14629.0,164.3,5.666026459729249,1.56,3.183,4.4285,6.44575,8.4165,10.0255,16.942,119.716,996.5999999999999,5.580674648672764,1.582,3.173,4.397,6.35625,8.314,9.893,16.587,129.833
read-only/aurora/ycsb-read-only-aurora-hot100000-F-mr5-20240610-110239/3-ap-northeast-1-0,3-ap-northeast-1-0,100000,F,5,20240610-110239,0,0,0,1799569,1709601,1799569,1000,128,90,50000,30,19009.6,6.38905123151845,2.251,3.558,4.551,7.715,11.902,15.25,23.32726000000001,73.22,0,0,0,0,0,19995.119966467097,6.395672205423793,2.251,3.56,4.555,7.725,11.918,15.264,23.347600000000092,73.22,77235.0,12733.0,140.3,6.572083719469096,2.374,3.603,4.679,7.964,12.2578,15.7364,23.691680000000012,45.52,859.1,6.513136780909714,2.377,3.586,4.632,7.913,12.188,15.518,23.600359999999984,66.476
read-only/aurora/ycsb-read-only-aurora-hot100000-F-mr5-20240610-110239/2-eu-west-1-0,2-eu-west-1-0,100000,F,5,20240610-110239,0,0,0,1818794,1727424,1818794,1000,128,90,50000,30,19168.4,6.324343245328987,2.393,3.839,4.774,7.582,11.054,13.681,21.006,223.492,0,0,0,0,0,20208.762153023974,6.328377757103285,2.393,3.84,4.777,7.588,11.06,13.689,21.017350000000093,223.492,78560.0,12810.0,143.1,6.427524355971897,2.744,3.889,4.846500000000001,7.702,11.1931,13.887099999999998,21.135589999999993,57.968,873.5,6.400922449239386,2.52,3.861,4.839,7.686,11.185,13.835300000000004,21.284460000000006,59.678
read-only/aurora/ycsb-read-only-aurora-hot100000-F-mr50-20240610-110239/1-us-east-1-0,1-us-east-1-0,100000,F,50,20240610-110239,0,0,0,2052279,1026788,2052279,1000,128,90,50000,30,11437.0,5.559345701738242,1.397,3.108,4.293,6.25,8.513,10.431,19.581439999999944,126.846,0,0,0,0,0,22803.08665740726,5.585295600224154,1.296,3.116,4.305,6.28,8.553,10.484,19.93451000000001,143.885,880050.0,145441.0,1613.6,5.638666733136216,1.376,3.131,4.341,6.339,8.623,10.569549999999989,20.78583999999997,122.038,9782.3,5.606752353149067,1.296,3.124,4.314,6.305,8.588,10.5305,20.236099999999976,143.885
read-only/aurora/ycsb-read-only-aurora-hot100000-F-mr50-20240610-110239/3-ap-northeast-1-0,3-ap-northeast-1-0,100000,F,50,20240610-110239,0,0,0,1789190,894397,1789190,1000,128,90,50000,30,9908.5,6.401496047936865,2.296,3.612,4.58,7.78,11.831,14.903,22.868,76.395,0,0,0,0,0,19879.784086422256,6.4319445843687895,2.268,3.619,4.603,7.833,11.897,14.973,22.958,76.395,768129.0,126664.0,1404.0,6.492558004942638,2.392,3.636,4.654,7.943,11.994800000000001,15.077,23.126959999999993,57.847,8529.0,6.457404068139977,2.268,3.624,4.621,7.877,11.958,15.04,23.01,63.715
read-only/aurora/ycsb-read-only-aurora-hot100000-F-mr50-20240610-110239/2-eu-west-1-0,2-eu-west-1-0,100000,F,50,20240610-110239,0,0,0,1783171,891585,1783171,1000,128,90,50000,30,9897.9,6.432780828847582,2.46,3.808,4.749,7.769,11.633,14.465,21.43647999999998,210.152,0,0,0,0,0,19812.828875132687,6.453657186057766,2.438,3.813,4.763,7.803,11.676,14.531,21.477,213.133,765348.0,126238.0,1399.1999999999998,6.502558823063394,2.542,3.822,4.78,7.876,11.766,14.6955,21.8245,64.588,8525.5,6.469911387839903,2.438,3.817,4.776,7.832,11.71,14.583,21.463,213.133
